bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa,english_translation,PIE_root,PIE_gloss
চাচ্ছিল,t͡ɕat͡ɕt͡ɕʰil̪ɔ,যেন,ɟeno,যাতে,ɟɐt̪e,চাইতাসিল,cɐ͡ɪ̯t̪ɐʃɪl,চাইতেছিলো,cɐ͡ɪ̯t̪ecʰɪlo,ছার,cʰɐɾ,Sought -after,,
চান,t͡ɕan̪ɔ,চান,cɐn,নি,nɪ,চান,nɐ,চান,cɐn,নে,ne,Want,,
চানাচুর,t͡ɕan̪at͡ɕurɔ,চানাচুর,cɐnɐcuɾ,চানাচুর,cɐnɐcuɾ,চানাচুর,cɐnɐcuɾ,চানাচুর,cɐnɐcuɾ,চানাচুর,ɐ͡ɪ̯ʲe,Cunch,,
চানাচুরওয়ালাকে,t͡ɕan̪at͡ɕuroe̯al̪ake,চানাচুরয়আলারে,cɐnɐcuɾɔʲɐlɐɾe,চানাচুরআলারে,cɐnɐcuɾɐlɐɾe,চানাচুরওয়ালারে,cɐnɐcuɾoʷɐlɐɾe,চানাচুরওয়ালারে,cɐnɐcuɾoʷɐlɐɾe,চানাচুরবালত,cɐnɐcuɾbɐlɔt̪o,Chanachurwala,,
চাপ,t͡ɕapɔ,চাপ,cɐp,চাপ,cɐp,চাপ,cɐp,চাপ,cɐp,চাপ,cɐp,Stress,,
চাপাবাজি,t͡ɕapabad͡ʑi,চাডামি,cɐdɐmɪ,ছাপা,cʰɐpɐ,চাপাবাজি,cɐpɐbɐɟɪ,চাপাবাজি,cɐpɐbɐɟɪ,গাল,gɐl,Pressing,,
চাবি,t͡ɕabi,চাবি,cɐbɪ,চাবি,cɐbɪ,চাবি,cɐbɪ,চাবি,cɐbɪ,তালা,t̪ɐlɐ,Key,,
চায়,t͡ɕae̯,চায়,cɐe̯,চায়,cɐe̯,চায়,cɐe̯,চায়,cɐe̯,চায়,cɐe̯,Desired,,
চায়,t͡ɕae̯ɔ,চায়,cɐe̯,চায়,cɐe̯,চায়,cɐe̯,চায়,cɐe̯,ন,nɔ,Desired,,
চার,t͡ɕarɔ,চাইর,cɐ͡ɪ̯ɾ,চাইর,cɐ͡ɪ̯ɾ,চাইর,cɐ͡ɪ̯ɾ,চাইর,cɐ͡ɪ̯ɾ,চাইর,cɐ͡ɪ̯ɾ,Four,,
চারটায়,t͡ɕartae̯ɔ,চাইরটায়,cɐ͡ɪ̯ɾtɐe̯,চাইট্টাত,cɐ͡ɪ̯ttɐt̪o,চারটায়,cɐɾtɐe̯,চাইরটায়,cɐ͡ɪ̯ɾtɐe̯,চারটার,cɐɾtɐɾ,Four,,
চারদিকে,t͡ɕard̪ike,হারাদিকে,hɐɾɐd̪ɪke,চাইরিদকে,cɐ͡ɪ̯ɾɪd̪ke,চারদিকে,cɐɾd̪ɪke,তুউই,t̪u͡u̯ɪ,তুঁই,cɐ͡ɪ̯ɾomɪkkɐ,Around,,
চারপাশে,t͡ɕarpaɕe,চাইরদিক,cɐ͡ɪ̯ɾod̪ɪk,চাইরো,cɐ͡ɪ̯ɾo,চাইরপাশে,cɐ͡ɪ̯ɾpɐʃe,চাইরপাশে,cɐ͡ɪ̯ɾpɐʃe,চারিমিক্কে,cɐɾɪmɪkke,Around,,
চালাক,t͡ɕal̪ak,শেয়ান,ʃeʲɐn,বহুত,bohut̪,চালাক,cɐlɐk,চালাক,cɐlɐk,বড়,bɔɽo,Cute,,
চালানোর,t͡ɕal̪an̪orɔ,চালাইন্নার,cɐlɐ͡ɪ̯nnɐɾ,সাইকেল,sɐ͡ɪ̯kel,চালানুর,cɐlɐnuɾ,সাইকেল,sɐ͡ɪ̯kel,সাইরকল,sɐ͡ɪ̯ɾkɔl,Run,,
চালিয়ে,t͡ɕal̪ie̯e,চালাইয়া,cɐlɐ͡ɪ̯ʲɐ,চালাইয়া,cɐlɐ͡ɪ̯ʲɐ,চালায়া,cɐlɐʲɐ,চালাই,cɐlɐ͡ɪ̯,সাইরকল,sɐ͡ɪ̯ɾkɔl,On,,
চালিয়ে,t͡ɕal̪ie̯e,চালাইয়া,cɐlɐ͡ɪ̯ʲɐ,চালাইয়া,cɐlɐ͡ɪ̯ʲɐ,চালায়া,cɐlɐʲɐ,হড়াশোনা,hɔɽɐʃonɐ,ফরাশোনা,fɔɾɐʃonɐ,On,,
চাষ,t͡ɕaʂɔ,চাষ,cɐʃ,চাষ,cɐʃ,চাষ,cɐʃ,চাষ,cɐʃ,গরা,gɔɾɐ,Cultivation,,
চাষাবাদ,t͡ɕaʂabad̪ɔ,আইল্লাডি,ɐ͡ɪ̯llɐdɪ,চাষাবাদ,cɐʃɐbɐd̪,চাষাবাদ,cɐʃɐbɐd̪,চাষাবাদ,cɐʃɐbɐd̪,চাষাবাদ,cɐʃɐbɐd̪,Cultivation,,
চাষী,t͡ɕaʂi,চাষায়,cɐʃɐe̯,চাষিয়ে,cɐʃɪʲe,চাষী,cɐʃɪ,চাইষ্যা,hɐ͡ɪ̯ɾ,চাষি,cɐʃɪ,Farmer,,
চাষের,t͡ɕaʂerɔ,চাষের,cɐʃeɾ,চাষের,cɐʃeɾ,চাষের,cɐʃeɾ,লাউ,lɐ͡u̯,লাউ,lɐ͡u̯,Cultivated,,
চাহিদা,t͡ɕahid̪a,চাহিদা,cɐhɪd̪ɐ,চাহিদা,cɐhɪd̪ɐ,চাহিদা,kɪcʰudɐ,এ,e,বারি,bɐɾɪ,Demand,,
চায়,t͡ɕae̯,চায়,cɐe̯,চায়,cɐe̯,চায়,cɐe̯,চায়,cɐe̯,চাই,cɐ͡ɪ̯,Desired,,
চায়,t͡ɕae̯ɔ,চায়,cɐe̯,চাইন,cɐ͡ɪ̯n,চায়,cɐe̯,চায়,cɐe̯,ফরিবেল্লাই,cɐe̯,Desired,,
চিংড়ি,t͡ɕiŋɽi,ইছা,ɪcʰɐ,ইচা,ɪcɐ,চিংড়ি,cɪŋɽɪ,চিংড়ি,cɪŋɽɪ,চিংড়ি,cɪŋɽɪ,Shrimp,,
চিংড়ী,t͡ɕiŋɽi,ইছা,ɪcʰɐ,ইছা,ɪcʰɐ,চিংড়ী,cɪŋɽɪ,ইচা,ɪcɐ,ইচা,ɪcɐ,Shrimp,,
চিঠি,t͡ɕitʰi,চিঠি,cɪtʰɪ,চিঠি,cɪtʰɪ,চিঠি,cɪtʰɪ,চিঠি,cɪtʰɪ,চিঠি,ʃɐd̪ʱɐɾonot̪,Letter,,
চিঠিটা,t͡ɕitʰita,চিঠিডা,cɪtʰɪdɐ,চিঠিটা,cɪtʰɪtɐ,চিঠিডা,cɪtʰɪdɐ,চিঠি,cɪtʰɪ,চিঠি,cɪtʰɪ,Letter,,
চিনতে,t͡ɕin̪t̪e,চেনতে,cent̪e,চিনইন,cɪnɪn,চিনতে,cɪnt̪e,চিনতেন,cɪnt̪en,চিনা,cɪnɐ,Recognize,,
চিন্তা,t͡ɕin̪t̪a,চিন্তা,cɪnt̪ɐ,চিন্তা,cɪnt̪ɐ,চিন্তা,cɪnt̪ɐ,চিন্তা,cɪnt̪ɐ,চিন্তা,lɐgeɾ,Thought,,
চিন্তাও,t͡ɕin̪t̪ao,ভাবিও,bʱɐbɪ͡o̯,ইকান,ɪkɐn,চিন্তাও,cɪnt̪ɐ͡o̯,দিন,he͡ɪ̯gɐɾ,চিন্তা,cɪnt̪ɐ,Thought,,
চিন্তার,t͡ɕin̪t̪arɔ,চিন্তায়,cɪnt̪ɐe̯,চিন্তার,cɪnt̪ɐɾ,চিন্তার,cɪnt̪ɐɾ,চিন্তার,cɪnt̪ɐɾ,চিন্তায়,cɪnt̪ɐe̯,Thought,,
চিরদিন,t͡ɕird̪in̪ɔ,আজিবন,ɐɟɪbɔn,চিরদিন,cɪɾod̪ɪn,চিরদিন,cɪɾod̪ɪn,হারাজীবন,hɐɾɐɟɪbɔn,চিরদিন,cɪɾd̪ɪn,Forever,,
চিল্লাচিল্লি,t͡ɕil̪l̪at͡ɕil̪l̪i,চিল্লাচিল্লি,cɪllɐcɪllɪ,চিল্লানি,cɪllɐnɪ,চিল্লাচিল্লি,cɪllɐcɪllɪ,চিল্লাচিল্লি,cɪllɐcɪllɪ,চিল্লাচিল্লি,cɪllɐcɪllɪ,Chillachi,,
চিল্লায়,t͡ɕil̪l̪ae̯ɔ,চিল্লাইয়া,cɪllɐ͡ɪ̯ʲɐ,চিল্লাইয়া,cɪllɐ͡ɪ̯ʲɐ,চিল্লায়,kɔe̯,চিল্লাই,kɔt̪ɐ,সিল্লাই,sɪllɐ͡ɪ̯,Screaming,,
চিৎকার,t͡ɕit̪karɔ,চিল্লাইয়া,cɪllɐ͡ɪ̯ʲɐ,চিৎকার,cɪt̪kɐɾ,চিৎকার,cɪt̪kɐɾ,চিল্লাই,cɪllɐ͡ɪ̯,চিল্লাইয়েরে,cɪllɐ͡ɪ̯ʲeɾe,Screaming,,
চিড়িয়াখানা,t͡ɕiɽie̯akʰan̪a,যদি,ɟod̪ɪ,যদি,ɟod̪ɪ,চিড়িয়াখানা,cɪɽɪʲɐkʰɐnɐ,চিড়িয়াখানা,cɪɽɪʲɐkʰɐnɐ,যদি,zod̪ɪ,Zoo,,
চুপ,t͡ɕupɔ,চুপ,cup,চুুফ,cuupʰ,চুপ,cup,চুপ,cup,নো,no,Quiet,,
চুরি,t͡ɕuri,চুরি,cuɾɪ,ওগু,ogu,চুরি,cuɾɪ,চুরি,cuɾɪ,গত,gɔt̪o,Theft,,
চুলায়,t͡ɕul̪ae̯ɔ,উনানে,unɐne,চুলায়,culɐe̯,চুলায়,culɐe̯,চুলা,culɐ,চুলাত,culɐt̪,In the oven,,
চুলে,t͡ɕul̪e,চুলে,cule,চুলো,culo,চুলে,cule,চুলে,cule,চুলত,culɔt̪o,In the hair,,
চুড়িটা,t͡ɕuɽita,চুরি,cuɾɪ,চুড়ি,cuɽɪ,চুড়িটা,cuɽɪtɐ,চুড়িকান,cuɽɪkɐn,চুরিয়ান,cuɾɪʲɐn,Bangle,,
চূড়ায়,t͡ɕuɽae̯ɔ,মাতায়,mɐt̪ɐe̯,ওর,oɾ,চূড়ায়,cuɽɐe̯,চুড়ায়,cuɽɐe̯,আরর,ɐɾɔɾ,Top,,
চেতাইছি,t͡ɕet̪ait͡ɕʰi,চেতাইছি,cet̪ɐ͡ɪ̯cʰɪ,বহুত,bohut̪,চেতাইসি,ɔnek,চেতাইছি,cet̪ɐ͡ɪ̯cʰɪ,চেতাইয়ি,cet̪ɐ͡ɪ̯ʲɪ,Consciousness,,
চেয়েও,t͡ɕee̯eo,চাইয়াও,cɐ͡ɪ̯ʲɐ͡o̯,তাকিও,t̪ɐkɪ͡o̯,চেয়েও,ceʲe͡o̯,তুনও,t̪uno,চেয়েও,ceʲe͡o̯,More,,
চেয়েছিল,t͡ɕee̯et͡ɕʰil̪ɔ,চাইছেলা,cɐ͡ɪ̯cʰelɐ,চাইছিল,cɐ͡ɪ̯cʰɪlo,চাইসিল,cɐ͡ɪ̯sɪl,কইরতে,ko͡ɪ̯ɾt̪e,গইত্তে,gɪt̪t̪e,Wanted,,
চেষ্টা,t͡ɕeʂta,থাহার,ceʃtɐ,লউয়ার,lɔ͡u̯ʲɐɾ,চেষ্টা,ceʃtɐ,চেষ্টা,ceʃtɐ,চেস্টা,ceʃtɐ,Attempt,,
চেহারার,t͡ɕehararɔ,সুন্দরই,ʃund̪ɔɾɪ,সুন্দর,ʃund̪ɔɾ,চেহারার,cehɐɾɐɾ,চেহারার,cehɐɾɐɾ,সুন্দর,ʃund̪ɔɾ,Appearance,,
চেয়ে,t͡ɕee̯e,চাইতে,cɐ͡ɪ̯t̪e,থাকি,t̪ʰɐkɪ,আফনে,ɐcʰone,তুন,t̪un,বেরা,beɾɐ,Than,,
চেয়েও,t͡ɕee̯eo,চাইয়াও,cɐ͡ɪ̯ʲɐ͡o̯,বেশি,beʃɪ,চেয়েও,ceʲe͡o̯,তুন,t̪un,চাইতেও,cɐ͡ɪ̯t̪e͡o̯,More,,
চেয়েছিল,t͡ɕee̯et͡ɕʰil̪,চাইল্লে,cɐ͡ɪ̯lle,চাইছলা,cɐ͡ɪ̯cʰɔlɐ,চাইসিল,cɐ͡ɪ̯sɪl,চাইচিলো,cɐ͡ɪ̯cɪlo,চাইল,cɐ͡ɪ̯l,Wanted,,
চেয়েছে,t͡ɕee̯et͡ɕʰe,চাইছে,ɟe,যে,ɟe,চাইসে,cɐ͡ɪ̯ʃe,চাইছে,cɐ͡ɪ̯cʰe,চাইয়ে,cɐ͡ɪ̯ʲe,Wanted,,
চোখ,t͡ɕokʰ,চোউখ,co͡u̯kʰ,কালা,kɐlɐ,চোখ,cokʰ,চোক,cok,চোক,cok,Eye,,
চোখ,t͡ɕokʰɔ,চক্ষু,cokkʰu,চোউক,co͡u̯k,চোখ,cokʰ,চোখ,cokʰ,চখ,cɔkʰ,Eye,,
চোখে,t͡ɕokʰe,পানি,pɐnɪ,চোউক,co͡u̯k,চোখে,cokʰe,চোকে,coke,ফানি,fɐnɪ,Eye,,
চোখের,t͡ɕokʰerɔ,চোখের,cokʰeɾ,চকুর,cokuɾ,চোক্ষের,cokkʰeɾ,চোকের,cokeɾ,চোকর,cokoɾ,Eye,,
চোথের,t͡ɕot̪ʰerɔ,চোহের,coheɾ,চউখ,cɔ͡u̯kʰ,চোক্ষের,cokkʰeɾ,চোখের,cokʰeɾ,চকোর,cɔkoɾ,Loud,,
চ্যাম্পিয়ন,t͡ɕd͡zampie̯ɔn̪ɔ,বিশ্বকাপ,bɪʃʃokɐp,বিশ্বকাপ,bɪʃʃokɐp,চ্যাম্পিয়ন,cɛmpɪʲon,স্যাম্পিয়ন,sɛmpɪʲon,চ্যাম্পিয়ন,cɛmpɪʲon,Champion,,
ছবি,t͡ɕʰɔbi,ছবি,cʰobɪ,ছবি,cʰobɪ,ছবি,cʰobɪ,ছবি,cʰobɪ,চবি,cobɪ,Picture,,
ছবিও,t͡ɕʰɔbio,ছবিও,cʰobɪ͡o̯,ছবিও,cʰobɪ͡o̯,ছবিও,d̪ehɐ,ছবিও,cʰobɪ͡o̯,আর,ɐɾ,Picture,,
ছবিগুলো,t͡ɕʰɔbiɡul̪o,ছবি,cʰobɪ,ছবিগুলি,cʰobɪgulɪ,ছবিগুলা,cʰobɪgulɐ,ছবিগুন,cʰobɪgun,সুন্দর,ʃund̪ɔɾ,Pic,,
ছবিটা,t͡ɕʰɔbita,ছবিডা,cʰobɪdɐ,ছবিখান,cʰobɪkʰɐn,ছবিডা,cʰobɪdɐ,ছবি,cʰobɪ,চবিয়ান,cobɪʲɐn,Picture,,
ছবিটি,t͡ɕʰɔbiti,ছবিডা,cʰobɪdɐ,ছবিটা,cʰobɪtɐ,ছবিডা,cʰobɪdɐ,ছবি,cʰobɪ,চবিয়ান,cobɪʲɐn,Image,,
ছবির,t͡ɕʰɔbirɔ,ছবির,cʰobɪɾ,ছবির,cʰobɪɾ,ছবিরতন,cʰobɪɾɔt̪on,ছবির,cʰobɪɾ,ছবি,cʰobɪ,Picture,,
ছলছল,t͡ɕʰɔl̪ɔt͡ɕʰɔl̪ɔ,ভিজা,bʱɪɟɐ,ও,o,ছলছল,cʰolcʰɔl,কান,kɐn,ছল,cʰɔl,Rugged,,
ছাড়,t͡ɕʰaɽɔ,ছাইররা,cʰɐ͡ɪ̯ɾɾɐ,ছাড়,cʰɐɽ,ছাড়,cʰɐɽ,ছাড়,cʰɐɽ,ছাড়,cʰɐɽ,Discount,,
ছাড়া,t͡ɕʰaɽa,থুইয়া,t̪ʰu͡ɪ̯ʲɐ,আফনাকে,ɐpʰnɐke,ছাড়া,cʰɐɽɐ,আরে,ɐɾe,তোঁয়ারে,t̪õʷɐɾe,Except,,
ছাতা,t͡ɕʰat̪a,ছাতি,cʰɐt̪ɪ,ছাত্তি,cʰɐt̪t̪ɪ,ছাতা,cʰɐt̪ɐ,ছাতা,cʰɐt̪ɐ,চাতি,cɐt̪ɪ,Umbrella,,
ছানা,t͡ɕʰan̪a,ছাও,cʰɐ͡o̯,বাইচ্চা,bɐ͡ɪ̯ccɐ,বাচ্চা,bɐccɐ,ছা,hɐ͡ɪ̯lbɐɾ,ফালনের,fɐloneɾ,Lamp,,
ছানাকে,t͡ɕʰan̪ake,ছাওরে,cʰɐ͡o̯ɾe,ছানাকে,cʰɐnɐke,বাচ্চারে,bɐccɐɾe,সারে,ʃɐɾe,বিড়ালর,bɪɽɐlɔɾ,Raw,,
ছাড়তে,t͡ɕʰaɽt̪e,ছাড়তে,cʰɐɽt̪e,ছাড়া,cʰɐɽɐ,ছাড়তে,cʰɐɽt̪e,ছাইড়তাম,cʰɐ͡ɪ̯ɽt̪ɐm,চাইরতো,cɐ͡ɪ̯ɾot̪o,Quit,,
ছাড়বেনা,t͡ɕʰaɽben̪a,হাত,hɐt̪,ছাড়তা,cʰɐɽt̪ɐ,ছাড়বেনা,cʰɐɽbenɐ,ছাইডদোনো,cʰɐ͡ɪ̯dd̪ono,ন,nɔ,Quit,,
ছাড়া,t͡ɕʰaɽa,ছাড়া,cʰɐɽɐ,ছাড়া,cʰɐɽɐ,ছাড়া,cʰɐɽɐ,ছাড়া,cʰɐɽɐ,চারা,cɐɾɐ,Except,,
ছাড়াছাড়িতে,t͡ɕʰaɽat͡ɕʰaɽit̪e,ছাড়াছাড়িতে,cʰɐɽɐcʰɐɽɪt̪e,ছাড়াছাড়িত,cʰɐɽɐcʰɐɽɪt̪o,ছাড়াছাড়িতে,cʰɐɽɐcʰɐɽɪt̪e,ছাড়াছাড়িতে,cʰɐɽɐcʰɐɽɪt̪e,তালাকর,t̪ɐlɐkɔɾ,Out,,
ছিনিয়ে,t͡ɕʰin̪ie̯e,ছিনাইয়া,cʰɪnɐ͡ɪ̯ʲɐ,ছিনিয়া,cʰɪnɪʲɐ,ছিনায়া,cʰɪnɐʲɐ,লইতা,lo͡ɪ̯t̪ɐ,ছিনিইয়েরে,cʰɪnɪ͡ɪ̯ʲeɾe,Snatch,,
ছুটি,t͡ɕʰuti,ছুটি,cʰutɪ,ছুটি,cʰutɪ,ছুটি,cʰutɪ,ছুডি,cʰudɪ,চুটি,cutɪ,Leave,,
ছুটিতে,t͡ɕʰutit̪e,ছুটিতে,cʰutɪt̪e,ছুটিতে,cʰutɪt̪e,ছুডিতে,cʰudɪt̪e,ছুডিট,cʰudɪt,চুটিত,cutɪt̪o,On leave,,
ছুটির,t͡ɕʰutirɔ,ছুটির,cʰutɪɾ,ছুটির,cʰutɪɾ,ছুটির,cʰutɪɾ,ছুডির,cʰudɪɾ,ইব,ɪbo,Holiday,,
ছেড়ে,t͡ɕʰeɽe,ছাইররা,cʰɐ͡ɪ̯ɾɾɐ,ছেড়ে,cʰeɽe,ছাইড়া,cʰɐ͡ɪ̯ɽɐ,ছারি,cʰɐɾɪ,ছাড়ি,cʰɐɽɪ,Leaving,,
ছেলেই,t͡ɕʰel̪ei,পোলাই,polɐ͡ɪ̯,ফুয়াও,pʰuʲɐ͡o̯,পোলাই,polɐ͡ɪ̯,হোলাই,holɐ͡ɪ̯,ছোড,cʰod,Boy,,
ছেলেকে,t͡ɕʰel̪eke,পোলাডারে,polɐdɐɾe,ফুয়ারে,pʰuʲɐɾe,ছেড়াডারে,cʰeɽɐdɐɾe,বিয়া,bɪʲɐ,এই,e͡ɪ̯,Boy,,
ছেলেটা,t͡ɕʰel̪eta,পোলাডা,polɐdɐ,ফুয়া,pʰuʲɐ,ছেড়াডা,cʰeɽɐdɐ,হোলা,holɐ,ফোয়াইবা,foʷɐ͡ɪ̯bɐ,Boy,,
ছেলেটাকে,t͡ɕʰel̪etake,পলাউগ্গারে,pɔlɐ͡u̯ggɐɾe,ফুয়াটারে,pʰuʲɐtɐɾe,কল্পনা,kɔlponɐ,যে,ɟe,ফোয়াইবারে,foʷɐ͡ɪ̯bɐɾe,Boy,,
ছেলেটার,t͡ɕʰel̪etarɔ,পলাউগ্গার,pɔlɐ͡u̯ggɐɾ,ফুয়াগুতার,fuʲɐgut̪ɐɾ,ছেড়াটার,cʰeɽɐtɐɾ,লাইগা,lɐ͡ɪ̯gɐ,ইবা,ɪbɐ,Boy,,
ছেলেটি,t͡ɕʰel̪eti,পোলাডা,polɐdɐ,ফুয়াটা,pʰuʲɐtɐ,ছেড়াটা,cʰeɽɐtɐ,হোলাগা,holɐgɐ,ফোয়াইবা,foʷɐ͡ɪ̯bɐ,Boy,,
ছেলেটিকে,t͡ɕʰel̪etike,পোলাডারে,polɐdɐɾe,ফুয়াটারে,pʰuʲɐtɐɾe,ছেড়াটারে,cʰeɽɐtɐɾe,হোলাগারে,holɐgɐɾe,ফোয়াইবারে,foʷɐ͡ɪ̯bɐɾe,Boy,,
ছেলেটির,t͡ɕʰel̪etirɔ,পোলাডার,polɐdɐɾ,ফুয়া,pʰuʲɐ,ছেড়াডার,cʰeɽɐdɐɾ,অই,ɔ͡ɪ̯,অক্কল,ɔkkol,Boy,,
ছেলেদের,t͡ɕʰel̪ed̪erɔ,পোলাগো,polɐgo,ফুয়াদের,pʰuʲɐd̪eɾ,ছেড়ারার,cʰeɽɐɾɐɾ,হোলার,holɐɾ,ফোয়ারিত,foʷɐɾɪt̪ɔ,Boys,,
ছেলেমেয়ে,t͡ɕʰel̪emee̯e,পোলামাইয়া,polɐmɐ͡ɪ̯ʲɐ,ফুয়া,pʰuʲɐ,ছেড়া,cʰeɽɐ,হোলামাইয়া,holɐmɐ͡ɪ̯ʲɐ,ফোয়া,foʷɐ,Child,,
ছেলের,t͡ɕʰel̪erɔ,পোলার,polɐɾ,ফুয়ার,pʰuʲɐɾ,ছেড়ার,cʰeɽɪdɐɾe,হোলার,holɐɾ,ফোয়ার,foʷɐɾ,Boy,,
ছেলেরা,t͡ɕʰel̪era,পোলারা,bʱɐlobɐʃɐɾ,ফুয়াইন্তে,pʰuʲɐ͡ɪ̯nt̪e,ছেড়ারা,cʰeɽɐɾɐ,হোলারা,holɐɾɐ,ফোয়াওক্কল,foʷɐ͡o̯kkol,Boys,,
ছেড়ে,t͡ɕʰeɽe,থুইয়া,t̪ʰu͡ɪ̯ʲɐ,ছাড়িয়া,cʰɐɽɪʲɐ,ছাইরা,cʰɐ͡ɪ̯ɾɐ,ছাড়ি,cʰɐɽɪ,ছাড়ি,cʰɐɽɪ,Leaving,,
ছোটখাটো,t͡ɕʰotkʰato,ছোডোখাডো,cʰodokʰɐdo,নানা,nɐnɐ,ছোটখাটো,cʰotokʰɐto,ছোডখাডো,cʰodkʰɐdo,ছুডো,cʰudo,Minor,,
ছোটবেলা,t͡ɕʰotbel̪a,গেদাকাল,ged̪ɐkɐl,হুরু,huɾu,ছোটবেলা,cʰotobelɐ,ছোড,cʰod,গুরাহাল,guɾɐhɐl,Childhood,,
ছোটবেলার,t͡ɕʰotbel̪arɔ,গেদাকালের,ged̪ɐkɐleɾ,হুরুকালর,huɾukɐlɔɾ,ছোটবেলার,cʰotobɛlɐɾ,ছোটবেলার,cʰotobelɐɾ,গুরাহাল,guɾɐhɐl,Childhood,,
ছোটবেলায়,t͡ɕʰotbel̪ae̯ɔ,ল্যাদাকালে,lɛd̪ɐkɐle,ছোটকাল,cʰotokɐl,ছোটবেলায়,cʰotobelɐe̯,ছোড,cʰod,গুরা,guɾɐ,In childhood,,
ছোটোবেলা,t͡ɕʰotobel̪a,ল্যাদাকাল,lɛd̪ɐkɐl,ছোট,cʰoto,ছোটোবেলা,cʰotobelɐ,ছোডবেলা,cʰodobelɐ,গুরা,guɾɐ,Childish,,
জগৎকে,d͡ʑɔɡɔt̪ɔke,জগতেরে,ɟɔgot̪eɾe,জগতরে,ɟɔgot̪ɔɾe,জগৎরে,ɟɔgot̪ɾe,জগতেরে,ɟɔgot̪eɾe,যগতরে,zɔgɔt̪ɔɾe,In the world,,
জঘন্য,d͡ʑɔ̤ɡ̤ɔn̪d͡zɔ,কাম,kɐm,বাদ,bɐd̪,জঘন্য,ɟɔgʱonno,জঘন্য,ɟɔgʱonno,জঘন্য,zɔgʱonno,Foul,,
জঙ্গলে,d͡ʑɔŋɡɔl̪e,জঙ্গলে,ɟ,জঙ্গলো,ɟɔŋgolo,চইল্লা,co͡ɪ̯ll,জঙ্গলে,ɟɔŋgole,যঁঅল,zɔ̃ɔl,Jungle,,
জড়িয়ে,d͡ʑɔɽie̯e,জড়াইছে,ɟɔɽɐ͡ɪ̯cʰe,জড়ায়,ɟɔɽɐe̯,জড়ায়,ɟɔɽɐe̯,জড়াই,zɔɽɐ͡ɪ̯,জড়াইয়ে,zɔɽɐ͡ɪ̯ʲe,Hugged,,
জনকে,d͡ʑɔn̪ɔke,জনরে,ɟɔnoɾe,জনরে,ɟɔnoɾe,জনরে,ɟɔnoɾe,জনরে,ɟɔnoɾe,মানুষরত,mɐnuʃɾɔt̪o,Public,,
জনপ্রিয়,d͡ʑɔn̪ɔprie̯,জনপ্রিয়,ɟɔnopɾɪʲo,বাক্কা,bɐkkɐ,জনপ্রিয়,ɟɔnopɾɪʲo,জনপ্রিয়,ɟɔnopɾɪʲo,যনফ্রিয়,zɔnofɾɪʲo,Popular,,
জনপ্রিয়,d͡ʑɔn̪ɔprie̯ɔ,জনপ্রিয়,ɟɔnopɾɪʲo,ওর,oɾ,জনপ্রিয়,ɟɔnopɾɪʲo,জনপ্রিয়,ɟɔnopɾɪʲo,যনফ্রিয়,zɔnofɾɪʲo,Popular,,
জনপ্রিয়,d͡ʑɔn̪ɔprie̯ɔ,জনপ্রিয়,ɟɔnopɾɪʲo,জনপ্রিয়,ɟɔnopɾɪʲo,জনপ্রিয়,ɟɔnopɾɪʲo,এগগা,ɛggɐ,জনফ্রিও,zɔnofɾɪ͡o̯,Popular,,
জনসংখ্যা,d͡ʑɔn̪ɔs̪ɔŋkʰd͡za,জনসংখ্যা,ɟɔnoʃɔŋkʰkʰɐ,ওর,oɾ,জনসংখ্যা,ɟɔnoʃɔŋkʰkʰɐ,জনসংখ্যা,ɟɔnoʃɔŋkʰkʰɐ,যনসংক্যা,zɔnoʃɔŋkkɐ,Population,,
জনসংখ্যার,d͡ʑɔn̪ɔs̪ɔŋkʰd͡zarɔ,জনসংখ্যার,ɟɔnoʃɔŋkʰkʰɐɾ,ওর,oɾ,জনসংখ্যার,ɟɔnoʃɔŋkʰkʰɐɾ,এর,e,যনসংখ্যার,zɔnoʃɔŋxxɐɾ,Population,,
জনিত,d͡ʑɔn̪it̪ɔ,জ্বর,eɾ,তাফ,t̪ɐpʰ,জনিত,ɟonɪt̪o,লাই,lɐ͡ɪ̯,জনিত,zonɪt̪o,Sprinkled,,
জনেরই,d͡ʑɔn̪eri,জনেরই,ɟɔneɾɪ,দুয়োজনর,d̪uʲozonoɾ,জনেরই,d̪ɪt̪ɪʲo,জনেরই,zɔneɾɪ,বিয়া,bɪʲɐ,On the other,,
জন্ম,d͡ʑɔn̪mɔ,জন্ম,ɟɔnmo,জনম,ɟɔnom,জন্ম,ɟɔnmo,জন্ম,ɟɔnmo,নো,no,Birth,,
জন্মদিন,d͡ʑɔn̪mɔd̪in̪ɔ,জন্মদিন,ɟɔnmod̪ɪn,জন্মদিন,ɟɔnmod̪ɪn,জন্মদিন,kɔbe?,জন্মদিন,ɟɔnmod̪ɪn,ইবার,ɪbɐɾ,Birthday,,
জন্য,d͡ʑɔn̪d͡zɔ,লইজ্ঞা,lo͡ɪ̯ggɐ,লাগি,lɐgɪ,লাইজ্ঞা,lɐ͡ɪ̯ggɐ,লাই,lɐ͡ɪ̯,লাই,lɐ͡ɪ̯,For,,
