bangla_speech,regional,regional_ipa,bangla_speech_ipa
জীবনের কিছুটা পথ একা একা চলা তেমন কঠিন নয়, চিটাগাং জিবনর এক্কানা ফত গাআগাই চলা তেমন কটিন ন,cɪbɔnoɾ ɛkkɐnɐ fot̪o gɐ͡ɐ̯gɐ͡ɪ̯ cɔlɐ t̪ɛmon kotɪn n,d͡ʑibn̪erɔ kit͡ɕʰuta pɔt̪ʰɔ eka eka t͡ɕɔl̪a t̪emɔn̪ɔ kɔtʰin̪ɔ n̪e̯ɔ
জীবন হলো বাঁচার জন্য, চিটাগাং যিবন অইলদি বাচার লাই,cɐɾ lɐ͡ɪ̯,d͡ʑibɔn̪ɔ hɔl̪o bɔ̃t͡ɕarɔ d͡ʑɔn̪d͡zɔ
মন হলো দেবার জন্য, চিটাগাং মন অইলদি দিবর লাই,cɪtɐgon mon ɔ͡ɪ̯ld̪ɪ d̪ɪbɔɾ lɐ͡ɪ̯,mɔn̪ɔ hɔl̪o d̪ebarɔ d͡ʑɔn̪d͡zɔ
ভালবাসা হলো সারা জীবন পাশে থাকার জন্য, চিটাগাং বালবাসা অইলদি আজিবন পাশে তাহিবর লাই,cɪtɐgon bɐlbɐʃɐ ɔ͡ɪ̯ld̪ɪ ɐzɪbɔn pɐʃe t̪ɐhɪbɔɾ lɐ͡ɪ̯,b̤al̪bas̪a hɔl̪o s̪ara d͡ʑibɔn̪ɔ paɕe t̪ʰakarɔ d͡ʑɔn̪d͡zɔ
আমি কিছু ভাবতে পারিনা তোমায় ছাড়া, চিটাগাং আঁই কিচু বাবিত ন ফারি তোঁয়ারে চারা,cɪtɐgon ɐ̃ɪ kɪcu bɐbɪt̪o nɔ fɐɾɪ t̪õʷɐɾe cɐɾɐ,ami kit͡ɕʰu b̤abt̪e parin̪a t̪omae̯ɔ t͡ɕʰaɽa
আমি কিছু লিখতে পারিনা তোমার নাম ছাড়া, চিটাগাং আঁই কিচু লেকিত ন ফারি তোঁয়ার নাম চারা,cɪtɐgon ɐ̃ɪ kɪcu lekɪt̪o nɔ fɐɾɪ t̪õʲɐɾ nɐm cɐɾɐ,ami kit͡ɕʰu l̪ikʰt̪e parin̪a t̪omarɔ n̪amɔ t͡ɕʰaɽa
আমি কিছু বুঝতে চাইনা তোমায় ছাড়া , চিটাগাং আঁই কিচু বুইয ত ন চাই তোঁয়ারে চারা,cɐɾɐ,ami kit͡ɕʰu bud͡ʑ̤t̪e t͡ɕain̪a t̪omae̯ɔ t͡ɕʰaɽa 
ভালবাসায় এমন কেন হয়?, চিটাগাং বালবাসাত ইল্লা কা অয়, cɪtɐgon bɐlbɐʃɐt̪ ɪllɐ kɐ ɔe̯,b̤al̪bas̪ae̯ɔ emɔn̪ɔ ken̪ɔ he̯ɔ?
যখন ছেলে বুঝে তখন মেয়ে বুঝেনা , চিটাগাং যেত্তে ফোয়া বুযে এত্তে মাইয়্যা ন বুযে,cɪtɐgon zet̪t̪e foʷɐ buze ɛt̪t̪e mɐ͡ɪ̯ʲlɐ nɔ buze,d͡zɔkʰɔn̪ɔ t͡ɕʰel̪e bud͡ʑ̤e t̪ɔkʰɔn̪ɔ mee̯e bud͡ʑ̤en̪a 
ভালোবাসি তোমাকে বলা বাকি, চিটাগাং তোঁয়ারে বালবাসি হইতেও বাকি,cɪtɐgon t̪õʷɐɾe bɐlbɐʃɪ ho͡ɪ̯t̪e͡o̯ bɐkɪ,b̤al̪obas̪i t̪omake bɔl̪a baki
আমার খুব গরম লাগছে, চিটাগাং আঁর কুব গরম লাগের,cɪtɐgon ɐ̃ɾ kubo gɔɾom lɐgeɾ,amarɔ kʰubɔ ɡɔrɔmɔ l̪aɡt͡ɕʰe
তোমার কি গরম লাগছে ?, চিটাগাং তোঁয়ার কি গরম লাগের নে,cɪtɐgon t̪õʲɐɾ kɪ gɔɾom lɐgeɾ ne,t̪omarɔ ki ɡɔrɔmɔ l̪aɡt͡ɕʰe ?
আপনার কি গরম লাগছে?, চিটাগাং অনর কি গরম লাগের নে,cɪtɐgon ɔnɔɾ kɪ gɔɾom lɐgeɾ ne,apn̪arɔ ki ɡɔrɔmɔ l̪aɡt͡ɕʰe?
আপনি কি আমাকে ভালবাসেন?, চিটাগাং অনে কি আঁরে বালবাসন নে,cɪtɐgon ɔne kɪ ɐ̃ɾe bɐlbɐʃon ne,apn̪i ki amake b̤al̪bas̪en̪ɔ?
তোমার জন্য মনে আমার অফুরন্ত আশা, চিটাগাং তোঁয়ার লাই মনোত আঁর আফুরন্ত আশা,cɪtɐgon t̪õʲɐɾ lɐ͡ɪ̯ monot̪o ɐ̃ɾ ɐfuɾɔnt̪o ɐʃɐ,t̪omarɔ d͡ʑɔn̪d͡zɔ mɔn̪e amarɔ oɸurɔn̪t̪ɔ aɕa
সারা জীবন পেতে চাই তোমার ভালবাসা , চিটাগাং আরা যিবন ফাইতো চাই তোঁয়ার বালবাসা,cɪtɐgon ɐɾɐ zɪbɔn fɐ͡ɪ̯t̪o cɐ͡ɪ̯ t̪õʲɐɾ bɐlbɐʃɐ,s̪ara d͡ʑibɔn̪ɔ pet̪e t͡ɕai t̪omarɔ b̤al̪bas̪a 
হারিয়ে যেতে ইচ্ছে করে অনেক দূরে, চিটাগাং আঁযি যাইতো ইচ্ছা গরে বউত দুরে,cɪtɐgon ɐ̃zɪ zɐ͡ɪ̯t̪o ɪccʰɐ goɾe bɔ͡u̯t̪o d̪uɾe,harie̯e d͡zet̪e it͡ɕt͡ɕʰe kɔre on̪ekɔ d̪ure
চলোনা দুজনে মিলে ঘুরে আসি , চিটাগাং আডো না দুইজনে মিলি বেরাই আয়্যি,cɪtɐgon ɐdo nɐ d̪u͡ɪ̯zɔne mɪlɪ beɾɐ͡ɪ̯ ɐkɪ,t͡ɕɔl̪on̪a d̪ud͡ʑn̪e mil̪e ̤ɡ̤ure as̪i 
"চলোনা দুজনে মিলে সাঁতার কাটি 
", চিটাগাং আডো না দুজনে মিলি আচুরি,cɪtɐgon ɐdo nɐ d̪uɟɔne mɪlɪ ɐcuɾɪ,"t͡ɕɔl̪on̪a d̪ud͡ʑn̪e mil̪e s̪ɔ̃t̪arɔ kati 
"
ফেসবুকে তার একজনের সাথে সম্পর্ক হয়, চিটাগাং ফেসবুক অত ইতার একজন অর ফোয়ারে সম্ফর্ক অয়,cɪtɐgon fesbuk ɔt̪o ɪt̪ɐɾ ɛkzon ɔɾ foʷɐɾe ʃɔmfɔɾko ɔe̯,ɸes̪buke t̪arɔ ekɔd͡ʑɔn̪erɔ s̪at̪ʰe s̪ɔmpɔrkɔ he̯ɔ
ছেলেটা ভালো চাকরি করে, চিটাগাং ফোয়াইবা বাল চঅরি গরে,cɪtɐgon foʷɐ͡ɪ̯bɐ bɐl cɔ͡o̯ɾɪ goɾe,t͡ɕʰel̪eta b̤al̪o t͡ɕakri kɔre
এই পাঁচ মাসে ছেলে তার পরিবার নিয়ে মেয়ের বাসায় যায় না, চিটাগাং এই ফাঁচ মাস ফোয়া তার ফরিবার লয় মাইয়্যার বাসাত ন যাই,cɪtɐgon e͡ɪ̯ fɐ̃c mɐʃ foʷɐ t̪ɐɾ foɾɪbɐɾ lɔe̯ mɐ͡ɪ̯ʲzɐɾ bɐʃɐt̪ nɔ zɐ͡ɪ̯,ei pɔ̃t͡ɕɔ mas̪e t͡ɕʰel̪e t̪arɔ pɔribarɔ n̪ie̯e mee̯erɔ bas̪ae̯ɔ d͡zae̯ɔ n̪a
মেয়ে বলে প্রয়োজন পড়লে আমার পরিবার তোমার পরিবারের সাথে কথা বলবে, চিটাগাং মাইয়্যা হদে ফ্রয়োজন ফরিলে আঁর ফরিবার তোঁয়ার ফরিবার অর ফোয়ারে হতা হইবো,cɪtɐgon mɐ͡ɪ̯ʲlɐ hod̪e fɾoʲozon foɾɪle ɐ̃ɾ foɾɪbɐɾ t̪õʲɐɾ foɾɪbɐɾ ɔɾ foʷɐɾe hɔt̪ɐ ho͡ɪ,mee̯e bɔl̪e pre̯od͡ʑɔn̪ɔ pɔɽɔl̪e amarɔ pɔribarɔ t̪omarɔ pɔribarerɔ s̪at̪ʰe kɔt̪ʰa bɔl̪ɔbe
পরিবার বলতে মা বাবা ভাই বোন নিয়ে, চিটাগাং ফরিবার বইলতে মা বাফ বাই বইন লয়,cɪtɐgon foɾɪbɐɾ bo͡ɪ̯lt̪e mɐ bɐf bɐ͡ɪ̯ bo͡ɪ̯n lɔe̯,pɔribarɔ bɔl̪ɔt̪e ma baba b̤ai bon̪ɔ n̪ie̯e
আমার স্বামী দুই বছর আগে আমাদেরকে রেখে এসে আলাদা হয়ে যায়, চিটাগাং আঁর জামাই দুইবচর আগে আঁরারে রাই আই যুদা অয় গেইয়্যুয়,cɪtɐgon ɐ̃ɾ zɐmɐ͡ɪ̯ d̪u͡ɪ̯bɔcɔɾ ɐge ɐ̃ɾɐɾe ɾɐ͡ɪ̯ ɐ͡ɪ̯ zud̪ɐ ɔe̯ ge͡ɪ̯ʲue̯,amarɔ s̪bami d̪ui bɔt͡ɕʰɔrɔ aɡe amad̪erke rekʰe es̪e al̪ad̪a he̯e d͡zae̯
আমার পছন্দ হয় এমন মেয়ে তাদের পছন্দ হয় না, চিটাগাং আঁর ফচন্দ অয় ইল্লা মাইয়্যা তারার ফচন্দ ন ময়,cɪtɐgon ɐ̃ɾ fɔcɔnd̪o ɔe̯ ɪllɐ mɐ͡ɪ̯ʲlɐ t̪ɐɾɐɾ fɔcɔnd̪o nɔ mɔe̯,amarɔ pɔt͡ɕʰɔn̪d̪ɔ he̯ɔ emɔn̪ɔ mee̯e t̪ad̪erɔ pɔt͡ɕʰɔn̪d̪ɔ he̯ɔ n̪a
আপনার বাবা মার যেহেতু স্বপ্ন , চিটাগাং অনর বাপ মার যেহেতু সফ্ন,cɪtɐgon ɔnɔɾ bɐp mɐɾ zehet̪u ʃɔpʰno,apn̪arɔ baba marɔ d͡zehet̪u s̪bɔpn̪ɔ 
পরে আপনার অনেক আফসোস হবে , চিটাগাং ফরে অনর বউত আফসোস অইব,chɪtɐgon fɔɾe ɔnoɾ bɔ͡u̯t̪o ɐfsos ɔ͡ɪ̯bo,pɔre apn̪arɔ on̪ekɔ aɸs̪os̪ɔ hɔbe 
তাদের একটি বাচ্চা আছে পাঁচ বছরের, চিটাগাং তারার ওজ্ঞা বাইচ্চা আচে ফাঁচ বচরর,cɪtɐgong t̪ɐɾɐɾ oggɐ bɐ͡ɪ̯ccɐ ɐce fɐ̃c bɔcɾɔɾ,t̪ad̪erɔ ekti bat͡ɕt͡ɕa at͡ɕʰe pɔ̃t͡ɕɔ bɔt͡ɕʰɔrer
দুজনেই তাদেরকে চাকরি নিয়ে ব্যস্ত, চিটাগাং দুজনেই তারার চ অরি লই বেস্ত,cɪtɐgon d̪uɟɔne͡ɪ̯ t̪ɐɾɐɾ co oɾɪ lɔ͡ɪ̯ best̪o,d̪ud͡ʑn̪ei t̪ad̪erke t͡ɕakri n̪ie̯e bd͡zɔs̪t̪ɔ
সংসারে কেউ ঠিকঠাকমতো সময় দিতে পারেনা, চিটাগাং সংসার অত হনিকাই টিকটিক মত সময় দিন ন ফারে,cɪtɐgon ʃɔŋʃɐɾ ɔt̪o honɪkɐ͡ɪ̯ tɪktɪk mɔt̪ ʃɔmɔe̯ d̪ɪn nɔ fɐɾe,s̪ɔŋs̪are keu tʰiktʰakɔmɔt̪o s̪ɔme̯ɔ d̪it̪e paren̪a
স্ত্রীর অভিযোগ স্বামী তার দায়িত্ব ঠিকমতো পালন করছে না, চিটাগাং বউওর অবিযোগ জামাই টিক মতো তার দায়িত্ত ফালন ন গরের,cɪtɐgon bɔ͡u̯oɾ ɔbɪzog zɐmɐ͡ɪ̯ tɪk mɔt̪o t̪ɐɾ d̪ɐʲɪt̪t̪o fɐlon nɔ gɔɾeɾ,s̪t̪rirɔ ob̤id͡zoɡɔ s̪bami t̪arɔ d̪ae̯it̪bɔ tʰikɔmɔt̪o pal̪ɔn̪ɔ kɔrɔt͡ɕʰe n̪a
আপনার নাম কি ?, চিটাগাং অনর নাম কি?,cɪtɐgon ɔnɔɾ nɐm kɪ?,apn̪arɔ n̪amɔ ki ?
তোর নাম কি ?, চিটাগাং তোর নাম কি?,cɪtɐgon t̪oɾ nɐm kɪ?,t̪orɔ n̪amɔ ki ?
তোর গ্রামের বাড়ি কোঁথায় ?, চিটাগাং তোর গেরামর বারি হডে?,cɪtɐgon t̪oɾ geɾɐmɔɾ bɐɾɪ hode?,t̪orɔ ɡɔramerɔ baɽi koঁt̪ʰae̯ɔ ?
তোর বাবার নাম কি ?, চিটাগাং তোর বাফর নাম কি?,cɪtɐgon t̪oɾ bɐpʰɔɾ nɐm kɪ?,t̪orɔ babarɔ n̪amɔ ki ?
তোর মার নাম কি ?, চিটাগাং তোম্মার নাম কি?,cɪtɐgon t̪ommɐɾ nɐm kɪ?,t̪orɔ marɔ n̪amɔ ki ?
পরে খুঁজে নাও পেতে পারি, চিটাগাং ফরে তোয়াই নাও ফাইত ফারি,cɪtɐgon pʰɔɾe t̪oʷɐ͡ɪ̯ nɐ͡o̯ pʰɐ͡ɪ̯t̪o pʰɐɾɪ,pɔre kʰuঁd͡ʑe n̪ao pet̪e pari
তাদের সঙ্গে আমি সব সময় আনন্দে ভরে থাকি, চিটাগাং তাঁরার ফোয়ারে আঁই এগাজা আনন্দে তাকি,cɪtɐgon t̪ɐ̃ɾɐɾ foʷɐɾe ɐ̃ɪ ɛgɐzɐ ɐnond̪e t̪ɐkɪ,t̪ad̪erɔ s̪ɔŋɡe ami s̪ɔbɔ s̪ɔme̯ɔ an̪ɔn̪d̪e b̤ɔre t̪ʰaki
আমার বন্ধুরা আমাকে ভালবাসা দেয়, চিটাগাং আঁর বন্দুওক্কল আঁরে বালবাসা দেয়,cɪtɐgon ɐ̃ɾ bond̪u͡o̯kkol ɐ̃ɾe bɐlbɐʃɐ d̪ee̯,amarɔ bɔn̪d̪̤ura amake b̤al̪bas̪a d̪ee̯
আমরা সবাই একসাথে হাসি খুশি করে সময় কাটাই, চিটাগাং আঁরা বেজ্ঞুন এক্কোফোয়ারে আশি কুশি গরি সময় হডাই,cɪtɐgon ɐ̃ɾɐ beggun ɛkkofoʷɐɾe ɐʃɪ kuʃɪ goɾɪ ʃɔmɔe̯ hodɐ͡ɪ̯,amra s̪ɔbai eks̪at̪ʰe has̪i kʰuɕi kɔre s̪ɔme̯ɔ katai
আমাদের মধ্যে কোন রকম ঝগড়া নেই, চিটাগাং আঁরার মাযে হনোরহম হইয্যা নেই,cɪtɐgon ɐ̃ɾɐɾ mɐze honoɾɔhɔm ho͡ɪ̯zzɐ ne͡ɪ̯,amad̪erɔ mɔd̪̤d͡ze kon̪ɔ rɔkɔmɔ d͡ʑ̤ɔɡɔɽa n̪ei
আমার বোন আমার সাথে সব সময় থাকতে চায়, চিটাগাং আঁর বইন এগাযা আঁর ফোয়ারে তাইতো চাই,cɪtɐgon ɐ̃ɾ bo͡ɪ̯n ɛgɐzɐ ɐ̃ɾ foʷɐɾe t̪ɐ͡ɪ̯t̪o cɐ͡ɪ̯,amarɔ bon̪ɔ amarɔ s̪at̪ʰe s̪ɔbɔ s̪ɔme̯ɔ t̪ʰakt̪e t͡ɕae̯
আমি আমার ভাইকে অনেক ভালোবাসি, চিটাগাং আঁই আঁর বাইরে বউত বালোবাসি,cɪtɐgon ɐ̃ɪ ɐ̃ɾ bɐ͡ɪ̯ɾe bɔ͡u̯t̪o bɐlobɐʃɪ,ami amarɔ b̤aike on̪ekɔ b̤al̪obas̪i
আমি আমার বোনকে অনেক ভালোবাসি, চিটাগাং আঁই আঁর বইনরে বউত বালোবাসি,cɪtɐgon ɐ̃ɪ ɐ̃ɾ bo͡ɪ̯noɾe bɔ͡u̯t̪o bɐlobɐʃɪ,ami amarɔ bon̪ke on̪ekɔ b̤al̪obas̪i
একটি গ্রামে একজন খারাপ ছেলে থাকতো, চিটাগাং ওজ্ঞা গেরামত ওজ্ঞা হারাফ ফোয়া আচিল,cɪtɐgon oggɐ geɾɐmɔt̪ oggɐ hɐɾɐf foʷɐ ɐcɪl,ekti ɡɔrame ekɔd͡ʑɔn̪ɔ kʰarapɔ t͡ɕʰel̪e t̪ʰakt̪o
কেউ তাকে ভালোবাসতো নাহ, চিটাগাং হনোকেয়াই তারে বালো ন বাসিতো,cɪtɐgon honokeʲɐ͡ɪ̯ t̪ɐɾe bɐlo nɔ bɐʃɪt̪o,keu t̪ake b̤al̪obas̪t̪o n̪ahɔ
সে খুবই খারাপ ছিল, চিটাগাং ইতে বর হারাফ আচিল,cɪtɐgon ɪt̪e bɔɾ hɐɾɐf ɐcɪl,s̪e kʰubi kʰarapɔ t͡ɕʰil̪
গ্রামের মানুষরা ছেলেটির থেকে দূরে থাকতে চেষ্টা করত, চিটাগাং গেরামর মানুষ অক্কল ফোয়াইবারতুন দুরে তাইবর চেস্টা গইরতো,cɪtɐgon geɾɐmɔɾ mɐnuʃ ɔkkol foʷɐ͡ɪ̯bɐɾt̪un d̪uɾe t̪ɐ͡ɪ̯bɔɾ ceʃtɐ gɪɾot̪o,ɡɔramerɔ man̪uʂra t͡ɕʰel̪etirɔ t̪ʰeke d̪ure t̪ʰakt̪e t͡ɕeʂta kɔrɔt̪ɔ
আপনি এতো খারাপ হয়ে কেন আছেন?, চিটাগাং অনে ইল্লা হারাফ কা অই আচন?,cʰɪtɐgon ɔne ɪllɐ hɐɾɐpʰ kɐ ɔ͡ɪ̯ ɐcon?,apn̪i et̪o kʰarapɔ he̯e ken̪ɔ at͡ɕʰen̪ɔ?
খাওয়ার সময় খুব বেশি ব্যথা করছে দাঁতে, চিটাগাং হাইবর সতি বর বেশি দাত ফুকে হরার,cɪtɐgon hɐ͡ɪ̯bɔɾ ʃot̪ɪ bɔɾ beʃɪ d̪ɐt̪ pʰuke hɔɾɐɾ,kʰaoe̯arɔ s̪ɔme̯ɔ kʰubɔ beɕi bd͡zɔt̪ʰa kɔrɔt͡ɕʰe d̪ɔ̃t̪e
এটা কি ধরনের প্রশ্ন?, চিটাগাং ইয়ান কি দরনর ফ্রশ্ন?,cɪtɐgon ɪʲɐn kɪ d̪ɔɾnoɾ fɾosno?,eta ki d̪̤ɔrɔn̪erɔ prɔɕn̪ɔ?
তুমি থাকো কোথায়?, চিটাগাং তুঁই তাকো হডে?,cɪtɐgon t̪ũɪ t̪ɐko hode?,t̪umi t̪ʰako kot̪ʰae̯ɔ?
আমরা কেন যাচ্ছি না, চিটাগাং আঁরা ন কা যাইর,cɪtɐgon ɐ̃ɾɐ nɔ kɐ zɐ͡ɪ̯ɾ,amra ken̪ɔ d͡zat͡ɕt͡ɕʰi n̪a
কাজে ফাঁকি দিও না, চিটাগাং হাম অত চুরাই ন মাইরগো,cɪtɐgon hɐm ɔt̪o cuɾɐ͡ɪ̯ nɔ mɐ͡ɪ̯ɾgo,kad͡ʑe ɸɔ̃ki d̪io n̪a
আপনাকে কেমন ভাবে সাহায্য করতে পারি?, চিটাগাং অনরে কেন গরি সাহায্য গরিত ফারি?,cɪtɐgon ɔnoɾe keno goɾɪ ʃɐhɐzzo goɾɪt̪o fɐɾɪ?,apn̪ake kemɔn̪ɔ b̤abe s̪ahad͡zd͡zɔ kɔrɔt̪e pari?
আমি বাংলা ভাষা বুঝি, চিটাগাং আঁই বাংলা বাসা বুজি,cɪtɐgon ɐ̃ɪ bɐŋlɐ bɐʃɐ buzɪ,ami baŋl̪a b̤aʂa bud͡ʑ̤i
আমি আপনার সাথে আছি, চিটাগাং আঁই অনর ফোয়ারে আচি,cɪtɐgon ɐ̃ɪ ɔnoɾ foʷɐɾe ɐcɪ,ami apn̪arɔ s̪at̪ʰe at͡ɕʰi
আপনি কি একটি বাংলা গান গাইতে পারেন?, চিটাগাং অনে কি ওজ্ঞা বাংলা গান গাইত ফারিবান নে?,cɪtɐgone ɔne kɪ oggɐ bɐŋlɐ gɐn gɐ͡ɪ̯t̪o fɐɾɪbɐn ne?,apn̪i ki ekti baŋl̪a ɡan̪ɔ ɡait̪e paren̪ɔ?
আমি আপনাকে কখনো ভুলব না, চিটাগাং আঁই অনরে হনো অত্তে ন বুইল্লম,cɪtɐgon ɐ̃ɪ ɔnoɾe hono ɔt̪t̪e nɔ bu͡ɪ̯llɔm,ami apn̪ake kɔkʰɔn̪o b̤ul̪ɔbɔ n̪a
আপনি কি এখানে রাস্তা দেখতে পাচ্ছেন?, চিটাগাং অনে কি আইযো রাস্তা দেহিত ফারন নে?,cɪtɐgon ɔne kɪ ɐ͡ɪ̯ɟo ɾɐst̪ɐ d̪ehɪt̪o pʰɐɾon ne?,apn̪i ki ekʰan̪e ras̪t̪a d̪ekʰt̪e pat͡ɕt͡ɕʰen̪ɔ?
আমি আপনার কাছে আসতে চাই, চিটাগাং আঁই অনর হাচে আইত চাই,cɪtɐgon ɐ̃ɪ ɔnɔɾ hɐce ɐ͡ɪ̯t̪o cɐ͡ɪ̯,ami apn̪arɔ kat͡ɕʰe as̪t̪e t͡ɕai
আপনি কি পড়া লিখা করতে পারেন?, চিটাগাং অনে কি ফরা লেহা গরিত ফারন?,cɪtɐgon ɔne kɪ fɔɾɐ lehɐ goɾɪt̪o fɐɾon?,apn̪i ki pɔɽa l̪ikʰa kɔrɔt̪e paren̪ɔ?
আমি আপনার জন্য অপেক্ষা করতে পারি, চিটাগাং আঁই অনর লাই আফেক্কা গরিত ফারি,cɪtɐgon ɐ̃ɪ ɔnɔɾ lɐ͡ɪ̯ ɐfekkɐ goɾɪt̪o fɐɾɪ,ami apn̪arɔ d͡ʑɔn̪d͡zɔ opekʂa kɔrɔt̪e pari
আপনি কি আমার প্রশ্নের জবাব দিতে পারেন?, চিটাগাং অনে কি আঁর ফ্রশ্নর জবাব দিত ফারিবান নে,cɪtɐgon ɔne kɪ ɐ̃ɾ fɾosnɔɾ zɔbɐb d̪ɪt̪o fɐɾɪbɐn ne,apn̪i ki amarɔ prɔɕn̪erɔ d͡ʑɔbabɔ d̪it̪e paren̪ɔ?
আপনি কি আমাকে একটি ছবি তুলতে পারেন?, চিটাগাং অনে কি আঁরে ওজ্ঞা চবি তুলি দিত ফারিবান নে?,cɪtɐgon ɔne kɪ ɐ̃ɾe oggɐ cobɪ t̪ulɪ d̪ɪt̪o fɐɾɪbɐn ne?,apn̪i ki amake ekti t͡ɕʰɔbi t̪ul̪t̪e paren̪ɔ?
আপনি কি কোনো ভুল করেছেন?, চিটাগাং অনে কি হনো বুল গইরগন নে?,cɪtɐgon ɔne kɪ hono bul go͡ɪ̯ɾgɔn ne?,apn̪i ki kon̪o b̤ul̪ɔ kɔret͡ɕʰen̪ɔ?
আপনি কি একটি বাংলা বই পড়তে পারেন?, চিটাগাং অনে কি ওজ্ঞা বাংলা বই ফরিত ফার অন?,cɪtɐgon ɔne kɪ oggɐ bɐŋlɐ bo͡ɪ̯ pʰoɾɪt̪o pʰɐɾ ɔn?,apn̪i ki ekti baŋl̪a bi pɔɽɔt̪e paren̪ɔ?
আমি আপনার কাছে পরামর্শ চাই, চিটাগাং আঁই অনর হাচে ফরামর্শ চাই,cɪtɐgon ɐ̃ɪ ɔnɔɾ hɐce fɔɾɐmɔɾʃo cɐ͡ɪ̯,ami apn̪arɔ kat͡ɕʰe pɔramɔrɕɔ t͡ɕai
আমি আপনার পাশে থাকতে চাই, চিটাগাং আঁই অনর ডাহদ্দি তাইক্তো চাই,cɪtɐgon ɐ̃ɪ ɔnɔɾ dɐhod̪d̪ɪ t̪ɐ͡ɪ̯kt̪o cɐ͡ɪ̯,ami apn̪arɔ paɕe t̪ʰakt̪e t͡ɕai
আপনি কি এই জায়গায় ঘুরতে পারেন?, চিটাগাং অনে কি জাগা ইয়ান অত গুরিত ফার অন?,cɪtɐgon ɔne kɪ zɐgɐ ɪʲɐn ɔt̪o guɾɪt̪o fɐɾ ɔn?,apn̪i ki ei d͡ʑae̯ɡae̯ɔ ̤ɡ̤urt̪e paren̪ɔ?
