bangla_speech,regional,regional_ipa,bangla_speech_ipa
আবেগের ভালোবাসা কাউকে দেওয়া উচিত না,নোয়াখালী আবেগের ভালোবাসা কাওরে দেন উচিত নো,nokohɐlɪ ɐbegeɾ bʱɐlobɐʃɐ kɐ͡o̯ɾe d̪ɛn ucɪt̪ no,abeɡerɔ b̤al̪obas̪a kauke d̪eoe̯a ut͡ɕit̪ɔ n̪a
একদিন বিবেকের কাছে আবেগের ভালোবাসা হেরে যাবে,নোয়াখালী একদিন বিবেকের কাছে আবেগের ভালোবাসা হারি যাইবো ,nokohɐlɪ ɛkd̪ɪn bɪbekeɾ kɐcʰe ɐbegeɾ bʱɐlobɐʃɐ hɐɾɪ ɟɐ͡ɪ̯bo ,ekd̪in̪ɔ bibekerɔ kat͡ɕʰe abeɡerɔ b̤al̪obas̪a here d͡zabe
আমার মনের ভালোবাসা চিরদিন তোমার জন্য থেকে যাবে,নোয়াখালী আর মনের ভালোবাসা হারাজীবন তোর লাই থাই যাইবো ,noɟɐlɪ ɐɾ moneɾ bʱɐlobɐʃɐ hɐɾɐɟɪbɔn t̪oɾ lɐ͡ɪ̯ t̪ʰɐ͡ɪ̯ ɟɐ͡ɪ̯bo ,amarɔ mɔn̪erɔ b̤al̪obas̪a t͡ɕird̪in̪ɔ t̪omarɔ d͡ʑɔn̪d͡zɔ t̪ʰeke d͡zabe
জীবনে একা একা পথ চলা অনেক কঠিন,নোয়াখালী জীবনে একলা একলা পত চলা মেলা কডিন ,nokohɪ ɟɪbone ɛklɐ ɛklɐ pɔt̪o cɔlɐ mɛlɐ kodɪn ,d͡ʑibn̪e eka eka pɔt̪ʰɔ t͡ɕɔl̪a on̪ekɔ kɔtʰin̪
আমার জীবন আমি তোমাকে নিয়ে বাঁচার জন্য দিব,নোয়াখালী আর জীবন আই তোরে লই বাইচবার লাই দিমু, noɐkɔlɪ ɐɾ ɟɪbɔn ɐ͡ɪ̯ t̪oɾe lɔ͡ɪ̯ bɐ͡ɪ̯cbɐɾ lɐ͡ɪ̯ d̪ɪmu,amarɔ d͡ʑibɔn̪ɔ ami t̪omake n̪ie̯e bɔ̃t͡ɕarɔ d͡ʑɔn̪d͡zɔ d̪ib
আমার ভালবাসা দিয়ে সারাজীবন তোমার পাশে থাকতে চাই,নোয়াখালী আর ভালোবাসা দি আই সারাজীবন তোর লগে থাইক্তাম চাই,noɟɔlɐ ɐɾ bʱɐlobɐʃɐ d̪ɪ ɐ͡ɪ̯ ʃɐɾɐɟɪbɔn t̪oɾ lɔge t̪ʰɐ͡ɪ̯kt̪ɐm cɐ͡ɪ̯,amarɔ b̤al̪bas̪a d̪ie̯e s̪arad͡ʑibɔn̪ɔ t̪omarɔ paɕe t̪ʰakt̪e t͡ɕai
তোমাকে কি করে বুঝাবো তোমাকে কতটা ভালবাসি?,নোয়াখালী তোরে কেন্নে বুঝাইতাম তরে আই কত ভালোবাসি,noɐkɔlɪ t̪oɾe kenne buɟʱɐ͡ɪ̯t̪ɐm t̪ɔɾe ɐ͡ɪ̯ kɔt̪o bʱɐlobɐʃɪ,t̪omake ki kɔre bud͡ʑ̤abo t̪omake kɔt̪ɔta b̤al̪bas̪i?
আপনাকে দেখে আমি দেখে থমকে দারিয়ে ছিলাম,নোয়াখালী আন্নেরে দেই আই এক্কারে খাড়াই গেছিলাম ,nokɔlɪ ɐnneɾe d̪e͡ɪ̯ ɐ͡ɪ̯ ɛkkɐɾe kʰɐɽɐ͡ɪ̯ gecʰɪlɐm ,apn̪ake d̪ekʰe ami d̪ekʰe t̪ʰɔmɔke d̪arie̯e t͡ɕʰil̪am
আপনি খুব কষ্টে নিজেকে সামলে নিয়েছেন,নোয়াখালী আন্নে মেলা কস্টে নিজেরে হামালি লইছেন,nokolɪ ɐnne mɛlɐ kɔste nɪɟeɾe hɐmɐlɪ lo͡ɪ̯cʰen,apn̪i kʰubɔ kɔʂte n̪id͡ʑeke s̪aml̪e n̪ie̯et͡ɕʰen̪
আমার বান্ধুবি কিছু ভাবতে পারেনা আপনাকে ছাড়া,নোয়াখালী আর বান্ধুবি কিছু ভাইবদো হারে না আরে হালাই,noɐkolɪ ɐɾ bɐnd̪ʱubɪ kɪcʰu bʱɐ͡ɪ̯bd̪o hɐɾe nɐ ɐɾe hɐlɐ͡ɪ̯,amarɔ ban̪d̪̤ubi kit͡ɕʰu b̤abt̪e paren̪a apn̪ake t͡ɕʰaɽa
আমার বন্ধু কিছু লিখতে পারেনা আপনার নাম ছাড়া,নোয়াখালী আর বন্ধু কিছু লিকতো হারে না আরে নাম হালাই,noɐkolɪ ɐɾ bond̪ʱu kɪcʰu lɪkt̪o hɐɾe nɐ ɐɾe nɐm hɐlɐ͡ɪ̯,amarɔ bɔn̪d̪̤u kit͡ɕʰu l̪ikʰt̪e paren̪a apn̪arɔ n̪amɔ t͡ɕʰaɽa
আপনাকে ভালোবাসি এই কথাটি বলা বাকি,নোয়াখালী আন্নেরে ভালোবাসি ইয়ান কন বাকি,noɐxɐlɪ ɐnneɾe vɐlobɐʃɪ ɪʲɐn kon bɐkɪ,apn̪ake b̤al̪obas̪i ei kɔt̪ʰati bɔl̪a baki
আমার আব্বুর খুব গরম লাগছে,নোয়াখালী আর আব্বার মেলা গরম লাগের,nokɔhɐlɪ ɐɾ ɐbbɐɾ mɛlɐ gɔɾom lɐgeɾ,amarɔ abburɔ kʰubɔ ɡɔrɔmɔ l̪aɡt͡ɕʰe
আমার ছোট বোনের গরম লাগছে,নোয়াখালী আর ছোড বইনের গরম লাগের,noɐkɔlɪ ɐɾ cʰod bo͡ɪ̯neɾ gɔɾom lɐgeɾ,amarɔ t͡ɕʰotɔ bon̪erɔ ɡɔrɔmɔ l̪aɡt͡ɕʰe
এই শিশুটির অনেক ঠাণ্ডা লাগছে,নোয়াখালী এই হোলাগার মেলা ঠান্ডা লাইগছে, nokʰɐlɪ e͡ɪ̯ holɐgɐɾ mɛlɐ tʰɐndɐ lɐ͡ɪ̯gcʰe,ei ɕiɕutirɔ on̪ekɔ tʰanda l̪aɡt͡ɕʰe
আমার বন্ধুর খুব মন খারাপ,নোয়াখালী আর বন্ধুর মেলা মন খারাপ ,noɐkɔlɪ ɐɾ bond̪ʱuɾ mɛlɐ mon kʰɐɾɐp ,amarɔ bɔn̪d̪̤urɔ kʰubɔ mɔn̪ɔ kʰarap
আম্মু আমার জন্য নীল শাড়ি কিনে এনেছে,নোয়াখালী আর আম্মা আর লাই নীল রঙের কার কিনছে,nokohɐlɪ ɐɾ ɐmmɐ ɐɾ lɐ͡ɪ̯ nɪl ɾɔŋeɾ kɐɾ kɪncʰe,ammu amarɔ d͡ʑɔn̪d͡zɔ n̪il̪ɔ ɕaɽi kin̪e en̪et͡ɕʰe
আমি আমার বন্ধুকে একটি লাল গোলাপ কিনে উপহার দিয়েছি,নোয়াখালী আর বন্ধুরে ওগগা লাল গোলাপ কিনি উপহার দিছি,noɐkolɪ ɐɾ bond̪ʱuɾe oggɐ lɐl golɐp kɪnɪ upohɐɾ d̪ɪcʰɪ,ami amarɔ bɔn̪d̪̤uke ekti l̪al̪ɔ ɡol̪apɔ kin̪e upɔharɔ d̪ie̯et͡ɕʰi
আমি আমার স্বামীর সাথে বিকালে পার্কে ঘুরতে যাব,নোয়াখালী আই আর স্বামীর লগে বিয়ালে পার্কে ঘুইত্তাম যামু,noɟohɐlɪ ɐ͡ɪ̯ ɐɾ ʃɐmɪɾ lɔge bɪʲɐle pɐɾke gʱu͡ɪ̯t̪t̪ɐm ɟɐmu,ami amarɔ s̪bamirɔ s̪at̪ʰe bikal̪e parke ̤ɡ̤urt̪e d͡zab
কাউকে ভালোবাসা দেওয়াতেই বেশি আনন্দ লাগে আমার,নোয়াখালী কাওরে ভালোবাসা দিতেই ভাল্লাগে আর ,nokohɐlɪ kɐ͡o̯ɾe bʱɐlobɐʃɐ d̪ɪt̪e͡ɪ̯ bʱɐllɐge ɐɾ ,kauke b̤al̪obas̪a d̪eoe̯at̪ei beɕi an̪ɔn̪d̪ɔ l̪aɡe amar
"যদি তুমি আমার কাছে ফিরে আস ,তবে তাকে ছেড়ে দাও",নোয়াখালী যদি তুই আর কাছে হিরি আইয়ো তই হিগারে ছারি দো,noɟɐlɪ ɟod̪ɪ t̪u͡ɪ̯ ɐɾ kɐcʰe hɪɾɪ ɐ͡ɪ̯ʲo t̪o͡ɪ̯ hɪgɐɾe cʰɐɾɪ d̪o,"d͡zɔd̪i t̪umi amarɔ kat͡ɕʰe ɸire as̪ɔ ,t̪ɔbe t̪ake t͡ɕʰeɽe d̪ao"
সে তোমার জন্য সব কিছু করতে পারে,নোয়াখালী হেতে তোয়ার লাই বেক কিছু কইরতাম হারে,noɐkɐlɪ het̪e t̪oʷɐɾ lɐ͡ɪ̯ bek kɪcʰu ko͡ɪ̯ɾot̪ɐm hɐɾe,s̪e t̪omarɔ d͡ʑɔn̪d͡zɔ s̪ɔbɔ kit͡ɕʰu kɔrɔt̪e pare
আপনি যে মানুষটিকে ভালবাসবেন তাকে যদি না বুঝতে পারেন তাহলে আপনার এই প্রেমের কোনো অর্থ নেই,নোয়াখালী আন্নে যে মানুষগারে ভালোবাসবেন হিগারে যদি আন্নে না বুঝতেন হারেন তাইলে আন্নের এই প্রেমের কোন অর্থই নাই,noɐkɐlɪ ɐnne ɟe mɐnuʃgɐɾe bʱɐlobɐʃben hɪgɐɾe ɟod̪ɪ ɐnne nɐ buɟʱt̪en hɐɾen t̪ɐ͡ɪ̯le ɐnneɾ e͡ɪ,apn̪i d͡ze man̪uʂtike b̤al̪bas̪ɔben̪ɔ t̪ake d͡zɔd̪i n̪a bud͡ʑ̤t̪e paren̪ɔ t̪ahɔl̪e apn̪arɔ ei premerɔ kon̪o ort̪ʰɔ n̪ei
আপনি নিজে অসুখী হয়ে কিভাবে অন্যকে ভালোবেসে সুখী করবেন,নোয়াখালী আন্নে নিজে অসুখী হই কেন্নে আরিকগা রে ভালোবাসি সুখি করতে হাইরবেন ,noɟɐlɪ ɐnne nɪɟe ɔʃukʰɪ ho͡ɪ̯ kenne ɐɾɪkgɐ ɾe bʱɐlobɐʃɪ ʃukʰɪ koɾt̪e hɐ͡ɪ̯ɾben ,apn̪i n̪id͡ʑe os̪ukʰi he̯e kib̤abe on̪d͡zɔke b̤al̪obes̪e s̪ukʰi kɔrɔben̪
তুমি কারো জীবনে সুখ এনে দেবে এই ভেবে তোমার প্রেম করা উচিত,নোয়াখালী তুই কারো জীবনে সুখ আনি দিবা এই কথা ভাবি তোওয়া ফ্রেম করা উচিত,noɐkʰɐlɪ t̪u͡ɪ̯ kɐɾo ɟɪbone ʃukʰ ɐnɪ d̪ɪbɐ e͡ɪ̯ kɔt̪ʰɐ bʱɐbɪ t̪o͡o̯ʷɐ pʰɾem kɔɾɐ ucɪt̪,t̪umi karo d͡ʑibn̪e s̪ukʰɔ en̪e d̪ebe ei b̤ebe t̪omarɔ premɔ kɔra ut͡ɕit̪
আপনার মনের কথা গুলো আমাকে আজ খুলে বলুন,নোয়াখালী আন্নের মনের কথসা এগিন আরে আইজ্জা খুলি কন,nokohɐlɪ ɐnneɾ moneɾ kɔt̪ʰoʃɐ egɪn ɐɾe ɐ͡ɪ̯ɟɟɐ kʰulɪ kon,apn̪arɔ mɔn̪erɔ kɔt̪ʰa ɡul̪o amake ad͡ʑɔ kʰul̪e bɔl̪un̪
তুমি কখনই পারবে না অন্য কারও ভালোবাসাকে ছিনিয়ে নিতে,নোয়াখালী তুই কাখনই হাইত্তাম্নো আন্য কারর ভালোবাসারে ছিনাই লইতা,noɐkʰɐlɪ t̪u͡ɪ̯ kɐxonɪ hɐ͡ɪ̯t̪t̪ɐmno ɐnno kɐɾoɾ vɐlobɐʃɐɾe cʰɪnɐ͡ɪ̯ lo͡ɪ̯t̪ɐ,t̪umi kɔkʰɔn̪i parbe n̪a on̪d͡zɔ karo b̤al̪obas̪ake t͡ɕʰin̪ie̯e n̪it̪e
তুমি জোর করে অন্যের ভালো লাগার মানুষ হতে পারবে না,নোয়াখালী তুই জোর করি অন্যের ভালো লাগার মানুষ অইতা হাইত্তা নো,nokʰɐlɪ t̪u͡ɪ̯ ɟoɾ koɾɪ ɔnneɾ bʱɐlo lɐgɐɾ mɐnuʃ ɔ͡ɪ̯t̪ɐ hɐ͡ɪ̯t̪t̪ɐ no,t̪umi d͡ʑorɔ kɔre on̪d͡zerɔ b̤al̪o l̪aɡarɔ man̪uʂɔ hɔt̪e parbe n̪a
আগামিকাল সকালবেলা তাদেরকে দেখতে পাবেন,নোয়াখালী আগোমি কাইল্লা বেয়ানে হেতের গরে দেখতে হাইরবেন,noɐkɐlɪ ɐge͡ɐ̯mɪ kɐ͡ɪ̯llɐ beʲɐne het̪eɾ goɾe d̪ekʰt̪e hɐ͡ɪ̯ɾben,aɡamikal̪ɔ s̪ɔkal̪bel̪a t̪ad̪erke d̪ekʰt̪e paben̪
তোমার কোন কথাতেই কোনও নিশ্চয়তা নেই,নোয়াখালী তোয়ার কোন কথাত্তে কোন নিশ্চয়তা নাই,noɟɐlɪ t̪oʷɐɾ kon kɔt̪ʰɐt̪t̪e kon nɪʃcoʲt̪ɐ nɐ͡ɪ̯,t̪omarɔ kon̪ɔ kɔt̪ʰat̪ei kon̪o n̪iɕt͡ɕe̯ɔt̪a n̪ei
আমার অনেক ভালো লাগে কালো ওই চোখ দুটো তোমার,নোয়াখালী আর অনেক ভালা লাগে কালো অই দুইয়ান চোখ তোওার,noɐkɐlɪ ɐɾ ɔnek vɐlɐ lɐge kɐlo ɔ͡ɪ̯ d̪u͡ɪ̯ʲɐn cox t̪o͡o̯ɾ,amarɔ on̪ekɔ b̤al̪o l̪aɡe kal̪o oi t͡ɕokʰɔ d̪uto t̪omar
তোমাকে একটি গোলাপ ফুল কিনে দিবো,নোয়াখালী তোয়ারে এক্কান গোলাপ হুল কিনি দিসি,noɟɐɾe ɛkkɐn golɐp hul kɪnɪ d̪ɪʃɪ,t̪omake ekti ɡol̪apɔ ɸul̪ɔ kin̪e d̪ibo
আমার এই মন তোমাকে দিলাম,নোয়াখালী আর এই মন তোয়ারে দিলাম ,noɟɔlɐ ɐɾ e͡ɪ̯ mon t̪oʷɐɾe d̪ɪlɐm ,amarɔ ei mɔn̪ɔ t̪omake d̪il̪am
তোমার হাজার কথার মাঝে তোমার মনের কথা লুকিয়ে ছিল,নোয়াখালী তোয়াার হাজার কথার মাঝে তোয়ার মনের কথা লুকাই আসে,noɟɐlɪ t̪oʷɐɾ hɐɟɐɾ kɔt̪ʰɐɾ mɐɟʱe t̪oʷɐɾ moneɾ kɔt̪ʰɐ lukɐ͡ɪ̯ ɐʃe,t̪omarɔ had͡ʑarɔ kɔt̪ʰarɔ mad͡ʑ̤e t̪omarɔ mɔn̪erɔ kɔt̪ʰa l̪ukie̯e t͡ɕʰil̪
একটা মানুষের সব কথা একদিনে মুখে বলে দেওয়া যায়না,নোয়াখালী এক্কান মানুষের বেগ কথা একদিনে মুখে বুলি দন জায়না,noɐxɐlɪ ɛkkɐn mɐnuʃeɾ beg kɔt̪ʰɐ ɛkd̪ɪne muxe bulɪ d̪ɔn zɐʲnɐ,ekta man̪uʂerɔ s̪ɔbɔ kɔt̪ʰa ekd̪in̪e mukʰe bɔl̪e d̪eoe̯a d͡zae̯n̪a
আমার হাজার কথার মাঝে ওই একটা কথা তোমাকে বুঝে নিতে হবে,নোয়াখালী আর হাজার কথার মাঝে অই এক্কান কথা তোয়ারে বুঝি নন লাইগবো,noɐhɐlɪ ɐɾ hɐzɐɾ kɔt̪ʰɐɾ mɐzʱe ɔ͡ɪ̯ ɛkkɐn kɔt̪ʰɐ t̪oʷɐɾe buzʱɪ nɔn lɐ͡ɪ̯gbo,amarɔ had͡ʑarɔ kɔt̪ʰarɔ mad͡ʑ̤e oi ekta kɔt̪ʰa t̪omake bud͡ʑ̤e n̪it̪e hɔbe
আমি যতদিন বেঁছে থাকি আপনাকে মনে রাখবো,নোয়াখালী আই যতদিন বাসি আসি আন্নেরে মনে রাখমু,nokɔlɪ ɐ͡ɪ̯ ɟɔt̪od̪ɪn bɐʃɪ ɐʃɪ ɐnneɾe mone ɾɐkʰmu,ami d͡zɔt̪ɔd̪in̪ɔ beঁt͡ɕʰe t̪ʰaki apn̪ake mɔn̪e rakʰbo
আমার যত কষ্ট হোক তোমাকে নিয়ে আমি জীবন সাজাবোই,নোয়াখালী আর যত কষ্ট অক তোওয়ারে,noɐhɐlɪ ɐɾ zɔt̪o koʃto ɔk t̪o͡o̯ʷɐɾe,amarɔ d͡zɔt̪ɔ kɔʂtɔ hokɔ t̪omake n̪ie̯e ami d͡ʑibɔn̪ɔ s̪ad͡ʑaboi
তোমার পড়াশোনা করে কি হবে যদি তুমি যাকে ভালোবাসো তাকেই না পাও,নোয়াখালী তোয়ার হরালেয়া করি কিয়া অইবো যদি তুই যারে ভালোবাসো হেতারেই নাহাও,nokʰɐlɪ t̪oʷɐɾ hɔɾɐleʲɐ koɾɪ kɪʲɐ ɔ͡ɪ̯bo ɟod̪ɪ t̪u͡ɪ̯ ɟɐɾe bʱɐlobɐʃo het̪ɐɾe͡ɪ̯ nɐhɐ,t̪omarɔ pɔɽaɕon̪a kɔre ki hɔbe d͡zɔd̪i t̪umi d͡zake b̤al̪obas̪o t̪akei n̪a pao
চাঁদের মিষ্টি আলো দেখতে আমার খুব ভালো লাগে,নোয়াখালী চাঁদের মিষ্টি আলো দেখতাম আর খুব ভালা লাগে,nokohɐlɪ cɐ̃d̪eɾ mɪʃtɪ ɐlo d̪ekʰt̪ɐm ɐɾ kʰub bʱɐlɐ lɐge,t͡ɕɔ̃d̪erɔ miʂti al̪o d̪ekʰt̪e amarɔ kʰubɔ b̤al̪o l̪aɡe
আমাদের ঘরের প্রতিটি রুম ফুল দিয়ে সাজিয়ে রেখেছি,নোয়াখালী আংগ্গো ঘরের বেক রুম হুল দি সাজাই রাইকছি ,noɐhɐlɪ ɐŋggo gʱɔɾeɾ bek ɾum hul d̪ɪ ʃɐɟɐ͡ɪ̯ ɾɐ͡ɪ̯kcʰɪ ,amad̪erɔ ̤ɡ̤ɔrerɔ prɔt̪iti rumɔ ɸul̪ɔ d̪ie̯e s̪ad͡ʑie̯e rekʰet͡ɕʰi
মাছের বাজারে সবাই এসে বড় মাছটি দেখার জন্য ভিড় জমালো,নোয়াখালী মাছের বাজারে বেঁকে বড় মাছ দেখবার লাই ভিড় কইচ্ছে,nokʰɐlɪ mɐcʰeɾ bɐɟɐɾe bẽke bɔɽo mɐcʰ d̪ekʰbo͡ɐ̯ɾ lɐ͡ɪ̯ bʱɪɽ ko͡ɪ̯ccʰe,mat͡ɕʰerɔ bad͡ʑare s̪ɔbai es̪e bɔɽɔ mat͡ɕʰti d̪ekʰarɔ d͡ʑɔn̪d͡zɔ b̤iɽɔ d͡ʑɔmal̪o
আমার বিয়ে করার জন্য আরেকটা দিন এগিয়েছে,নোয়াখালী আর বিয়া কইরবার লাই আরোগ্গা দিন আগাইছে,nokʰɐlɪ ɐɾ bɪʲɐ ko͡ɪ̯ɾbɐɾ lɐ͡ɪ̯ ɐɾoggɐ d̪ɪn ɐgɐ͡ɪ̯cʰe,amarɔ bie̯e kɔrarɔ d͡ʑɔn̪d͡zɔ arekta d̪in̪ɔ eɡie̯et͡ɕʰe
দুজনে মিলে দুরে কোথাও ঘুরে আসতে পারি,নোয়াখালী দুইজন মিলি দূরে কোনআনে ঘুরি আইতাম হারি ,noɟɐlɪ d̪u͡ɪ̯zɔn mɪlɪ d̪uɾe konɐne gʱuɾɪ ɐ͡ɪ̯t̪ɐm hɐɾɪ ,d̪ud͡ʑn̪e mil̪e d̪ure kot̪ʰao ̤ɡ̤ure as̪t̪e pari
আকাশের নীলে হারিয়ে যেতে চাই তোমায় নিয়ে,নোয়াখালী আকাশের নীলে আরাই যাইতাম চাই তোয়ারে লই,nokʰɐlɪ ɐkɐʃeɾ nɪle ɐɾɐ͡ɪ̯ ɟɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯ t̪oʷɐɾe lɔ͡ɪ̯,akaɕerɔ n̪il̪e harie̯e d͡zet̪e t͡ɕai t̪omae̯ɔ n̪ie̯e
আপনার জন্য মনে আমার অফুরন্ত ভালবাসা,নোয়াখালী আন্নের লাই মনে আর অফুরন্ত ভালোবাসা ,noɟɐlɪ ɐnneɾ lɐ͡ɪ̯ mone ɐɾ ɔpʰuɾont̪o bʱɐlobɐʃɐ ,apn̪arɔ d͡ʑɔn̪d͡zɔ mɔn̪e amarɔ oɸurɔn̪t̪ɔ b̤al̪bas̪a
আমি সারা জীবন আপনার ভালবাসা পেতে চাই,নোয়াখালী আই হারাজীবন আন্নের ভালোবাসা হাইতাম চাই ,noɟɐlɪ ɐ͡ɪ̯ hɐɾɐɟɪbɔn ɐnneɾ bʱɐlobɐʃɐ hɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯ ,ami s̪ara d͡ʑibɔn̪ɔ apn̪arɔ b̤al̪bas̪a pet̪e t͡ɕai
আমি এবং আমার ছোট বোন একসাথে সাঁতার কাটি,নোয়াখালী আই আর আর ছোড বইন একলগে হাতোর কাডি ,noɐkhɐlɪ ɐ͡ɪ̯ ɐɾ ɐɾ cʰod bo͡ɪ̯n ɛklgk hɐt̪oɾ kɐdɪ ,ami ebɔŋ amarɔ t͡ɕʰotɔ bon̪ɔ eks̪at̪ʰe s̪ɔ̃t̪arɔ kati
তোমাকে নিয়ে সুখের পৃথিবী সাজাতে চাই,নোয়াখালী তোয়ারে লই সুখের হীতিবী সাজাইতাম চাই,noɟɐlɪ t̪oʷɐɾe lɔ͡ɪ̯ ʃukʰeɾ hɪt̪ɪbɪ ʃɐɟɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯,t̪omake n̪ie̯e s̪ukʰerɔ pɽit̪ʰibi s̪ad͡ʑat̪e t͡ɕai
আজ সিলেটে বৃষ্টি হবে,নোয়াখালী আইজগা সিলেটে বৃষ্টি অইব ,noɐkɐlɪ ɐ͡ɪ̯ɟgɐ sɪlete bɾɪʃtɪ ɔ͡ɪ̯bo ,ad͡ʑɔ s̪il̪ete bɽiʂti hɔbe
তোমার মিথ্যা ভালবাসা একদিন হেরে যাবে,নোয়াখালী তোয়ার মিথ্যা ভালোবাসা একদিন হারি যাইব ,nokɔlɪ t̪oʷɐɾ mɪt̪t̪ʰɐ bʱɐlobɐʃɐ ɛkd̪ɪn hɐɾɪ ɟɐ͡ɪ̯bo ,t̪omarɔ mit̪ʰd͡za b̤al̪bas̪a ekd̪in̪ɔ here d͡zabe
আমার সত্যের ভালবাসা কোনদিনও হারবে না,নোয়াখালী আর সত্যির ভালোবাসা কোনদিন হাইরতো নো,nokohɐlɪ ɐɾ ʃot̪t̪ɪɾ bʱɐlobɐʃɐ kond̪ɪn hɐ͡ɪ̯ɾot̪o no,amarɔ s̪ɔt̪d͡zerɔ b̤al̪bas̪a kon̪d̪in̪o harbe n̪a
এই গানটি আমার খুব ভালো লাগে,নোয়াখালী গান ইগা আর মেলা ভাল্লাগে,nokohɐlɪ gɐn ɪgɐ ɐɾ mɛlɐ bʱɐllɐge,ei ɡan̪ti amarɔ kʰubɔ b̤al̪o l̪aɡe
