bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa
আট,atɔ,আট,ɐt,আট,ɐt,আট,ɐt,আট,ɐt,আট,ɐt
আটকানো,atkan̪o,আটাকাইন্না,ɐtɐkɐ͡ɪ̯nnɐ,তালা,t̪ɐlɐ,আটকানো,ɐtkɐno,আটকানো,ɐtkɐno,তাহে,t̪ɐhe
আড্ডা,adda,আড্ডা,ɐddɐ,আড্ডা,ɐddɐ,আড্ডা,ɐddɐ,আড্ডা,ɐddɐ,ফোয়ারিত,foʷɐɾɪt̪ɔ
আত্মহত্যা,at̪mɔhɔt̪d͡za,আত্মহত্যা,ɐt̪t̪ohɔt̪t̪ɐ,আত্মহত্যা,ɐt̪t̪ohɔt̪t̪ɐ,আত্মহত্যা,ɐt̪t̪ohɔt̪t̪ɐ,আত্মহত্যা,ɐt̪t̪ohɔt̪t̪ɐ,আত্মহত্যা,ɐt̪t̪ohɔt̪t̪ɐ
আত্মীয়,at̪mie̯ɔ,মেহমান,mehmɐn,কুটুম,kutum,আত্মীয়,ɐt̪t̪ɪʲo,আত্মীয়,ɐt̪t̪ɪʲo,আত্মীয়-স্বজন,ɐt̪t̪ɪʲo-ʃɔɟɔn
আদর,ad̪ɔrɔ,আদর,ɐd̪oɾ,মায়া,mɐʲɐ,মায়ের,mɐʲeɾ,ভালোবাসা,bʱɐlobɐʃɐ,আদর,ɐd̪oɾ
আধুনিক,ad̪̤un̪ikɔ,আধুনিক,ɐd̪ʱunɪk,আধুনিক,ɐd̪ʱunɪk,আধুনিক,ɐd̪ʱunɪk,আদুনিক,ɐd̪unɪk,আদুনিক,ɐd̪unɪk
আনতে,an̪t̪e,আনতে,ɐnt̪e,আনতে,ɐnt̪e,আনতে,ɐnt̪e,আইনতো,ɐ͡ɪ̯nt̪o,আইনতো,ɐ͡ɪ̯nt̪o
আনন্দ,an̪ɔn̪d̪ɔ,আনন্দ,ɐnond̪o,কুশি,kuʃɪ,আনন্দ,ɐnond̪o,আর,ɐɾ,আনন্দ,ɐnond̪o
আনন্দে,an̪ɔn̪d̪e,সুখে,ʃukʰe,আনন্দত,ɐnond̪ot̪o,আনন্দে,ɐnond̪e,আনন্দে,ɐnond̪e,তাকি,t̪ɐkɪ
আনন্দের,an̪ɔn̪d̪erɔ,খুশির,kʰuʃɪɾ,আনন্দর,ɐnond̪ɔɾ,আনন্দের,ɐnond̪eɾ,আনন্দের,ɐnond̪eɾ,আনন্দর,ɐnond̪ɔɾ
আনবো,an̪bo,আনমু,ɐnmu,আনতাম,ɐnt̪ɐm,আনবাম,ɐnbɐm,আইনগুম,ɐ͡ɪ̯ngum,হনক্কিসু,hɔnokkɪʃu
আনলে,an̪l̪e,আনলে,ɐnole,আনলে,ɐnole,আনলে,ɐnole,আইনলে,ɐ͡ɪ̯nle,বেক্কুনলায়,bekkunlɐe̯
আনে,an̪e,আনে,ɐne,আনইন,ɐnɪn,আনে,ɐne,কিছু,kɪcʰu,কিছু,kɪcʰu
আপন,apɔn̪ɔ,আফোন,ɐpʰon,নিজ,nɪɟ,আপন,ɐpon,ভাবি,bʱɐbɪ,দ্দে,d̪d̪e
আপনজন,apɔn̪ɔd͡ʑɔn̪ɔ,ম্যালা,kɐcʰeɾ,খত,kʰɔt̪o,আপনজন,ɐponɟɔn,আর,ɐɾ,আফনজনন,ɐfonzɔnon
আপনাকে,apn̪ake,আমনেরে,ɐmoneɾe,আফনারে,ɐpʰnɐɾe,আপনের,ɐponeɾ,আন্নেরে,ɐnneɾe,অনরে,ɔnoɾe
আপনাদের,apn̪ad̪erɔ,আমনেগো,kɪ,আফনারার,ɐpʰnɐɾɐɾ,আফনেরার,ɐpʰoneɾɐɾ,আন্নেগর,ɐnnegɔɾ,অনরার,ɔnɔɾɐɾ
আপনার,apn̪arɔ,আমনের,ɐmoneɾ,আফনার,ɐpʰnɐɾ,আফনের,ɐpʰoneɾ,আর,ɐɾ,লই,lɔ͡ɪ̯
আপনারা,apn̪ara,আমনেরা,ɐmoneɾɐ,আফনারা,ɐpʰnɐɾɐ,আফনেরা,ɐpʰoneɾɐ,আন্নেরা,ɐnneɾɐ,ওনোরা,onoɾɐ
আপনারাও,apn̪arao,আমনেরাও,ɐmoneɾɐ͡o̯,আফনারাও,ɐpʰnɐɾɐ͡o̯,আফনেরাও,ɐpʰoneɾɐ͡o̯,আন্নেরাও,ɐnneɾɐ͡o̯,অনেরাও,oneɾɐ͡o̯
আপনি,apn̪i,আমনে,ɐmone,আফনে,ɐcʰone,বাস্তবে,bɐst̪obe,আন্নে,ɐnne,অনে,ɔne
আপু,apu,আফা,ɐpʰɐ,আফারে,ɐpʰɐɾe,আপু,ɐpu,অসম্ভব,ɔʃɔmbʱɔb,আফারে,ɐpʰɐɾe
আপুকে,apuke,আফারে,ɐpʰɐɾe,আফারে,ɐpʰɐɾe,আপুরে,ko͡ɪ̯ʃɪ,আপাকে,bolcʰɪ,আফারে,ɐfɐɾe
আপেল,apel̪ɔ,আফেল,ɐpʰel,আপেল,ɐpel,আপেল,ɐpel,আপেল,ɐpel,আফেল,ɐfel
আফসোস,aɸs̪os̪ɔ,আফসোস,ɐpʰsos,আফসোস,ɐpʰsos,আফসোস,ɐpʰsos,আফসোস,ɐpʰsos,আফসোস,ɐfsos
আফ্রিকার,aɸrikarɔ,আফ্রিকার,ɐpʰɾɪkɐɾ,ওইলো,o͡ɪ̯lo,আফ্রিকার,ɐpʰɾɪkɐɾ,আফ্রিকার,ɐpʰɾɪkɐɾ,আফ্রিকার,ɐfɾɪkɐɾ
আবহাওয়টা,abɔhaoe̯ta,আবহাওয়াডা,ɐbohɐ͡o̯ʷɐdɐ,ওর,oɾ,আবহাওয়টা,ɐbohɐ͡o̯ʷtɐ,আবহাওয়াই,ɐbohɐ͡o̯ʷɐ͡ɪ̯,আবহাওয়াওয়ান,ɐbohɐ͡o̯ʷɐ͡o̯ʷɐn
আবহাওয়া,abɔhaoe̯a,আবহাওয়া,ɐbohɐ͡o̯ʷɐ,আবহাওয়া,ɐbohɐ͡o̯ʷɐ,আবহাওয়া,ɐbohɐ͡o̯ʷɐ,আবহাওয়া,ɐbohɐ͡o̯ʷɐ,আবহাওয়া,ɐbohɐ͡o̯ʷɐ
আবহাওয়া,abɔhaoe̯a,আবহাওয়া,ɐbohɐ͡o̯ʷɐ,আবহাওয়া,ɐbohɐ͡o̯ʷɐ,আবহাওয়া,ɐbohɐ͡o̯ʷɐ,ও,o,আবহাওয়া,ɐbohɐ͡o̯ʷɐ
আবার,abarɔ,আবার,ɐbɐɾ,আবার,ɐbɐɾ,আবার,upohɐɾ,উপহার,d̪ee̯,আবার,ɐbɐɾ
আবারো,abaro,ফিররা,pʰɪɾɾɐ,ওখন,okʰon,আবারো,ɐbɐɾo,আবার,ɐbɐɾ,আবারো,ɐbɐɾo
আবেগ,abeɡɔ,আবেগ,ɐbeg,আবেগ,ɐbeg,আবেগ,ɐbeg,আবেগ,ɐbeg,আচে,ɐce
আবেগে,abeɡe,চোউখে,co͡u̯kʰe,আবেগে,ɐbege,আবেগে,ɐbege,আবেগে,ɐbege,ছখত,cʰɔxot̪o
আবেগের,abeɡerɔ,আবেগের,ɐbegeɾ,আবেগর,ɐbegoɾ,আবেগের,ɐbegeɾ,আবেগের,ɐbegeɾ,আবেগর,ɐbegoɾ
আব্বা,abba,আব্বায়,ɐbbɐe̯,আব্বা,ɐbbɐ,আব্বা,ɐbbɐ,কাইল্গা,kɐ͡ɪ̯lgɐ,আর,ɐɾ
আব্বু,abbu,আব্বায়,ɐbbɐe̯,আব্বা,ɐbbɐ,আব্বা,ɐbbɐ,আব্বা,ɐbbɐ,আব্বু,ɐbbu
আব্বুর,abburɔ,আব্বার,ɐbbɐɾ,বাফর,bɐpʰɔɾ,আব্বার,ɐbbɐɾ,আব্বার,ɐbbɐɾ,আব্বু্তুন,ɐbbut̪un
আম,am,হইলে,ho͡ɪ̯le,ফল,pʰɔl,আম,ɐm,আম,ɐm,আম,ɐm
আম,amɔ,আম,ɐm,আম,ɐm,আম,ɐm,আম,ɐm,আম,ɐm
আমকে,amke,আমরে,ɐmɾe,আমকে,ɐmke,আমরে,ɐmɾe,আরে,ɐɾe,আমরে,ɐmɾe
আমগাছ,amɡat͡ɕʰ,আমগাছ,ɐmgɐcʰ,আমগাছ,ɐmgɐcʰ,আমগাছ,ɐmgɐcʰ,আমগাছ,ɐmgɐcʰ,আমগাছ,ɐmgɐcʰ
আমগাছে,amɡat͡ɕʰe,আমগাছে,ɐmgɐcʰe,আমগাছ-ও,ɐmgɐcʰ-o,আমগাছে,ɐmgɐcʰe,আমগাছে,ɐmgɐcʰe,সাদা,ʃɐd̪ɐ
আমগাছের,amɡat͡ɕʰerɔ,আমগাছের,ɐmgɐcʰeɾ,আম,ɐm,আমগাছের,ɐmgɐcʰeɾ,আমগাছের,ɐmgɐcʰeɾ,আমগাছর,ɐmgɐcʰoɾ
আমটি,amti,আমডা,ɐmdɐ,আম,ɐm,আমডা,ɐmdɐ,আম,ɐm,হাইয়না?,hɐ͡ɪ̯ʲnɐ?
আমদের,amd̪erɔ,মোগো,mogo,আমরার,ɐmɾɐɾ,আমরার,ɐmɾɐɾ,আঙ্গো,ɐŋgo,আরার,ɐɾɐɾ
আমরা,amra,মোরা,moɾɐ,খুব,kʰub,আমরা,d̪ekʰbo,আন্ডা,ɐndɐ,আরা,ɐɾɐ
আমরাই,amrai,মোরা,moɾɐ,আমরাউ,ɐmɾɐ͡u̯,আমরাই,ɐmɾɐ͡ɪ̯,আমরাই,ɐmɾɐ͡ɪ̯,আঁরাই,ɐ̃ɾɐ͡ɪ̯
আমাকে,amake,মোরে,moɾe,মোরে,moɾe,আমারে,ɐmɐɾe,আরে,ɐɾe,আঁরে,ɐ̃ɾe
আমাকেতো,amaket̪o,মোরেতো,ɐɾ,আমারে,ɐmɐɾe,আমারেতো,ɐmɐɾet̪o,আরে,ɐɾe,আঁরেতো,ɐ̃ɾet̪o
আমাকেে,amakee,মোরে,moɾe,আমারে,ɐmɐɾe,আমারে,ɐmɐɾe,আরে,ɐɾe,আঁরে,ɐ̃ɾe
আমাজন,amad͡ʑɔn̪ɔ,আমাজন,ɐmɐɟon,আমাজন,ɐmɐɟon,আমাজন,ɐmɐɟon,আমাজন,ɐmɐɟon,আমাযন,ɐmɐzon
আমাদের,amad̪erɔ,মোগো,mogo,আমাদের,ɐmɐd̪eɾ,আমরার,mɛlɐ,আংগ্গো,ɐŋggo,আরার,ɐɾɐɾ
আমাদেরকে,amad̪erke,মোগো,mogo,আমাদেরকে,ɐmɐd̪eɾke,আমরারে,ɐbɐɾ,আরে,ɐɾe,রাই,ɾɐ͡ɪ̯
আমায়,amae̯ɔ,মোরে,moɾe,রাকিও,ɾɐkɪ͡o̯,আমারে,ɐmɐɾe,আরে,ɐɾe,আঁরে,ɐ̃ɾe
আমার,amar,মোর,moɾ,আমার,ɐmɐɾ,আমার,ɐmɐɾ,আর,ɐɾ,দে,d̪e
আমার,amarɔ,মোর,moɾ,আমার,ɐmɐɾ,আমার,ɐmɐɾ,আর,ɐɾ,আর,ɐɾ
আমারই,amari,মোর,moɾ,আমার,ɐmɐɾ,আমারই,ɐmɐɾɪ,আরই,ɐɾɔ͡ɪ̯,আর,ɐɾ
আমায়,amae̯ɔ,মোরে,moɾe,আমারে,ɐmɐɾe,আমারে,ɐmɐɾe,আরে,ɐɾe,আঁরে,ɐ̃ɾe
আমি,ami,মুই,mu͡ɪ̯,মুই,mu͡ɪ̯,আমি,ɐmɪ,আই,ɐ͡ɪ̯,আই,ɐ͡ɪ̯
আমিও,amio,মুইও,mu͡ɪ̯o,মুইও,mu͡ɪ̯o,আমিও,ɐmɪ͡o̯,যে,ɟe,আইও,ɐ͡ɪ̯o
আমিতো,amit̪o,মুই,mu͡ɪ̯,আমিতো,ɐmɪt̪o,আমিতো,ɐmɪt̪o,আই,ɐ͡ɪ̯,আঁই,ɐ̃ɪ
আমের,amerɔ,আমের,ɐmeɾ,আমর,ɐmoɾ,আমের,ɐmeɾ,মাঠ,mɐtʰ,হাচা,hɐcɐ
আম্মা,amma,মায়,mɐe̯,মাই,mɐ͡ɪ̯,আম্মা,ɐmmɐ,আর,ɐɾ,আম্মা,ɐmmɐ
আম্মার,ammarɔ,আম্মার,ɐmmɐɾ,আম্মার,ɐmmɐɾ,আম্মার,ɐmmɐɾ,আম্মার,ɐmmɐɾ,আম্মার,ɐmmɐɾ
আম্মু,ammu,মায়,mɐe̯,মাই,mɐ͡ɪ̯,আম্মা,ɐmmɐ,মা,mɐ,আম্মু,ɐmmu
আম্মুই,ammui,মায়,mɐe̯,আম্মায়,ɐmmɐe̯,আম্মাই,ɐmmɐ͡ɪ̯,মাই,mɐ͡ɪ̯,আম্মু,ɐmmu
আম্মুকে,ammuke,মায়রে,mɐʲɾe,আম্মারে,ɐmmɐɾe,আম্মারে,ɐmmɐɾe,মারে,mɐɾe,আম্মুরে,ɐmmuɾe
আম্মুর,ammurɔ,মায়ের,mɐʲeɾ,আম্মার,ɐmmɐɾ,আম্মার,ɐmmɐɾ,আম্মুর,ɐmmuɾ,বন্ধুর,bond̪ʱuɾ
আয়োজন,ae̯od͡ʑɔn̪ɔ,আয়োজন,ɐʲoɟon,আয়োজন,ɐʲoɟon,আয়োজন,ɐʲoɟon,যোগাড়,ɟogɐɽ,আয়োজন,ɐʲozon
আর,arɔ,আর,ɐɾ,আর,ɐɾ,আর,ɐɾ,আর,ɐɾ,আর,ɐɾ
আরও,aro,আরো,ɐɾo,ইগুয়ে,ɪguʲe,আরও,ɐɾɔ͡o̯,ইয়া,ɪʲɐ,আরোও,ɐɾo͡o̯
আরম্ভ,arɔmb̤ɔ,আরম্ভ,ɐɾɔmbʱo,আরম্ব,ɐɾɔmbo,আরম্ভ,ɐɾɔmbʱo,আরম্ভ,ɐɾɔmbʱo,শুরু,ʃuɾu
আরামপ্রিয়,aramɔprie̯ɔ,আরাম,ɐɾɐm,আরামপ্রিয়,ɐɾɐmpɾɪʲo,আরামপ্রিয়,ɐɾɐmpɾɪʲo,আরামখোজইন্না,ɐɾɐmkʰoɟɪnnɐ,আরাম,ɐɾɐm
আরামে,arame,আরামে,ɐɾɐme,মনোযোগ,monoɟog,আরামে,ɐɾɐme,আরামে,ɐɾɐme,আরাম,ɐɾɐm
আরে!,are!,অরে,ɔɾe,আরেহ!,ɐɾeho!,আরে!,ɐɾe!,আরে!,ɐɾe!,আরে,ɐɾe
আরেক,arekɔ,আর,ɐɾ,আরোখ,ɐɾox,ভাই,bʱɐ͡ɪ̯,আরেক,ɐɾek,বাই,bɐ͡ɪ̯
আরেকজন,arekɔd͡ʑɔn̪ɔ,আরেকজনরে,ɐɾekɟɔnɾe,আরোখজনরে,ɐɾokʰɟɔnɾe,আরেকজন,ɐɾekɟɔn,আরেকজনরে,ɐɾekɟɔnɾe,আরেকজন,ɐɾekzɔn
আরেকজনের,arekɔd͡ʑɔn̪erɔ,আরেকজনের,ɐɾekɟɔneɾ,আরেকজনের,ɐɾekɟɔneɾ,আরেকজনের,ɐɾekɟɔneɾ,আরেকজনের,ɐɾekɟɔneɾ,আরেজনর,ɐɾezɔnoɾ
আরেকটা,arekta,আরেকটা,ɐɾektɐ,আরেকদিন,ɐɾekd̪ɪn,আরেকটা,ɐɾektɐ,আরোগ্গা,ɐɾoggɐ,আগাইয়ে,ɐgɐ͡ɪ̯ʲe
আরেকটু,arektu,আরেকটু,ɐɾektu,থুরা,t̪ʰuɾɐ,আরেকটু,ɐɾektu,মইধ্যে,ɾoʃun,আরেক্কানা,ɐɾekkɐnɐ
আরো,aro,আরো,ɐɾo,ভালা,bʱɐlɐ,আরো,ɐɾo,আরো,ɐɾo,আরো,ɐɾo
আর্জেন্টিনা,ard͡ʑen̪tin̪a,আর্জেন্টিনা,ɐɾɟentɪnɐ,ফুটবল,pʰutbɔl,আর্জেন্টিনা,ɐɾɟentɪnɐ,আর্জেন্টিনা,ɐɾzentɪnɐ,আর্জেন্টিনা,ɐɾzentɪnɐ
আলহামদুলিল্লাহ,al̪ɔhamd̪ul̪il̪l̪ahɔ,আলহামদুলিল্লাহ,ɐlhɐmd̪ulɪllɐh,আলহামদুলিল্লাহ,ɐlhɐmd̪ulɪllɐh,আলহামদুলিল্লাহ,ɐlhɐmd̪ulɪllɐh,আলহামদুলিল্লাহ,ɐlhɐmd̪ulɪllɐh,আলহামদুলিল্লাহ,ɐlhɐmd̪ulɪllɐh
আলাদা,al̪ad̪a,আলাদা,ɐlɐd̪ɐ,অউ,ɔ͡u̯,আলাদা,ɐlɐd̪ɐ,গেছে,gecʰe,অয়,ɔe̯
আলো,al̪o,আলো,ɐlo,ফর্সা,pʰɔɾsɐ,আলো,ɐlo,আলো,ɐlo,আলো,ɐlo
আলো-হাওয়া,al̪o-haoe̯a,আলো,ɐlo,ওর,oɾ,আলো-হাওয়া,ɐlo-hɐ͡o̯ʷɐ,আলো-হাওয়া,ɐlo-hɐ͡o̯ʷɐ,আলো,ɐlo
আলোচনা,al̪ot͡ɕn̪a,আলোচনা,ɐlocɔnɐ,ওউ,o͡u̯,আলোচনা,ɐlocɔnɐ,আলোচনা,ɐlocɔnɐ,আলোচনা,ɐlocɔnɐ
আল্লাহ,al̪l̪ahɔ,আল্লাহ,bo͡ɪ̯ʃʃɐ,আল্লাহ,ɐllɐh,আল্লাহ,ɐllɐh,আল্লাহ,ɐllɐh,আল্লা,ɐllɐ
আল্লাহর,al̪l̪ahɔrɔ,আল্লাহর,d̪ʱɐɾe,আল্লার,ɐllɐɾ,আল্লাহর,kɐʃe,আল্লার,ɐllɐɾ,দোয়া,d̪oʷɐ
আশা,aɕa,আশা,ɐʃɐ,আশা,ɐʃɐ,আশা,ɐʃɐ,আশা,ɐʃɐ,আশা,ɐʃɐ
আশেপাশে,aɕepaɕe,আশেপাশে,ɐʃepɐʃe,আশেপাশে,ɐʃepɐʃe,আশেফাশে,ɐʃefɐʃe,আশেহাশে,ɐʃehɐʃe,আশেফাশে,ɐʃefɐʃe
আসক্ত,as̪ɔkt̪ɔ,আসক্ত,ɐʃkt̪o,নেশা,neʃɐ,আসক্ত,ɐʃkt̪o,আসক্ত,ɐʃkt̪o,নেশাত,neʃɐt̪
আসছি,as̪t͡ɕʰi,আইছি,ɐ͡ɪ̯cʰɪ,আইসি,ɐ͡ɪ̯sɪ,আইসি,ɐ͡ɪ̯sɪ,আইসি,ɐ͡ɪ̯sɪ,গিয়ি,gɪʲɪ
আসছে,as̪t͡ɕʰe,আইছে,ɐ͡ɪ̯cʰe,চলে,cɔle,আইসে,ɐ͡ɪ̯ʃe,চলি,colɪ,আ,ɐ
আসতে,as̪t̪e,আইতে,ɐ͡ɪ̯t̪e,আইতে,ɐ͡ɪ̯t̪e,আইতে,ɐ͡ɪ̯t̪e,আইতাম,ɐ͡ɪ̯t̪ɐm,আইত,ɐ͡ɪ̯t̪o
আসব,as̪ɔbɔ,আসমুয়ানে,ɐʃmuʲɐne,আইয়ার,ɐ͡ɪ̯ʲɐɾ,আয়াম,ɐʲɐm,আইয়ুম,ɐ͡ɪ̯ʲum,অত,ɔt̪o
আসবাবপত্র,as̪babɔpɔt̪rɔ,জিনিসপাতি,ɟɪnɪʃpɐt̪ɪ,আসবাবপত্র,ɐʃbɐbpɔt̪ɾo,আসবাবপত্র,ɐʃbɐbpot̪ɾo,থালাবাডি,t̪ʰɐlɐbɐdɪ,জিনিশফত্র,zɪnɪʃfot̪ɾo
আসবে,as̪be,আইবে,ɐ͡ɪ̯be,আইবা,ɐ͡ɪ̯bɐ,আইব,ɐ͡ɪ̯bo,কমেন্ট,kɔment,ফরিবেল্লাই,foɾɪbellɐ͡ɪ̯
আসবে?,as̪be?,আইবে?,ɐ͡ɪ̯be?,দেখাত,d̪ɛkʰɐt̪,আইব?,ɐ͡ɪ̯bo?,আইবো,ɐ͡ɪ̯bo,আইবো?,ɐ͡ɪ̯bo?
আসবো,as̪bo,আমু,ɐmu,আইতাম,ɐ͡ɪ̯t̪ɐm,আইতাম,ɐ͡ɪ̯t̪ɐm,আমু,ɐmu,আইসসোম,ɐ͡ɪ̯sʃom
আসল,as̪ɔl̪ɔ,আসল,ɐʃol,অউক,ɔ͡u̯k,আসল,ɐʃol,হোক,hok,অক,ɔk
আসলাম,as̪l̪am,আইলাম,ɐ͡ɪ̯lɐm,আইলাম,ɐ͡ɪ̯lɐm,আইলাম,ɐ͡ɪ̯lɐm,আইলাম,ɐ͡ɪ̯lɐm,আইসসে,ɐ͡ɪ̯sʃe
আসলে,as̪l̪e,আইলে,ɐ͡ɪ̯le,আইলে,ɐ͡ɪ̯le,আসলে,ɐʃole,আইলে,ɐ͡ɪ̯le,আইলে,ɐ͡ɪ̯le
আসলেই,as̪l̪ei,আসলেই,ɐʃole͡ɪ̯,হাছাউ,hɐcʰɐ͡u̯,সত্যিই,ʃot̪t̪ɪ͡ɪ̯,আসলেই,mɛlɐ,আসলেই,ɐʃole͡ɪ̯
আসলো,as̪l̪o,আইছে,ɐ͡ɪ̯cʰe,হাছাউ,hɐcʰɐ͡u̯,আইলো,ɐ͡ɪ̯lo,চলি,colɪ,গেয়্যুই,gekd̪ʱu͡ɪ̯
আসা,as̪a,আওয়া,ɐ͡o̯ʷɐ,খুব,kʰub,আসা,ɐʃɐ,আইয়োন,ɐ͡ɪ̯ʲon,আইয়ন,ɐ͡ɪ̯ʲon
আসার,as̪arɔ,আওয়ার,ɐ͡o̯ʷɐɾ,আওয়ার,ɐ͡o̯ʷɐɾ,আওনের,ɐ͡o̯neɾ,সময়,ʃɔmɔe̯,সমত,ʃɔmɔt̪
আসি,as̪i,আহি,ɐhɪ,মাতো,mɐt̪o,আই,ɐ͡ɪ̯,আই,ɐ͡ɪ̯,বেরাই,beɾɐ͡ɪ̯
আসিনি,as̪in̪i,আইনাই,ɐ͡ɪ̯nɐ͡ɪ̯,আইছি,ɐ͡ɪ̯cʰɪ,আইনাই,ɐ͡ɪ̯nɐ͡ɪ̯,আইনো,ɐ͡ɪ̯no,নো,no
আসুন,as̪un̪,আয়েন,ɐʲen,থাকোউকা,t̪ʰɐko͡u̯kɐ,আহেন,ɐhen,আইয়েন,ɐ͡ɪ̯ʲen,আইয়ো,ɐ͡ɪ̯ʲo
আসে,as̪e,আইছে,ɐ͡ɪ̯cʰe,আইছে,ɐ͡ɪ̯cʰe,আইসে,ɐ͡ɪ̯ʃe,আইছে,ɐ͡ɪ̯cʰe,গিয়ি,gɪʲɪ
আসেন,as̪en̪,আয়,ɐe̯,আইন,ɐ͡ɪ̯n,আসেন,ɐʃen,আনে,ɐne,লই,lɔ͡ɪ̯
আসেনা,as̪en̪a,আহেনা,ɐhenɐ,আয়,ɐe̯,আয়ানা,ɐʲɐnɐ,আইয়ে,ɐ͡ɪ̯ʲe,আয়ে,ɐʲe
আসেনি,as̪en̪i,আয়নাই,ɐʲnɐ͡ɪ̯,আইছে,ɐ͡ɪ̯cʰe,আয়নাই,ɐʲnɐ͡ɪ̯,আইয়ে,ɐ͡ɪ̯ʲe,আইন্নফারের,ɐ͡ɪ̯nnofɐɾeɾ
আসো,as̪o,আও,ɐ͡o̯,আও,ɐ͡o̯,আহো,ɐho,আয়,ɐe̯,আইয়্য,ɐ͡ɪ̯ʲt̪o
আহত,ahɔt̪ɔ,আহত,ɐht̪o,আহত,ɐht̪o,আহত,ɐht̪o,আহত,ɐht̪o,আহত,ɐht̪o
আহমেদ,ahɔmed̪,হুমায়ুন,humɐʲun,হুমায়ুন,humɐʲun,আহমেদ,ɐhomed̪,আহমেদ,ɐhomed̪,আহমেদ,ɐhomed̪
আহা!,aha!,আহারে,ɐhɐɾe,এহে,ehe,আহা!,ɐhɐ!,আহারে!,ɐhɐɾe!,আহা,ɐhɐ
আহারে,ahare,আহারে,ɐhɐɾe,ইশ,ɪʃ,আহারে,ɐhɐɾe,আহাইরে,ɐhɐ͡ɪ̯ɾe,আহারে,ɐhɐɾe
আহ্!,ah!,আহা,ɐhɐ,এরেহ!,eɾeho!,আহ্!,ɐh!,আহ্!,ɐh!,আহা!,ɐhɐ!
আড়াল,aɽal̪ɔ,বায়ড়ায়,bɐʲɽɐe̯,ওর,oɾ,আড়াল,ɐɽɐl,আড়াল,ɐɽɐl,আরাল,ɔ͡ɪ̯
আয়োজন,ae̯od͡ʑɔn̪ɔ,আয়োজন,ɐʲozon,আয়োজন,ɐʲoɟon,আয়োজন,ɐʲoɟon,জোগাড়,ɟogɐɽ,আয়োজন,ɐʲozon
ই,i,ই,ɪ,মায়,mɐe̯,ই,ɪ,ই,ɪ,বাবা,bɐbɐ
ইংরেজিতে?,iŋred͡ʑit̪e?,ইংলিশে?,ɪŋlɪʃe?,নি?,nɪ?,ইংরেজিতে?,ɪŋɾeɟɪt̪e?,ইংলিশে?,ɪŋlɪʃe?,ফারোন,pʰɐɾon
ইংল্যান্ড,iŋl̪d͡zan̪dɔ,ইংল্যান্ড,ɪŋlɛnd,ইংল্যান্ড,ɪŋlɛnd,ইংল্যান্ড,ɪŋlɛnd,ইংল্যান্ড,ɪŋlɛnd,ইংল্যান্ডর,ɪŋlɛndɔɾ
ইচ্ছা,it͡ɕt͡ɕʰa,ইচ্ছা,ɪccʰɐ,জানে,ɟɐne,ইচ্ছা,ɪccʰɐ,করে,koɾe,নো,no
ইচ্ছায়,it͡ɕt͡ɕʰae̯ɔ,ইচ্ছায়,bɪʲɐ,ইচ্ছাত,ɪccʰɐt̪,ইচ্ছায়,ɪccʰɐe̯,ভিত্তে,bʱɪt̪t̪e,ইচ্চাত,ɪccɐt̪
ইচ্ছে,it͡ɕt͡ɕʰe,করে,koɾe,জানে,ɟɐne,ইচ্ছা,ɪccʰɐ,হয়,hɔe̯,ইচ্ছা,ɪccʰɐ
ইট,itɔ,ইট,ɪt,ইট,ɪt,ইট,ɪt,ইড,ɪd,ইট,ɪt
ইতিহাস,it̪ihas̪ɔ,ইতিহাস,ɪt̪ɪhɐʃ,ইতিহাস,ɪt̪ɪhɐʃ,ইতিহাস,ɪt̪ɪhɐʃ,ইতিহাস,ɪt̪ɪhɐʃ,ইতিহাস,ɪt̪ɪhɐʃ
ইদানীং,id̪an̪iŋ,ইদানিং,ɪd̪ɐnɪŋ,ইদানীং,ɪd̪ɐnɪŋ,ইদানীং,ɪd̪ɐnɪŋ,ইদানিং,ɪd̪ɐnɪŋ,ইদানিং,ɪd̪ɐnɪŋ
ইলিশ,il̪iɕɔ,ইলিশ,ɪlɪʃ,ইলিশ,ɪlɪʃ,ইলিশ,ɪlɪʃ,ইলিশ,ɪlɪʃ,ইলিশ,ɪlɪʃ
ইসলামিক,is̪l̪amikɔ,ইসলাম,ɪslɐm,ইসলামিক,ɪslɐmɪk,ইসলামিক,ɪslɐmɪk,ইসলামিক,ɪslɐmɪk,ইস্লামিক,ɪslɐmɪk
ইয়ারে,ie̯are,ইয়ারে,ɪʲɐɾe,ফাইনেল,pʰɐ͡ɪ̯nel,ইয়ারে,ɪʲɐɾe,ইয়ারে,ɪʲɐɾe,ফাইনালত,fɐ͡ɪ̯nɐlɔt̪o
ঈদ,id̪ɔ,ঈদ,ɪd̪,ইদ,ɪd̪,ঈদ,ɪd̪,ঈদ,ɪd̪,ঈদ,ɪd̪
ঈদে,id̪e,ঈদে,ɪd̪e,ইদো,ɪd̪o,ঈদে,ɪd̪e,ঈদে,ɪd̪e,ঈদত,ɪd̪ɔt̪
