bangla_speech,regional,regional_ipa,bangla_speech_ipa
আপনার ছবির চেয়ে আপনি বাস্তবে বেশি সুন্দর, ময়মনসিংহঃ আফনের ছবিরতন আফনে বাস্তবে বেশি সুন্দর,menʃɪn ɐpʰoneɾ cʰobɪɾɔt̪on ɐcʰone bɐst̪obe beʃɪ ʃund̪ɔɾ,apn̪arɔ t͡ɕʰɔbirɔ t͡ɕee̯e apn̪i bas̪t̪ɔbe beɕi s̪un̪d̪ɔrɔ
আপনার হাশির কাছে সব কিছু হার মেনে যায়, ময়মনসিংহঃ আফনের হাসির কাসে বেক কিসু হার মানে,menʃɪn ɐpʰoneɾ hɐʃɪɾ kɐʃe bek kɪʃu hɐɾ mɐne,apn̪arɔ haɕirɔ kat͡ɕʰe s̪ɔbɔ kit͡ɕʰu harɔ men̪e d͡zae̯
আপনার চোখ অনেক সুন্দর, ময়মনসিংহঃ আফনের চোখ মেলা সুন্দর,menoʃɔg ɐpʰoneɾ cokʰ mɛlɐ ʃund̪ɔɾ,apn̪arɔ t͡ɕokʰɔ on̪ekɔ s̪un̪d̪ɔrɔ
আপনার সাথে পরিচিত হয়ে ভালো লাগলো, ময়মনসিংহঃ আফনের লগে পরিচিত হয়া ভালা লাগলো,menʃɪn ɐpʰoneɾ lɔge poɾɪcɪt̪o hɔʲɐ bʱɐlɐ lɐglo,apn̪arɔ s̪at̪ʰe pɔrit͡ɕit̪ɔ he̯e b̤al̪o l̪aɡl̪o
অনেক সময় পর আপনাকে দেখছি, ময়মনসিংহঃ মেলা সময় বাদে আফনেরে দেখতাসি,mɔʲenʃɪgh mɛlɐ ʃɔmɔe̯ bɐd̪e ɐpʰoneɾe d̪ekʰt̪ɐʃɪ,on̪ekɔ s̪ɔme̯ɔ pɔrɔ apn̪ake d̪ekʰt͡ɕʰi
দু ভাইয়ের মধ্যে জায়গা জমি নিয়ে ঝগড়া হয়, ময়মনসিংহঃ দুই ভাইয়ের মধ্যে জায়গা জমি লয়া ঝগড়া হয়,menoʃɪng d̪u͡ɪ̯ bʱɐ͡ɪ̯ʲeɾ mod̪d̪ʱe ɟɐʲgɐ ɟomɪ lɔʲɐ ɟʱɔgɽɐ hɔe̯,d̪u b̤aie̯erɔ mɔd̪̤d͡ze d͡ʑae̯ɡa d͡ʑɔmi n̪ie̯e d͡ʑ̤ɔɡɔɽa he̯ɔ
পরে এক ভাই কুয়েত চলে যায় আরেক ভাই সুদান চলে যায়, ময়মনসিংহঃ বাদে এক ভাই কুয়েত যায়গা আরেক ভাই সুদান যায়গা,mɔʲensɪn bɐd̪e ɛk bʱɐ͡ɪ̯ kuʲet̪ ɟɐʲgɐ ɐɾek bʱɐ͡ɪ̯ ʃud̪ɐn ɟɐʲgɐ,pɔre ekɔ b̤ai kue̯et̪ɔ t͡ɕɔl̪e d͡zae̯ɔ arekɔ b̤ai s̪ud̪an̪ɔ t͡ɕɔl̪e d͡zae̯
কিছু দিন পর সুদান ফেরত লোকটি বিয়ে করেন, ময়মনসিংহঃ কয়েকদিন বাদে সুদান ফিরত বেডাটা বিয়া করে,menʃɪn bɐd̪e ʃud̪ɐn pʰɪɾɔt̪o bedɐtɐ bɪʲɐ koɾe,kit͡ɕʰu d̪in̪ɔ pɔrɔ s̪ud̪an̪ɔ ɸerɔt̪ɔ l̪okti bie̯e kɔren̪
"মোবাইল ছাড়া বাথরুমে গেলে, মনে হয় জরুরি ফাইল ছাড়া অফিসে বসে আছি"," ময়মনসিংহঃ মুবাইল ছাড়া লেট্রিনে গেলে, লাগে যে জরুরি ফাইল ছাড়া অফিসে বয়া আসি","mɔʲɪng mubɐ͡ɪ̯l cʰɐɽɐ letɾɪne gele, lɐge ɟe ɟoɾuɾɪ pʰɐ͡ɪ̯l cʰɐɽɐ ɔpʰɪse bɔʲɐ ɐʃɪ","mobail̪ɔ t͡ɕʰaɽa bat̪ʰrume ɡel̪e, mɔn̪e he̯ɔ d͡ʑɔruri ɸail̪ɔ t͡ɕʰaɽa oɸis̪e bɔs̪e at͡ɕʰi"
যাদের গালি দেওয়া হয়ে গেছে তারা দয়া করে লাইন থেকে সরে যান, ময়মনসিংহঃ যারার গালি দেওয়ন হয়া গেসে তারা দয়া কইরা লাইনেরতন সইরা যান,mɔʲensɪn ɟɐɾɐɾ gɐlɪ d̪e͡o̯ʲon hɔʲɐ gese t̪ɐɾɐ d̪ɔʲɐ ko͡ɪ̯ɾɐ lɐ͡ɪ̯neɾt̪ɔn ʃo͡ɪ̯ɾɐ ɟ,d͡zad̪erɔ ɡal̪i d̪eoe̯a he̯e ɡet͡ɕʰe t̪ara d̪e̯a kɔre l̪ain̪ɔ t̪ʰeke s̪ɔre d͡zan̪
পেছনে এখনো অনেক মানুষ লাইনে দাঁড়িয়ে আছে, ময়মনসিংহঃ পিছনে এহনো অনেক মানুষ লাইনে খারায়া আসে,menʃɪnh pɪcʰone ehono ɔnek mɐnuʃ lɐ͡ɪ̯ne kʰɐɾɐʲɐ ɐʃe,pet͡ɕʰn̪e ekʰn̪o on̪ekɔ man̪uʂɔ l̪ain̪e d̪ɔ̃ɽie̯e at͡ɕʰe
তাদেরকে গালি দেওয়ার সুযোগ করে দিন, ময়মনসিংহঃ হেরারে গালি দেওনের সুযোগ কইরা দেন,mɔʲenʃɔn heɾɐɾe gɐlɪ d̪e͡o̯neɾ ʃuɟog ko͡ɪ̯ɾɐ d̪ɛn,t̪ad̪erke ɡal̪i d̪eoe̯arɔ s̪ud͡zoɡɔ kɔre d̪in̪
খুব বেশি কিছু বলবো না কারন আবেগে চোখে পানি চলে আসছে, ময়মনসিংহঃ খুব বেশি কিসু কইতাম না কারন আবেগে চোখে পানি চইলা আইসে, mɪmenʃɪn kʰub beʃɪ kɪʃu ko͡ɪ̯t̪ɐm nɐ kɐɾon ɐbege cokʰe pɐnɪ cɔ͡ɪ̯lɐ ɐ͡ɪ̯ʃe,kʰubɔ beɕi kit͡ɕʰu bɔl̪ɔbo n̪a karɔn̪ɔ abeɡe t͡ɕokʰe pan̪i t͡ɕɔl̪e as̪t͡ɕʰe
তুমি বলছো যে থাকার সে এমনিই থেকে যাবে, ময়মনসিংহঃ তুমি কইসো যেয় থাকার হেয় এমনেই থাকব,mɔʲenʃɔn t̪umɪ ko͡ɪ̯ʃeɐ ɟee̯ t̪ʰɐkɐɾ hee̯ ɛmone͡ɪ̯ t̪ʰɐkbo,t̪umi bɔl̪ɔt͡ɕʰo d͡ze t̪ʰakarɔ s̪e emn̪ii t̪ʰeke d͡zabe
প্রথমে আপনাকে একটি দোকানে যেতে হবে, ময়মনসিংহঃ প্রথমে আফনারে একটা দোকানে যাইতে হইব,menʃɪn pɾot̪ʰome ɐpʰnɐɾe ɛktɐ d̪okɐne ɟɐ͡ɪ̯t̪e ho͡ɪ̯bo,prɔt̪ʰɔme apn̪ake ekti d̪okan̪e d͡zet̪e hɔbe
নিজের পছন্দের বিয়েতে বাবা মাকে রাজি করানো হলো, ময়মনসিংহঃ নিজের পছন্দের বিয়াতে বাপ মা রে রাজি করান হইল,menʃɪn nɪɟeɾ pɔcʰond̪eɾ bɪʲɐt̪e bɐp mɐ ɾe ɾɐɟɪ kɔɾɐn ho͡ɪ̯l,n̪id͡ʑerɔ pɔt͡ɕʰɔn̪d̪erɔ bie̯et̪e baba make rad͡ʑi kɔran̪o hɔl̪o
মেয়েটি লাল শাড়ি পড়ে দাড়িয়ে আছে, ময়মনসিংহঃ ছেড়িডা লাল শাড়ী পইরা খারায়া আসে,mɔʲenʃɪn cʰeɽɪdɐ lɐl ʃɐɽɪ po͡ɪ̯ɾɐ kʰɐɾɐʲɐ ɐʃe,mee̯eti l̪al̪ɔ ɕaɽi pɔɽe d̪aɽie̯e at͡ɕʰe
বউয়ের জন্য আর বন্ধুদের মাঝে মুখ দেখানোর উপায় নাই, ময়মনসিংহঃ বইয়ের লাইজ্ঞা আর বন্ধুগর মাঝখানে মুখ দেহানুর উপায় নাই,menʃɪn bo͡ɪ̯ʲeɾ lɐ͡ɪ̯ggɐ ɐɾ bond̪ʱugɔɾ mɐɟʱkʰɐne mukʰ d̪ehɐnuɾ upɐe̯ nɐ͡ɪ̯,bue̯erɔ d͡ʑɔn̪d͡zɔ arɔ bɔn̪d̪̤ud̪erɔ mad͡ʑ̤e mukʰɔ d̪ekʰan̪orɔ upae̯ɔ n̪ai
আমাকে সবার সামনে মারতে মারতে বাসায় নিয়ে আসে, ময়মনসিংহঃ আমারে বেকগের সামনে মারতে মারতে বাসায় নিয়া আইসে,mɪmɪnh ɐmɐɾe bekgeɾ ʃɐmne mɐɾt̪e mɐɾt̪e bɐʃɐe̯ nɪʲɐ ɐ͡ɪ̯ʃe,amake s̪ɔbarɔ s̪amn̪e mart̪e mart̪e bas̪ae̯ɔ n̪ie̯e as̪e
আমি জানি এখানে অনেক মেয়ে কমেন্ট পড়তে আসবে, ময়মনসিংহঃ আমি জানি এইহানে অনেক ছেড়ি কমেন্ট পড়তে আইব,mɔʃɪng ɐmɪ ɟɐnɪ e͡ɪ̯hɐne ɔnek cʰeɽɪ kɔment poɽt̪e ɐ͡ɪ̯bo,ami d͡ʑan̪i ekʰan̪e on̪ekɔ mee̯e kɔmen̪tɔ pɔɽɔt̪e as̪be
মাঝে মাঝে মনে হয় ঘরবাড়ী সব মশার নামে লিখে দিয়ে আমি জঙ্গলে চলে যাই, ময়মনসিংহঃ মাঝে মাঝে লাগে ঘরবাড়ী বেক মশার নামে লেইখখা দিয়া আমি জংগলে চইল্লা যাইগা,mɔʲenʃɔn mɐɟʱe mɐɟʱe lɐge gʱɔɾbɐɽɪ bek mɔʃɐɾ nɐme le͡ɪ̯kʰkʰɐ d̪ɪʲɐ ɐmɪ ɟɔŋgole co͡ɪ̯ll,mad͡ʑ̤e mad͡ʑ̤e mɔn̪e he̯ɔ ̤ɡ̤ɔrɔbaɽi s̪ɔbɔ mɔɕarɔ n̪ame l̪ikʰe d̪ie̯e ami d͡ʑɔŋɡɔl̪e t͡ɕɔl̪e d͡zai
"তোমার হয়ে আছি আমি, তোমার হয়ে থাকবো"," ময়মনসিংহঃ তোমার হয়া আসি আমি, তোমার হয়াই থাকবাম","mɪmɪng t̪omɐɾ hɔʲɐ ɐʃɪ ɐmɪ, t̪omɐɾ hɔʲɐ͡ɪ̯ t̪ʰɐkbɐm","t̪omarɔ he̯e at͡ɕʰi ami, t̪omarɔ he̯e t̪ʰakbo"
সারা জীবন তোমায় আমি ভালবেসে যাবো, ময়মনসিংহঃ সারাজীবন তোমায় আমি ভালোবাইসা যামু,mɔʲensɪn ʃɐɾɐɟɪbɔn t̪omɐe̯ ɐmɪ bʱɐlobɐ͡ɪ̯ʃɐ ɟɐmu,s̪ara d͡ʑibɔn̪ɔ t̪omae̯ɔ ami b̤al̪bes̪e d͡zabo
"পাশে থেকো সারা জীবন ,দূরে যেয়ো না"," ময়মনসিংহঃ পাশে থাইক্কো সারাজীবন, দূরে যাইয়ো না","mɔʲenoʃ pɐʃe t̪ʰɐ͡ɪ̯kko ʃɐɾɐɟɪbɔn, d̪uɾe ɟɐ͡ɪ̯ʲo nɐ","paɕe t̪ʰeko s̪ara d͡ʑibɔn̪ɔ ,d̪ure d͡zee̯o n̪a"
তোমায় ছাড়া একটুও আমার ভালো লাগে না, ময়মনসিংহঃ তোমারে ছাড়া একটুও আমার ভালালাগেনা,mɪnʃɪn t̪omɐɾe cʰɐɽɐ ektu͡o̯ ɐmɐɾ bʱɐlɐlɐgenɐ,t̪omae̯ɔ t͡ɕʰaɽa ektuo amarɔ b̤al̪o l̪aɡe n̪a
"কাউকে আবেগের ভালোবাসা দিওনা, মনের ভালোবাসা দিও "," ময়মনসিংহঃ কাউরে আবেগের ভালোবাসা দিওনা, মনের ভালোবাসা দিও।","menʃɪn kɐ͡u̯ɾe ɐbegeɾ bʱɐlobɐʃɐ d̪ɪ͡o̯nɐ, moneɾ bʱɐlobɐʃɐ d̪ɪ͡o̯।","kauke abeɡerɔ b̤al̪obas̪a d̪ion̪a, mɔn̪erɔ b̤al̪obas̪a d̪io "
কারন আবেগের ভালোবাসা একদিন বিবেকের কাছে হেরে যাবে, ময়মনসিংহঃ কারন আবেগের ভালোবাসা একদিন বিবেকের কাসে হাইরা যাইব,menʃɪn kɐɾon ɐbegeɾ bʱɐlobɐʃɐ ɛkd̪ɪn bɪbekeɾ kɐʃe hɐ͡ɪ̯ɾɐ ɟɐ͡ɪ̯bo,karɔn̪ɔ abeɡerɔ b̤al̪obas̪a ekd̪in̪ɔ bibekerɔ kat͡ɕʰe here d͡zabe
কি করে বুঝাবো তারে আমি কতটা ভালবাসি?, ময়মনসিংহঃ কিতা কইরা বুঝামু তারে আমি কতডা ভালোবাসি?,menʃɪn kɪt̪ɐ ko͡ɪ̯ɾɐ buɟʱɐmu t̪ɐɾe ɐmɪ kɔt̪odɐ bʱɐle͡ɐ̯bɐʃɪ?,ki kɔre bud͡ʑ̤abo t̪are ami kɔt̪ɔta b̤al̪bas̪i?
অনেক দিন পর তোমাকে দেখলাম, ময়মনসিংহঃ অনেকদিন বাদে তোমারে দেখলাম,menʃɪn bɐd̪e t̪omɐɾe d̪ekʰlɐm,on̪ekɔ d̪in̪ɔ pɔrɔ t̪omake d̪ekʰl̪am
তোমাকে দেখে থমকে দারিয়ে ছিলাম, ময়মনসিংহঃ তোমারে দেইখখা তাক লাইজ্ঞা খারায়া আসিলাম,mɔʲenʃɔn t̪omɐɾe d̪e͡ɪ̯kʰkʰɐ t̪ɐk lɐ͡ɪ̯ggɐ kʰɐɾɐʲɐ ɐʃɪlɐm,t̪omake d̪ekʰe t̪ʰɔmɔke d̪arie̯e t͡ɕʰil̪am
আমি খুব কষ্টে নিজেকে সামলে নিলাম, ময়মনসিংহঃ আমি মেলা কষ্টে নিজেরে সামলায়া নিলাম,mɔʲensɪg ɐmɪ mɛlɐ koʃte nɪɟeɾe ʃɐmlɐʲɐ nɪlɐm,ami kʰubɔ kɔʂte n̪id͡ʑeke s̪aml̪e n̪il̪am
যখন তুমি আমাকে দেখে না দেখার ভান করলে তখন আমার দারুন লেগেছে, ময়মনসিংহঃ যখন তুমি আমারে দেইখখা না দেহার ভান করসো তহন আমার দারুন লাগসে,mɔʲensɪn ɟɔkʰon t̪umɪ ɐmɐɾe d̪e͡ɪ̯kʰkʰɐ nɐ d̪ehɐɾ bʱɐn kɔɾʃo t̪ɔhon ɐmɐɾ d̪ɐɾun lɐgʃe,d͡zɔkʰɔn̪ɔ t̪umi amake d̪ekʰe n̪a d̪ekʰarɔ b̤an̪ɔ kɔrɔl̪e t̪ɔkʰɔn̪ɔ amarɔ d̪arun̪ɔ l̪eɡet͡ɕʰe
তোমাকে সেই অনুভুতির কথা বলে বুঝাতে পারবো না, ময়মনসিংহঃ তোমারে আমি সেই অনুভুতির কথা কিয়া বুঝাইতে পারতাম না,menʃɪn t̪omɐɾe ɐmɪ ʃe͡ɪ̯ onubʱut̪ɪɾ kɔt̪ʰɐ kɪʲɐ buɟʱɐ͡ɪ̯t̪e pɐɾt̪ɐm nɐ,t̪omake s̪ei on̪ub̤ut̪irɔ kɔt̪ʰa bɔl̪e bud͡ʑ̤at̪e parbo n̪a
তোমাকে খুব মনে পড়ছে দিব তোমায় লাল গোলাপ, ময়মনসিংহঃ তোমাকে মেলা মনে পরতাসে দিমু তোমারে লাল গোলাপ,mɔʲensɪn t̪omɐke mɛlɐ mone pɔɾt̪ɐʃe d̪ɪmu t̪omɐɾe lɐl golɐp,t̪omake kʰubɔ mɔn̪e pɔɽɔt͡ɕʰe d̪ibɔ t̪omae̯ɔ l̪al̪ɔ ɡol̪ap
আমার জীবনে কেউ নেই তুমি ছাড়া, ময়মনসিংহঃ আমার জীবনে কেউ নাই তুমি ছাড়া,mɔʲensɪn ɐmɐɾ ɟɪbone ke͡u̯ nɐ͡ɪ̯ t̪umɪ cʰɐɽɐ,amarɔ d͡ʑibn̪e keu n̪ei t̪umi t͡ɕʰaɽa
আমার জীবনে কোন স্বপ্ন নেই তুমি ছাড়া, ময়মনসিংহঃ আমার জীবনে কোন স্বপ্ন নাই তুমি ছাড়া,mɔnoʃɪnho ɐmɐɾ ɟɪbone kon ʃɔpno nɐ͡ɪ̯ t̪umɪ cʰɐɽɐ,amarɔ d͡ʑibn̪e kon̪ɔ s̪bɔpn̪ɔ n̪ei t̪umi t͡ɕʰaɽa
আমার দুচোখ কিছু খোজেনা তোমায় ছাড়া, ময়মনসিংহঃ আমার দুই চোখ কিসু খুজেনা তোমারে ছাড়া,mɪnʃɔn ɐmɐɾ d̪u͡ɪ̯ cokʰ kɪʃu kʰuɟenɐ t̪omɐɾe cʰɐɽɐ,amarɔ d̪ut͡ɕokʰɔ kit͡ɕʰu kʰod͡ʑen̪a t̪omae̯ɔ t͡ɕʰaɽa
যখন মেয়ে বুঝে তখন ছেলে বুঝেনা , ময়মনসিংহঃ যখন ছেড়ি বুঝে তখন ছেড়াবুঝেনা !,mɔnoʃɪn ɟɔkʰon cʰeɽɪ buɟʱe t̪ɔkʰon cʰeɽɐbuɟʱenɐ!,d͡zɔkʰɔn̪ɔ mee̯e bud͡ʑ̤e t̪ɔkʰɔn̪ɔ t͡ɕʰel̪e bud͡ʑ̤en̪a 
তুমি শুধু মনে রেখো আমায় সারা বেলা, ময়মনসিংহঃ তুমি খালি মনে রাইখখো আমারে সারাবেলা,mɔʲensɪng t̪umɪ kʰɐlɪ mone ɾɐ͡ɪ̯kʰkʰo ɐmɐɾe ʃɐɾɐbelɐ,t̪umi ɕud̪̤u mɔn̪e rekʰo amae̯ɔ s̪ara bel̪a
চোখের কান্না মুছে দেব তোমায় হাসি, ময়মনসিংহঃ চোক্ষের কান্দনে মুইচ্ছা দিমু তোমার হাসি, mɔʲenos cokkʰeɾ kɐnd̪one mu͡ɪ̯ccʰɐ d̪ɪmu t̪omɐɾ hɐʃɪ,t͡ɕokʰerɔ kan̪n̪a mut͡ɕʰe d̪ebɔ t̪omae̯ɔ has̪i
তাইতো আমি বন্ধু তোমায় এতো ভালবাসি, ময়মনসিংহঃ তাইতো আমি বন্ধু তোমারে এত ভালবাসি,mɔnoʃɪn t̪ɐ͡ɪ̯t̪o ɐmɪ bond̪ʱu t̪omɐɾe ɛt̪o bʱɐlbɐʃɪ,t̪ait̪o ami bɔn̪d̪̤u t̪omae̯ɔ et̪o b̤al̪bas̪i
"কত সুন্দর তুমি,প্রেমে পড়েছি আমি"," ময়মনসিংহঃ কত্ত সুন্দর তুমি, প্রেমে পড়সি আমি","mɔʲenosho kɔt̪t̪o ʃund̪ɔɾ t̪umɪ, pɾeme pɔɽʃɪ ɐmɪ","kɔt̪ɔ s̪un̪d̪ɔrɔ t̪umi,preme pɔɽet͡ɕʰi ami"
ছেলেরা ভালোবাসার অভিনয় করতে করতে যে কখন সত্যি সত্যি ভালোবেসে ফেলে তারা তা নিজেও জানেনা, ময়মনসিংহঃ ছেড়ারা ভালোবাসার অভিনয় করতে করতে যে কহন সত্যি সত্যি ভালোবাইসা ফালায় তারা তা নিজেও কইতে ফারেনা,menʃɪnɐ cʰeɽɐɾɐ bʱɐlobɐʃɐɾ obʱɪnɔe̯ koɾt̪e koɾt̪e ɟe kɔhon ʃot̪t̪ɪ ʃot̪t̪ɪ bʱɐlobɐ͡ɪ̯ʃɐ,t͡ɕʰel̪era b̤al̪obas̪arɔ ob̤in̪e̯ɔ kɔrɔt̪e kɔrɔt̪e d͡ze kɔkʰɔn̪ɔ s̪ɔt̪d͡zi s̪ɔt̪d͡zi b̤al̪obes̪e ɸel̪e t̪ara t̪a n̪id͡ʑeo d͡ʑan̪en̪a
মেয়েরা সত্যিকার ভালোবাসতে বাসতে যে কখন অভিনয় শুরু করে তারা তা নিজেও জানেনা, ময়মনসিংহঃ ছেড়িরা সত্যিকার ভালোবাসতে বাসতে যে কহন অভিনয় শুরু কইরা দেয় হেরা তা নিজেরাও কইতে ফারেনা,mɔʲensɪnɐ cʰeɽɪɾɐ ʃot̪t̪ɪkɐɾ bʱɐlobɐʃt̪e bɐʃt̪e ɟe kɔhon obʱɪnɔe̯ ʃuɾu ko͡ɪ̯ɾɐ d̪ee̯ heɾ,mee̯era s̪ɔt̪d͡zikarɔ b̤al̪obas̪t̪e bas̪t̪e d͡ze kɔkʰɔn̪ɔ ob̤in̪e̯ɔ ɕuru kɔre t̪ara t̪a n̪id͡ʑeo d͡ʑan̪en̪a
এই পৃথিবীতে প্রিয় মানুষগুলোকে ছাড়া বেঁচে থাকাটা কষ্টকর কিন্তু অসম্ভব কিছু নয়, ময়মনসিংহঃ এই দুনিয়াতে প্রিয় মানুষগুলোরে ছাড়া বাইচ্চা থাকাটা কষ্টকর কিন্তু অসম্ভব কিসু না,mɪmɪnʃ e͡ɪ̯ d̪unɪʲɐt̪e pɾɪʲo mɐnuʃguloɾe cʰɐɽɐ bɐ͡ɪ̯ccɐ t̪ʰɐkɐtɐ koʃtokɔɾ kɪnt̪u ɔʃɔmbʱ,ei pɽit̪ʰibit̪e prie̯ɔ man̪uʂɡul̪oke t͡ɕʰaɽa beঁt͡ɕe t̪ʰakata kɔʂtɔkɔrɔ kin̪t̪u os̪ɔmb̤ɔbɔ kit͡ɕʰu n̪e̯ɔ
কারো জন্য কারো জীবন থেমে থাকে না, ময়মনসিংহঃ কারো লাইজ্ঞা কারো জীবন থাইম্মা থাকে না,menʃɪn kɐɾo lɐ͡ɪ̯ggɐ kɐɾo ɟɪbɔn t̪ʰɐ͡ɪ̯mmɐ t̪ʰɐke nɐ,karo d͡ʑɔn̪d͡zɔ karo d͡ʑibɔn̪ɔ t̪ʰeme t̪ʰake n̪a
কাউকে প্রচন্ডভাবে ভালবাসার মধ্যে এক ধরনের দুর্বলতা আছে, ময়মনসিংহঃ কাউরে প্রচন্ডভাবে ভালবাসার মধ্যে এক জাতের দুর্বলতা আছে,menʃɪn kɐ͡u̯ɾe pɾocɔndbʱɐbe bʱɐlbɐʃɐɾ mod̪d̪ʱe ɛk ɟɐt̪eɾ d̪uɾbolɔt̪ɐ ɐcʰe,kauke prɔt͡ɕɔn̪dɔb̤abe b̤al̪bas̪arɔ mɔd̪̤d͡ze ekɔ d̪̤ɔrɔn̪erɔ d̪urbɔl̪ɔt̪a at͡ɕʰe
"ছেলে এবং মেয়ে বন্ধু হতে পারে, কিন্তু তারা অবশ্যই একে অপরের প্রেমে পড়বে"," ময়মনসিংহঃ ছেড়া আর ছেড়ি বন্ধু হইতে ফারে, কিন্তু তারা অবশ্যই একে অপরের প্রেমে পড়বে","mɔʃɪng cʰeɽɐ ɐɾ cʰeɽɪ bond̪ʱu ho͡ɪ̯t̪e pʰɐɾe, kɪnt̪u t̪ɐɾɐ ɔboʃʃo͡ɪ̯ eke ɔpoɾeɾ pɾeme poɽb","t͡ɕʰel̪e ebɔŋ mee̯e bɔn̪d̪̤u hɔt̪e pare, kin̪t̪u t̪ara obɔɕd͡zi eke oprerɔ preme pɔɽɔbe"
ছেলেদের জন্য পৃথিবীতে সব চাইতে মূল্যবান হল মেয়েদের হাসি, ময়মনসিংহঃ ছেড়ারার লাইজ্ঞা দুনিয়াতে সবচে দামি হইল ছেড়িরার হাসি,menʃɪng cʰeɽɐɾɐɾ lɐ͡ɪ̯ggɐ d̪unɪʲɐt̪e ʃɔbce d̪ɐmɪ ho͡ɪ̯l cʰeɽɪɾɐɾ hɐʃɪ,t͡ɕʰel̪ed̪erɔ d͡ʑɔn̪d͡zɔ pɽit̪ʰibit̪e s̪ɔbɔ t͡ɕait̪e mul̪d͡zɔban̪ɔ hɔl̪ɔ mee̯ed̪erɔ has̪i
