bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa,english_translation,PIE_root,PIE_gloss
চায়,t͡ɕae̯ɔ,চায়,cɐe̯,চায়,cɐe̯,চায়,cɐe̯,চায়,cɐe̯,ন,nɔ,Desired,1. su̯eid-,desire
চার,t͡ɕarɔ,চাইর,cɐ͡ɪ̯ɾ,চাইর,cɐ͡ɪ̯ɾ,চাইর,cɐ͡ɪ̯ɾ,চাইর,cɐ͡ɪ̯ɾ,চাইর,cɐ͡ɪ̯ɾ,Four,ku̯etu̯er-,four
চারটায়,t͡ɕartae̯ɔ,চাইরটায়,cɐ͡ɪ̯ɾtɐe̯,চাইট্টাত,cɐ͡ɪ̯ttɐt̪o,চারটায়,cɐɾtɐe̯,চাইরটায়,cɐ͡ɪ̯ɾtɐe̯,চারটার,cɐɾtɐɾ,Four,ku̯etu̯er-,four
চারদিকে,t͡ɕard̪ike,হারাদিকে,hɐɾɐd̪ɪke,চাইরিদকে,cɐ͡ɪ̯ɾɪd̪ke,চারদিকে,cɐɾd̪ɪke,তুউই,t̪u͡u̯ɪ,তুঁই,cɐ͡ɪ̯ɾomɪkkɐ,Around,1. reu-,round
চারপাশে,t͡ɕarpaɕe,চাইরদিক,cɐ͡ɪ̯ɾod̪ɪk,চাইরো,cɐ͡ɪ̯ɾo,চাইরপাশে,cɐ͡ɪ̯ɾpɐʃe,চাইরপাশে,cɐ͡ɪ̯ɾpɐʃe,চারিমিক্কে,cɐɾɪmɪkke,Around,1. reu-,round
চালাক,t͡ɕal̪ak,শেয়ান,ʃeʲɐn,বহুত,bohut̪,চালাক,cɐlɐk,চালাক,cɐlɐk,বড়,bɔɽo,Cute,2. ak̑-,acute
চালানোর,t͡ɕal̪an̪orɔ,চালাইন্নার,cɐlɐ͡ɪ̯nnɐɾ,সাইকেল,sɐ͡ɪ̯kel,চালানুর,cɐlɐnuɾ,সাইকেল,sɐ͡ɪ̯kel,সাইরকল,sɐ͡ɪ̯ɾkɔl,Run,3. er-,run
চালিয়ে,t͡ɕal̪ie̯e,চালাইয়া,cɐlɐ͡ɪ̯ʲɐ,চালাইয়া,cɐlɐ͡ɪ̯ʲɐ,চালায়া,cɐlɐʲɐ,চালাই,cɐlɐ͡ɪ̯,সাইরকল,sɐ͡ɪ̯ɾkɔl,On,4. an-,on
চালিয়ে,t͡ɕal̪ie̯e,চালাইয়া,cɐlɐ͡ɪ̯ʲɐ,চালাইয়া,cɐlɐ͡ɪ̯ʲɐ,চালায়া,cɐlɐʲɐ,হড়াশোনা,hɔɽɐʃonɐ,ফরাশোনা,fɔɾɐʃonɐ,On,4. an-,on
চাষ,t͡ɕaʂɔ,চাষ,cɐʃ,চাষ,cɐʃ,চাষ,cɐʃ,চাষ,cɐʃ,গরা,gɔɾɐ,Cultivation,1. ku̯el-,cultivate
চাষাবাদ,t͡ɕaʂabad̪ɔ,আইল্লাডি,ɐ͡ɪ̯llɐdɪ,চাষাবাদ,cɐʃɐbɐd̪,চাষাবাদ,cɐʃɐbɐd̪,চাষাবাদ,cɐʃɐbɐd̪,চাষাবাদ,cɐʃɐbɐd̪,Cultivation,1. ku̯el-,cultivate
চাষী,t͡ɕaʂi,চাষায়,cɐʃɐe̯,চাষিয়ে,cɐʃɪʲe,চাষী,cɐʃɪ,চাইষ্যা,hɐ͡ɪ̯ɾ,চাষি,cɐʃɪ,Farmer,2a. per-,former
চাষের,t͡ɕaʂerɔ,চাষের,cɐʃeɾ,চাষের,cɐʃeɾ,চাষের,cɐʃeɾ,লাউ,lɐ͡u̯,লাউ,lɐ͡u̯,Cultivated,1. ku̯el-,cultivate
চাস,t͡ɕas̪ɔ,চাও?,cɐ͡o̯?,থাকতে,t̪ʰɐkt̪e,চাস?,cɐʃ?,চাস,cɐʃ?,চস,cɔʃ,Chas,g̑hēu-,chaos
চাহিদা,t͡ɕahid̪a,চাহিদা,cɐhɪd̪ɐ,চাহিদা,cɐhɪd̪ɐ,চাহিদা,kɪcʰudɐ,এ,e,বারি,bɐɾɪ,Demand,mə-r,demand
চায়,t͡ɕae̯,চায়,cɐe̯,চায়,cɐe̯,চায়,cɐe̯,চায়,cɐe̯,চাই,cɐ͡ɪ̯,Desired,1. su̯eid-,desire
চায়,t͡ɕae̯ɔ,চায়,cɐe̯,চাইন,cɐ͡ɪ̯n,চায়,cɐe̯,চায়,cɐe̯,ফরিবেল্লাই,cɐe̯,Desired,1. su̯eid-,desire
চিংড়ি,t͡ɕiŋɽi,ইছা,ɪcʰɐ,ইচা,ɪcɐ,চিংড়ি,cɪŋɽɪ,চিংড়ি,cɪŋɽɪ,চিংড়ি,cɪŋɽɪ,Shrimp,(s)kerb(h)-,shrimp
চিংড়ী,t͡ɕiŋɽi,ইছা,ɪcʰɐ,ইছা,ɪcʰɐ,চিংড়ী,cɪŋɽɪ,ইচা,ɪcɐ,ইচা,ɪcɐ,Shrimp,(s)kerb(h)-,shrimp
চিঠি,t͡ɕitʰi,চিঠি,cɪtʰɪ,চিঠি,cɪtʰɪ,চিঠি,cɪtʰɪ,চিঠি,cɪtʰɪ,চিঠি,ʃɐd̪ʱɐɾonot̪,Letter,deph-,letter
চিঠিটা,t͡ɕitʰita,চিঠিডা,cɪtʰɪdɐ,চিঠিটা,cɪtʰɪtɐ,চিঠিডা,cɪtʰɪdɐ,চিঠি,cɪtʰɪ,চিঠি,cɪtʰɪ,Letter,deph-,letter
চিনতে,t͡ɕin̪t̪e,চেনতে,cent̪e,চিনইন,cɪnɪn,চিনতে,cɪnt̪e,চিনতেন,cɪnt̪en,চিনা,cɪnɐ,Recognize,2. g̑en-,recognize
চিন্তা,t͡ɕin̪t̪a,চিন্তা,cɪnt̪ɐ,চিন্তা,cɪnt̪ɐ,চিন্তা,cɪnt̪ɐ,চিন্তা,cɪnt̪ɐ,চিন্তা,lɐgeɾ,Thought,1. tong-,thought
চিন্তাও,t͡ɕin̪t̪ao,ভাবিও,bʱɐbɪ͡o̯,ইকান,ɪkɐn,চিন্তাও,cɪnt̪ɐ͡o̯,দিন,he͡ɪ̯gɐɾ,চিন্তা,cɪnt̪ɐ,Thought,1. tong-,thought
চিন্তার,t͡ɕin̪t̪arɔ,চিন্তায়,cɪnt̪ɐe̯,চিন্তার,cɪnt̪ɐɾ,চিন্তার,cɪnt̪ɐɾ,চিন্তার,cɪnt̪ɐɾ,চিন্তায়,cɪnt̪ɐe̯,Thought,1. tong-,thought
চিরদিন,t͡ɕird̪in̪ɔ,আজিবন,ɐɟɪbɔn,চিরদিন,cɪɾod̪ɪn,চিরদিন,cɪɾod̪ɪn,হারাজীবন,hɐɾɐɟɪbɔn,চিরদিন,cɪɾd̪ɪn,Forever,dhegu̯h-,fever
চিল্লায়,t͡ɕil̪l̪ae̯ɔ,চিল্লাইয়া,cɪllɐ͡ɪ̯ʲɐ,চিল্লাইয়া,cɪllɐ͡ɪ̯ʲɐ,চিল্লায়,kɔe̯,চিল্লাই,kɔt̪ɐ,সিল্লাই,sɪllɐ͡ɪ̯,Screaming,1. ker-,scream
চিৎকার,t͡ɕit̪karɔ,চিল্লাইয়া,cɪllɐ͡ɪ̯ʲɐ,চিৎকার,cɪt̪kɐɾ,চিৎকার,cɪt̪kɐɾ,চিল্লাই,cɪllɐ͡ɪ̯,চিল্লাইয়েরে,cɪllɐ͡ɪ̯ʲeɾe,Screaming,1. ker-,scream
চিড়িয়াখানা,t͡ɕiɽie̯akʰan̪a,যদি,ɟod̪ɪ,যদি,ɟod̪ɪ,চিড়িয়াখানা,cɪɽɪʲɐkʰɐnɐ,চিড়িয়াখানা,cɪɽɪʲɐkʰɐnɐ,যদি,zod̪ɪ,Zoo,3. gu̯ei̯-,zoon
চুপ,t͡ɕupɔ,চুপ,cup,চুুফ,cuupʰ,চুপ,cup,চুপ,cup,নো,no,Quiet,ku̯ei̯ə-,quiet
চুরি,t͡ɕuri,চুরি,cuɾɪ,ওগু,ogu,চুরি,cuɾɪ,চুরি,cuɾɪ,গত,gɔt̪o,Theft,teup-,theft
চুল,t͡ɕul̪ɔ,চুল,cul,চুল,cul,চুল,cul,চুল,cul,চুল,cul,Hair,1. k̑er(s)-,hair
চুলগুলি,t͡ɕul̪ɡul̪i,চুল,cul,চুলগুন,culgun,চুলগুলা,culgulɐ,চুলগুন,culgun,চুল্লিন,cullɪn,Hair,1. k̑er(s)-,hair
চুলা,t͡ɕul̪a,চুলা,culɐ,চুলা,culɐ,চুলা,culɐ,চুলা,culɐ,লাক্রির,lɐkɾɪɾ,Stove,4. dheu-,stove
চুড়িটা,t͡ɕuɽita,চুরি,cuɾɪ,চুড়ি,cuɽɪ,চুড়িটা,cuɽɪtɐ,চুড়িকান,cuɽɪkɐn,চুরিয়ান,cuɾɪʲɐn,Bangle,2. ank-,angle
চূড়ায়,t͡ɕuɽae̯ɔ,মাতায়,mɐt̪ɐe̯,ওর,oɾ,চূড়ায়,cuɽɐe̯,চুড়ায়,cuɽɐe̯,আরর,ɐɾɔɾ,Top,dā,top
চেতাইছি,t͡ɕet̪ait͡ɕʰi,চেতাইছি,cet̪ɐ͡ɪ̯cʰɪ,বহুত,bohut̪,চেতাইসি,ɔnek,চেতাইছি,cet̪ɐ͡ɪ̯cʰɪ,চেতাইয়ি,cet̪ɐ͡ɪ̯ʲɪ,Consciousness,skē̆i-,conscious
চেয়েও,t͡ɕee̯eo,চাইয়াও,cɐ͡ɪ̯ʲɐ͡o̯,তাকিও,t̪ɐkɪ͡o̯,চেয়েও,ceʲe͡o̯,তুনও,t̪uno,চেয়েও,ceʲe͡o̯,More,mrk-,more
চেয়েছিল,t͡ɕee̯et͡ɕʰil̪ɔ,চাইছেলা,cɐ͡ɪ̯cʰelɐ,চাইছিল,cɐ͡ɪ̯cʰɪlo,চাইসিল,cɐ͡ɪ̯sɪl,কইরতে,ko͡ɪ̯ɾt̪e,গইত্তে,gɪt̪t̪e,Wanted,ant-s,ante
চেয়ে,t͡ɕee̯e,চাইতে,cɐ͡ɪ̯t̪e,থাকি,t̪ʰɐkɪ,আফনে,ɐcʰone,তুন,t̪un,বেরা,beɾɐ,Than,1. to-,than
চেয়েও,t͡ɕee̯eo,চাইয়াও,cɐ͡ɪ̯ʲɐ͡o̯,বেশি,beʃɪ,চেয়েও,ceʲe͡o̯,তুন,t̪un,চাইতেও,cɐ͡ɪ̯t̪e͡o̯,More,mrk-,more
চেয়েছিল,t͡ɕee̯et͡ɕʰil̪,চাইল্লে,cɐ͡ɪ̯lle,চাইছলা,cɐ͡ɪ̯cʰɔlɐ,চাইসিল,cɐ͡ɪ̯sɪl,চাইচিলো,cɐ͡ɪ̯cɪlo,চাইল,cɐ͡ɪ̯l,Wanted,ant-s,ante
চেয়েছে,t͡ɕee̯et͡ɕʰe,চাইছে,ɟe,যে,ɟe,চাইসে,cɐ͡ɪ̯ʃe,চাইছে,cɐ͡ɪ̯cʰe,চাইয়ে,cɐ͡ɪ̯ʲe,Wanted,ant-s,ante
চোখ,t͡ɕokʰ,চোউখ,co͡u̯kʰ,কালা,kɐlɐ,চোখ,cokʰ,চোক,cok,চোক,cok,Eye,oku̯-,eye
চোখ,t͡ɕokʰɔ,চক্ষু,cokkʰu,চোউক,co͡u̯k,চোখ,cokʰ,চোখ,cokʰ,চখ,cɔkʰ,Eye,oku̯-,eye
চোখে,t͡ɕokʰe,পানি,pɐnɪ,চোউক,co͡u̯k,চোখে,cokʰe,চোকে,coke,ফানি,fɐnɪ,Eye,oku̯-,eye
চোখের,t͡ɕokʰerɔ,চোখের,cokʰeɾ,চকুর,cokuɾ,চোক্ষের,cokkʰeɾ,চোকের,cokeɾ,চোকর,cokoɾ,Eye,oku̯-,eye
চোথের,t͡ɕot̪ʰerɔ,চোহের,coheɾ,চউখ,cɔ͡u̯kʰ,চোক্ষের,cokkʰeɾ,চোখের,cokʰeɾ,চকোর,cɔkoɾ,Loud,1. k̑leu-,loud
চ্যাম্পিয়ন,t͡ɕd͡zampie̯ɔn̪ɔ,বিশ্বকাপ,bɪʃʃokɐp,বিশ্বকাপ,bɪʃʃokɐp,চ্যাম্পিয়ন,cɛmpɪʲon,স্যাম্পিয়ন,sɛmpɪʲon,চ্যাম্পিয়ন,cɛmpɪʲon,Champion,kam-p-,champion
ছবি,t͡ɕʰɔbi,ছবি,cʰobɪ,ছবি,cʰobɪ,ছবি,cʰobɪ,ছবি,cʰobɪ,চবি,cobɪ,Picture,1. peig-,picture
ছবিও,t͡ɕʰɔbio,ছবিও,cʰobɪ͡o̯,ছবিও,cʰobɪ͡o̯,ছবিও,d̪ehɐ,ছবিও,cʰobɪ͡o̯,আর,ɐɾ,Picture,1. peig-,picture
ছবিগুলো,t͡ɕʰɔbiɡul̪o,ছবি,cʰobɪ,ছবিগুলি,cʰobɪgulɪ,ছবিগুলা,cʰobɪgulɐ,ছবিগুন,cʰobɪgun,সুন্দর,ʃund̪ɔɾ,Pic,u̯eku̯-,epic
ছবিটা,t͡ɕʰɔbita,ছবিডা,cʰobɪdɐ,ছবিখান,cʰobɪkʰɐn,ছবিডা,cʰobɪdɐ,ছবি,cʰobɪ,চবিয়ান,cobɪʲɐn,Picture,1. peig-,picture
ছবিটি,t͡ɕʰɔbiti,ছবিডা,cʰobɪdɐ,ছবিটা,cʰobɪtɐ,ছবিডা,cʰobɪdɐ,ছবি,cʰobɪ,চবিয়ান,cobɪʲɐn,Image,2. menth-,mange
ছবির,t͡ɕʰɔbirɔ,ছবির,cʰobɪɾ,ছবির,cʰobɪɾ,ছবিরতন,cʰobɪɾɔt̪on,ছবির,cʰobɪɾ,ছবি,cʰobɪ,Picture,1. peig-,picture
ছয়,t͡ɕʰe̯ɔ,ছয়ডা,cʰɔʲdɐ,ছয়টা,cʰɔʲtɐ,ছয়,cʰɔe̯,ছয়,cʰɔe̯,চ,c,Six,su̯ek̑s,six
ছাড়,t͡ɕʰaɽɔ,ছাইররা,cʰɐ͡ɪ̯ɾɾɐ,ছাড়,cʰɐɽ,ছাড়,cʰɐɽ,ছাড়,cʰɐɽ,ছাড়,cʰɐɽ,Discount,1. ei-,viscount
ছাড়া,t͡ɕʰaɽa,থুইয়া,t̪ʰu͡ɪ̯ʲɐ,আফনাকে,ɐpʰnɐke,ছাড়া,cʰɐɽɐ,আরে,ɐɾe,তোঁয়ারে,t̪õʷɐɾe,Except,kap-,except
ছাতা,t͡ɕʰat̪a,ছাতি,cʰɐt̪ɪ,ছাত্তি,cʰɐt̪t̪ɪ,ছাতা,cʰɐt̪ɐ,ছাতা,cʰɐt̪ɐ,চাতি,cɐt̪ɪ,Umbrella,andho-,umbrella
ছাদে,t͡ɕʰad̪e,মাছায়,mɐcʰɐe̯,ছাদে,cʰɐd̪e,ছাদে,cʰɐd̪e,সাদে,ʃɐd̪e,বহুত,bohut̪,Roof,k̑rā̆po-,roof
ছাদের,t͡ɕʰad̪erɔ,মাছার,mɐcʰɐɾ,কবুতর,kobut̪ɔɾ,ছাদের,cʰɐd̪eɾ,সাদে,ʃɐd̪e,দে,d̪e,Roof,k̑rā̆po-,roof
ছানা,t͡ɕʰan̪a,ছাও,cʰɐ͡o̯,বাইচ্চা,bɐ͡ɪ̯ccɐ,বাচ্চা,bɐccɐ,ছা,hɐ͡ɪ̯lbɐɾ,ফালনের,fɐloneɾ,Lamp,lā[i]p-,lamp
ছানাকে,t͡ɕʰan̪ake,ছাওরে,cʰɐ͡o̯ɾe,ছানাকে,cʰɐnɐke,বাচ্চারে,bɐccɐɾe,সারে,ʃɐɾe,বিড়ালর,bɪɽɐlɔɾ,Raw,1. kreu-,raw
ছাড়তে,t͡ɕʰaɽt̪e,ছাড়তে,cʰɐɽt̪e,ছাড়া,cʰɐɽɐ,ছাড়তে,cʰɐɽt̪e,ছাইড়তাম,cʰɐ͡ɪ̯ɽt̪ɐm,চাইরতো,cɐ͡ɪ̯ɾot̪o,Quit,ku̯ei̯ə-,quit
ছাড়বেনা,t͡ɕʰaɽben̪a,হাত,hɐt̪,ছাড়তা,cʰɐɽt̪ɐ,ছাড়বেনা,cʰɐɽbenɐ,ছাইডদোনো,cʰɐ͡ɪ̯dd̪ono,ন,nɔ,Quit,ku̯ei̯ə-,quit
ছাড়া,t͡ɕʰaɽa,ছাড়া,cʰɐɽɐ,ছাড়া,cʰɐɽɐ,ছাড়া,cʰɐɽɐ,ছাড়া,cʰɐɽɐ,চারা,cɐɾɐ,Except,kap-,except
ছাড়াছাড়িতে,t͡ɕʰaɽat͡ɕʰaɽit̪e,ছাড়াছাড়িতে,cʰɐɽɐcʰɐɽɪt̪e,ছাড়াছাড়িত,cʰɐɽɐcʰɐɽɪt̪o,ছাড়াছাড়িতে,cʰɐɽɐcʰɐɽɪt̪e,ছাড়াছাড়িতে,cʰɐɽɐcʰɐɽɪt̪e,তালাকর,t̪ɐlɐkɔɾ,Out,ū̆d-,out
ছিনিয়ে,t͡ɕʰin̪ie̯e,ছিনাইয়া,cʰɪnɐ͡ɪ̯ʲɐ,ছিনিয়া,cʰɪnɪʲɐ,ছিনায়া,cʰɪnɐʲɐ,লইতা,lo͡ɪ̯t̪ɐ,ছিনিইয়েরে,cʰɪnɪ͡ɪ̯ʲeɾe,Snatch,snā-,snatch
ছিল,t͡ɕʰil̪,আল্লেহ,ɐlleh,ছিল,cʰɪlo,আছিল,ɐcʰɪlo,আসে,ɐʃe,আচিল,ɐcɪl,Was,1. u̯es-,was
ছিল,t͡ɕʰil̪ɔ,আল্লেহ,ɐlleh,না,nɐ,ছিল,cʰɪlo,আসিল,ɐʃɪl,আচিল,ɐcɪl,Was,1. u̯es-,was
ছিলাম,t͡ɕʰil̪am,আল্লাহম,ɐllɐhom,আছলাম,ɐcʰlɐm,খারায়া,kʰɐɾɐʲɐ,গেছি,gecʰɪ,তিয়ায়,t̪ɪʲɐe̯,Was,1. u̯es-,was
ছিলাম,t͡ɕʰil̪amɔ,আল্লাম,ɐllɐm,আছলাম,ɐcʰlɐm,আসিলাম,ɐʃɪlɐm,মেদাবি,med̪ɐbɪ,মেধাবী,med̪ʱɐbɪ,Was,1. u̯es-,was
ছিলো,t͡ɕʰil̪o,আল্লেহ,ɐlleh,আছিল,ɐcʰɪlo,অসিলো,ɔsɪlo,আছিলো,ɐcʰɪlo,আচিল,ɐcɪl,Was,1. u̯es-,was
ছুটি,t͡ɕʰuti,ছুটি,cʰutɪ,ছুটি,cʰutɪ,ছুটি,cʰutɪ,ছুডি,cʰudɪ,চুটি,cutɪ,Leave,leubh-,leave
ছুটিতে,t͡ɕʰutit̪e,ছুটিতে,cʰutɪt̪e,ছুটিতে,cʰutɪt̪e,ছুডিতে,cʰudɪt̪e,ছুডিট,cʰudɪt,চুটিত,cutɪt̪o,On leave,legu̯h-,leaven
ছুটির,t͡ɕʰutirɔ,ছুটির,cʰutɪɾ,ছুটির,cʰutɪɾ,ছুটির,cʰutɪɾ,ছুডির,cʰudɪɾ,ইব,ɪbo,Holiday,kai-lo-,holiday
ছেড়ে,t͡ɕʰeɽe,ছাইররা,cʰɐ͡ɪ̯ɾɾɐ,ছেড়ে,cʰeɽe,ছাইড়া,cʰɐ͡ɪ̯ɽɐ,ছারি,cʰɐɾɪ,ছাড়ি,cʰɐɽɪ,Leaving,2. leu-,leasing
ছেলে,t͡ɕʰel̪e,পোলা,polɐ,পুয়া,puʲɐ,একটা,ɛktɐ,লাই,lɐ͡ɪ̯,ফোঁয়া,fõʷɐ,Son,2. seu-,son
ছেলেই,t͡ɕʰel̪ei,পোলাই,polɐ͡ɪ̯,ফুয়াও,pʰuʲɐ͡o̯,পোলাই,polɐ͡ɪ̯,হোলাই,holɐ͡ɪ̯,ছোড,cʰod,Boy,bhrā́ter-,boy
ছেলেকে,t͡ɕʰel̪eke,পোলাডারে,polɐdɐɾe,ফুয়ারে,pʰuʲɐɾe,ছেড়াডারে,cʰeɽɐdɐɾe,বিয়া,bɪʲɐ,এই,e͡ɪ̯,Boy,bhrā́ter-,boy
ছেলেটা,t͡ɕʰel̪eta,পোলাডা,polɐdɐ,ফুয়া,pʰuʲɐ,ছেড়াডা,cʰeɽɐdɐ,হোলা,holɐ,ফোয়াইবা,foʷɐ͡ɪ̯bɐ,Boy,bhrā́ter-,boy
ছেলেটাকে,t͡ɕʰel̪etake,পলাউগ্গারে,pɔlɐ͡u̯ggɐɾe,ফুয়াটারে,pʰuʲɐtɐɾe,কল্পনা,kɔlponɐ,যে,ɟe,ফোয়াইবারে,foʷɐ͡ɪ̯bɐɾe,Boy,bhrā́ter-,boy
ছেলেটার,t͡ɕʰel̪etarɔ,পলাউগ্গার,pɔlɐ͡u̯ggɐɾ,ফুয়াগুতার,fuʲɐgut̪ɐɾ,ছেড়াটার,cʰeɽɐtɐɾ,লাইগা,lɐ͡ɪ̯gɐ,ইবা,ɪbɐ,Boy,bhrā́ter-,boy
ছেলেটি,t͡ɕʰel̪eti,পোলাডা,polɐdɐ,ফুয়াটা,pʰuʲɐtɐ,ছেড়াটা,cʰeɽɐtɐ,হোলাগা,holɐgɐ,ফোয়াইবা,foʷɐ͡ɪ̯bɐ,Boy,bhrā́ter-,boy
ছেলেটিকে,t͡ɕʰel̪etike,পোলাডারে,polɐdɐɾe,ফুয়াটারে,pʰuʲɐtɐɾe,ছেড়াটারে,cʰeɽɐtɐɾe,হোলাগারে,holɐgɐɾe,ফোয়াইবারে,foʷɐ͡ɪ̯bɐɾe,Boy,bhrā́ter-,boy
ছেলেটির,t͡ɕʰel̪etirɔ,পোলাডার,polɐdɐɾ,ফুয়া,pʰuʲɐ,ছেড়াডার,cʰeɽɐdɐɾ,অই,ɔ͡ɪ̯,অক্কল,ɔkkol,Boy,bhrā́ter-,boy
ছেলেদের,t͡ɕʰel̪ed̪erɔ,পোলাগো,polɐgo,ফুয়াদের,pʰuʲɐd̪eɾ,ছেড়ারার,cʰeɽɐɾɐɾ,হোলার,holɐɾ,ফোয়ারিত,foʷɐɾɪt̪ɔ,Boys,bhrā́ter-,boy
ছেলেমেয়ে,t͡ɕʰel̪emee̯e,পোলামাইয়া,polɐmɐ͡ɪ̯ʲɐ,ফুয়া,pʰuʲɐ,ছেড়া,cʰeɽɐ,হোলামাইয়া,holɐmɐ͡ɪ̯ʲɐ,ফোয়া,foʷɐ,Child,1. gel-,child
ছেলের,t͡ɕʰel̪erɔ,পোলার,polɐɾ,ফুয়ার,pʰuʲɐɾ,ছেড়ার,cʰeɽɪdɐɾe,হোলার,holɐɾ,ফোয়ার,foʷɐɾ,Boy,bhrā́ter-,boy
ছেলেরা,t͡ɕʰel̪era,পোলারা,bʱɐlobɐʃɐɾ,ফুয়াইন্তে,pʰuʲɐ͡ɪ̯nt̪e,ছেড়ারা,cʰeɽɐɾɐ,হোলারা,holɐɾɐ,ফোয়াওক্কল,foʷɐ͡o̯kkol,Boys,bhrā́ter-,boy
ছেড়ে,t͡ɕʰeɽe,থুইয়া,t̪ʰu͡ɪ̯ʲɐ,ছাড়িয়া,cʰɐɽɪʲɐ,ছাইরা,cʰɐ͡ɪ̯ɾɐ,ছাড়ি,cʰɐɽɪ,ছাড়ি,cʰɐɽɪ,Leaving,2. leu-,leasing
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo,ছোট,cʰoto,ছোট,cʰoto,ভাই,bʱɐ͡ɪ̯,চোড,cod,Small,mēlo-,small
ছোটখাটো,t͡ɕʰotkʰato,ছোডোখাডো,cʰodokʰɐdo,নানা,nɐnɐ,ছোটখাটো,cʰotokʰɐto,ছোডখাডো,cʰodkʰɐdo,ছুডো,cʰudo,Minor,5. mei-,minor
ছোটবেলা,t͡ɕʰotbel̪a,গেদাকাল,ged̪ɐkɐl,হুরু,huɾu,ছোটবেলা,cʰotobelɐ,ছোড,cʰod,গুরাহাল,guɾɐhɐl,Childhood,ghelunā,chilopod
ছোটবেলার,t͡ɕʰotbel̪arɔ,গেদাকালের,ged̪ɐkɐleɾ,হুরুকালর,huɾukɐlɔɾ,ছোটবেলার,cʰotobɛlɐɾ,ছোটবেলার,cʰotobelɐɾ,গুরাহাল,guɾɐhɐl,Childhood,ghelunā,chilopod
ছোটরাও,t͡ɕʰotrao,ছোডোরাও,cʰodoɾɐ͡o̯,হুরু,huɾu,ছোডরাও,cʰodɾɐ͡o̯,ছোডগুনেও,cʰodgune͡o̯,গুরাওক্কলও,guɾɐ͡o̯kkolo,Younger,3. i̯eu-,youngster
ছোটো,t͡ɕʰoto,ছোডো,cʰodo,ছুটো,cʰuto,ছোট,cʰoto,ছোট্ট,cʰotto,গুরা,guɾɐ,Small,mēlo-,small
ছোটোরা,t͡ɕʰotora,গুরাগারারা,guɾɐgɐɾɐɾɐ,ছোটরা,cʰotoɾɐ,ছোটোরা,cʰotoɾɐ,ছোডোরা,cʰodoɾɐ,ছোতরা,cʰot̪oɾɐ,Younger,3. i̯eu-,youngster
ছোট্ট,t͡ɕʰottɔ,ছোডো,cʰodo,হুরু,huɾu,ছোট্ট,cʰotto,জায়গায়,ɟɐʲgɐe̯,গুরা,guɾɐ,Small,mēlo-,small
ছয়,t͡ɕʰe̯ɔ,ছক্কা,cʰɔkkɐ,ছক্কা,cʰɔkkɐ,ছয়,cʰɔe̯,ছয়,cʰɔe̯,ছক্কা,cʰɔkkɐ,Six,su̯ek̑s,six
ছয়টা,t͡ɕʰe̯ɔta,ছউজ্ঞা,cʰɔ͡u̯ggɐ,ছয়গু,cʰɔʲgu,ছয়টা,cʰɔʲtɐ,ছোগা,holɐɾ,ছোগান,cʰogɐn,Six,su̯ek̑s,six
জঘন্য,d͡ʑɔ̤ɡ̤ɔn̪d͡zɔ,কাম,kɐm,বাদ,bɐd̪,জঘন্য,ɟɔgʱonno,জঘন্য,ɟɔgʱonno,জঘন্য,zɔgʱonno,Foul,2. pū̆-,foul
জঙ্গলে,d͡ʑɔŋɡɔl̪e,জঙ্গলে,ɟ,জঙ্গলো,ɟɔŋgolo,চইল্লা,co͡ɪ̯ll,জঙ্গলে,ɟɔŋgole,যঁঅল,zɔ̃ɔl,Jungle,bheg-,bungle
জনকে,d͡ʑɔn̪ɔke,জনরে,ɟɔnoɾe,জনরে,ɟɔnoɾe,জনরে,ɟɔnoɾe,জনরে,ɟɔnoɾe,মানুষরত,mɐnuʃɾɔt̪o,Public,4. rei-,republic
জনপ্রিয়,d͡ʑɔn̪ɔprie̯,জনপ্রিয়,ɟɔnopɾɪʲo,বাক্কা,bɐkkɐ,জনপ্রিয়,ɟɔnopɾɪʲo,জনপ্রিয়,ɟɔnopɾɪʲo,যনফ্রিয়,zɔnofɾɪʲo,Popular,ptel(e)i̯ā,poplar
জনপ্রিয়,d͡ʑɔn̪ɔprie̯ɔ,জনপ্রিয়,ɟɔnopɾɪʲo,ওর,oɾ,জনপ্রিয়,ɟɔnopɾɪʲo,জনপ্রিয়,ɟɔnopɾɪʲo,যনফ্রিয়,zɔnofɾɪʲo,Popular,ptel(e)i̯ā,poplar
জনপ্রিয়,d͡ʑɔn̪ɔprie̯ɔ,জনপ্রিয়,ɟɔnopɾɪʲo,জনপ্রিয়,ɟɔnopɾɪʲo,জনপ্রিয়,ɟɔnopɾɪʲo,এগগা,ɛggɐ,জনফ্রিও,zɔnofɾɪ͡o̯,Popular,ptel(e)i̯ā,poplar
জনিত,d͡ʑɔn̪it̪ɔ,জ্বর,eɾ,তাফ,t̪ɐpʰ,জনিত,ɟonɪt̪o,লাই,lɐ͡ɪ̯,জনিত,zonɪt̪o,Sprinkled,*(s)p(h)ereg-,sprinkle
