bangla_speech,regional,regional_ipa,bangla_speech_ipa
আপনি কি জানেন এখানে অনেক ছেলে কমেন্ট পড়তে আসবে,সিলেট আফনি কিতা জানেন এখানে অনেক ফুয়াইন কমেন্ট ফরাত আইবা,ʃɔlho ɐcʰonɪ kɪt̪ɐ ɟɐnen ekʰɐne ɔnek pʰuʲɐ͡ɪ̯n kɔment pʰɔɾɐt̪ ɐ͡ɪ̯bɐ,apn̪i ki d͡ʑan̪en̪ɔ ekʰan̪e on̪ekɔ t͡ɕʰel̪e kɔmen̪tɔ pɔɽɔt̪e as̪be
আবেগের ভালোবাসা কাউকে দেওয়া উচিত না,সিলেট আবেগর ভালোবাসা কাউকে দেওয়া উচিৎ না,ʃɔlhe ɐbegoɾ bʱɐlobɐʃɐ kɐ͡u̯ke d̪e͡o̯ʷɐ ucɪt̪ nɐ,abeɡerɔ b̤al̪obas̪a kauke d̪eoe̯a ut͡ɕit̪ɔ n̪a
একদিন বিবেকের কাছে আবেগের ভালোবাসা হেরে যাবে,সিলেট একদিন বিবেকের কাছে আবেগর ভালোবাসা হারিয়া যাইবো,ʃɔlhe ɛkd̪ɪn bɪbekeɾ kɐcʰe ɐbegoɾ bʱɐlobɐʃɐ hɐɾɪʲɐ ɟɐ͡ɪ̯bo,ekd̪in̪ɔ bibekerɔ kat͡ɕʰe abeɡerɔ b̤al̪obas̪a here d͡zabe
আমার মনের ভালোবাসা চিরদিন তোমার জন্য থেকে যাবে,সিলেট আমার মনের ভালোবাসা চিরদিন তোমার লাগি থাইকা যাইবো ,ʃɔlhe ɐmɐɾ moneɾ bʱɐlobɐʃɐ cɪɾod̪ɪn t̪omɐɾ lɐgɪ t̪ʰɐ͡ɪ̯kɐ ɟɐ͡ɪ̯bo ,amarɔ mɔn̪erɔ b̤al̪obas̪a t͡ɕird̪in̪ɔ t̪omarɔ d͡ʑɔn̪d͡zɔ t̪ʰeke d͡zabe
জীবনে একা একা পথ চলা অনেক কঠিন,সিলেট জীবনে একলা একলা ফথ চলা অনেক কঠিন,ʃɔlhe ɟɪbone ɛklɐ ɛklɐ pʰɔt̪ʰ cɔlɐ ɔnek kotʰɪn,d͡ʑibn̪e eka eka pɔt̪ʰɔ t͡ɕɔl̪a on̪ekɔ kɔtʰin̪
আমার জীবন আমি তোমাকে নিয়ে বাঁচার জন্য দিব,সিলেট আমার জীবন মুই তোমারে নিয়া বাঁচার লাগি দিমু,ʃɔlhe ɐmɐɾ ɟɪbɔn mu͡ɪ̯ t̪omɐɾe nɪʲɐ bɐ̃cɐɾ lɐgɪ d̪ɪmu,amarɔ d͡ʑibɔn̪ɔ ami t̪omake n̪ie̯e bɔ̃t͡ɕarɔ d͡ʑɔn̪d͡zɔ d̪ib
আমার ভালবাসা দিয়ে সারাজীবন তোমার পাশে থাকতে চাই,সিলেট আমার ভালুবাসা দিয়া হারাজীবন তোমার লগে থাকতে চাই,ʃɔlhe ɐmɐɾ bʱɐlubɐʃɐ d̪ɪʲɐ hɐɾɐɟɪbɔn t̪omɐɾ lɔge t̪ʰɐkt̪e cɐ͡ɪ̯,amarɔ b̤al̪bas̪a d̪ie̯e s̪arad͡ʑibɔn̪ɔ t̪omarɔ paɕe t̪ʰakt̪e t͡ɕai
তোমাকে কি করে বুঝাবো তোমাকে কতটা ভালবাসি?,সিলেট তোমাকে কি করে বুঝাইমু তোমারে কতটা ভালো ফাই?,ʃɔlhe t̪omɐke kɪ koɾe buɟʱɐ͡ɪ̯mu t̪omɐɾe kɔt̪otɐ bʱɐlo pʰɐ͡ɪ̯?,t̪omake ki kɔre bud͡ʑ̤abo t̪omake kɔt̪ɔta b̤al̪bas̪i?
আপনাকে দেখে আমি দেখে থমকে দারিয়ে ছিলাম,সিলেট আফনারে দেইখ্খা মুই দেইখ্খা থমকে উবানিত আছলাম,ʃɔlhe ɐpʰnɐɾe d̪e͡ɪ̯kʰkʰɐ mu͡ɪ̯ d̪e͡ɪ̯kʰkʰɐ ɛmke ubɐnɪt̪o ɐcʰlɐm,apn̪ake d̪ekʰe ami d̪ekʰe t̪ʰɔmɔke d̪arie̯e t͡ɕʰil̪am
আপনি খুব কষ্টে নিজেকে সামলে নিয়েছেন,সিলেট আফনি খুব কষ্টে নিজরে সামলে নিয়াছইন,ʃɔlhe ɐcʰonɪ kʰub koʃte nɪɟɔɾe ʃɐmle nɪʲɐcʰɪn,apn̪i kʰubɔ kɔʂte n̪id͡ʑeke s̪aml̪e n̪ie̯et͡ɕʰen̪
আমার বান্ধুবি কিছু ভাবতে পারেনা আপনাকে ছাড়া,সিলেট আমার বান্ধবী কিচ্ছু ভাবতে ফারে না আফনাকে ছাড়া,ʃɔlhe ɐmɐɾ bɐnd̪ʱobɪ kɪccʰu bʱɐbt̪e pʰɐɾe nɐ ɐpʰnɐke cʰɐɽɐ,amarɔ ban̪d̪̤ubi kit͡ɕʰu b̤abt̪e paren̪a apn̪ake t͡ɕʰaɽa
আমার বন্ধু কিছু লিখতে পারেনা আপনার নাম ছাড়া,সিলেট আমার বন্ধু কিচ্ছু লিখতে ফারে না আফনার নাম ছাড়া,ʃɔlhe ɐmɐɾ bond̪ʱu kɪccʰu lɪkʰt̪e pʰɐɾe nɐ ɐpʰnɐɾ nɐm cʰɐɽɐ,amarɔ bɔn̪d̪̤u kit͡ɕʰu l̪ikʰt̪e paren̪a apn̪arɔ n̪amɔ t͡ɕʰaɽa
আপনাকে ভালোবাসি এই কথাটি বলা বাকি,সিলেট আফনারে ভালাফাই এই কথাটি বলার বাকি,ʃɔlhe ɐpʰnɐɾe bʱɐlɐpʰɐ͡ɪ̯ e͡ɪ̯ kɔt̪ʰɐtɪ bɔlɐɾ bɐkɪ,apn̪ake b̤al̪obas̪i ei kɔt̪ʰati bɔl̪a baki
আমার আব্বুর খুব গরম লাগছে,সিলেট আমার বাফর খুব গরম লাগছে,ʃɔlhe ɐmɐɾ bɐpʰɔɾ kʰub gɔɾom lɐgcʰe,amarɔ abburɔ kʰubɔ ɡɔrɔmɔ l̪aɡt͡ɕʰe
আমার ছোট বোনের গরম লাগছে,সিলেট আমার ছোট বোইনর গরম লাগছে,ʃɔlhe ɐmɐɾ cʰoto bo͡ɪ̯nɔɾ gɔɾom lɐgcʰe,amarɔ t͡ɕʰotɔ bon̪erɔ ɡɔrɔmɔ l̪aɡt͡ɕʰe
এই শিশুটির অনেক ঠাণ্ডা লাগছে,সিলেট এই শিশুটার অনেক ঠান্ডা লাগসে,ʃɔlhe e͡ɪ̯ ʃɪʃutɐɾ ɔnek tʰɐndɐ lɐgʃe,ei ɕiɕutirɔ on̪ekɔ tʰanda l̪aɡt͡ɕʰe
আমার বন্ধুর খুব মন খারাপ,সিলেট আমার বন্ধুর খুব বিতর খারাফ,ʃɔlhe ɐmɐɾ bond̪ʱuɾ kʰub bɪt̪oɾ kʰɐɾɐpʰ,amarɔ bɔn̪d̪̤urɔ kʰubɔ mɔn̪ɔ kʰarap
আম্মু আমার জন্য নীল শাড়ি কিনে এনেছে,সিলেট মাই আমার লাগি নীল শাড়ি কেনিয়া আনছইন,ʃɔlhe mɐ͡ɪ̯ ɐmɐɾ lɐgɪ nɪl ʃɐɽɪ kenɪʲɐ ɐncʰɪn,ammu amarɔ d͡ʑɔn̪d͡zɔ n̪il̪ɔ ɕaɽi kin̪e en̪et͡ɕʰe
আমি আমার বন্ধুকে একটি লাল গোলাপ কিনে উপহার দিয়েছি,সিলেট মুই আমার বন্ধুকে একটা লাল গোলাফ কিনিয়া উপহার দিয়াছি,ʃɔlhe mu͡ɪ̯ ɐmɐɾ bond̪ʱuke ɛktɐ lɐl golɐpʰ kɪnɪʲɐ upohɐɾ d̪ɪʲɐcʰɪ,ami amarɔ bɔn̪d̪̤uke ekti l̪al̪ɔ ɡol̪apɔ kin̪e upɔharɔ d̪ie̯et͡ɕʰi
আমি আমার স্বামীর সাথে বিকালে পার্কে ঘুরতে যাব,সিলেট মুই আমার স্বামীর লগে বিয়ানে পার্কে ফাকানিত যাইমু,ʃɔlhe mu͡ɪ̯ ɐmɐɾ ʃɐmɪɾ lɔge bɪʲɐne pɐɾke pʰɐkɐnɪt̪o ɟɐ͡ɪ̯mu,ami amarɔ s̪bamirɔ s̪at̪ʰe bikal̪e parke ̤ɡ̤urt̪e d͡zab
কাউকে ভালোবাসা দেওয়াতেই বেশি আনন্দ লাগে আমার,সিলেট কাউকে ভালোবাসা দেওয়াতেই বেশি কুশি লাগে আমার,ʃɔlhe kɐ͡u̯ke bʱɐlobɐʃɐ d̪e͡o̯ʲɐt̪e͡ɪ̯ beʃɪ kuʃɪ lɐge ɐmɐɾ,kauke b̤al̪obas̪a d̪eoe̯at̪ei beɕi an̪ɔn̪d̪ɔ l̪aɡe amar
"যদি তুমি আমার কাছে ফিরে আস ,তবে তাকে ছেড়ে দাও","সিলেট যদি তুমি আমার কাছে ফিরে আসো, তবে তাকে ছেড়ে দাও","ʃɔlhe ɟod̪ɪ t̪umɪ ɐmɐɾ kɐcʰe pʰɪɾe ɐʃo, t̪ɔbe t̪ɐke cʰeɽe d̪ɐ͡o̯","d͡zɔd̪i t̪umi amarɔ kat͡ɕʰe ɸire as̪ɔ ,t̪ɔbe t̪ake t͡ɕʰeɽe d̪ao"
সে তোমার জন্য সব কিছু করতে পারে,সিলেট সে তোমার লাগি সব কিছু করতে ফারে,ʃɔlhe ʃe t̪omɐɾ lɐgɪ ʃɔb kɪcʰu koɾt̪e pʰɐɾe,s̪e t̪omarɔ d͡ʑɔn̪d͡zɔ s̪ɔbɔ kit͡ɕʰu kɔrɔt̪e pare
আপনি যে মানুষটিকে ভালবাসবেন তাকে যদি না বুঝতে পারেন তাহলে আপনার এই প্রেমের কোনো অর্থ নেই,সিলেট আফনি যে মানুষটাকে ভালাফাইবেন তাকে যদি না বুঝবার ফারইন তাহলে আফনার এই প্রেমের কোনো অর্থ নাই,ʃɔlhe ɐcʰonɪ ɟe mɐnuʃtɐke bʱɐlɐpʰɐ͡ɪ̯ben t̪ɐke ɟod̪ɪ nɐ buɟʱbɐɾ pʰɐɾɪn t̪ɐhole ɐpʰnɐɾ e͡,apn̪i d͡ze man̪uʂtike b̤al̪bas̪ɔben̪ɔ t̪ake d͡zɔd̪i n̪a bud͡ʑ̤t̪e paren̪ɔ t̪ahɔl̪e apn̪arɔ ei premerɔ kon̪o ort̪ʰɔ n̪ei
আপনি নিজে অসুখী হয়ে কিভাবে অন্যকে ভালোবেসে সুখী করবেন,সিলেট আফনি নিজে অসুখী হয়ে কিলা অন্যকে ভালোবাসিয়া সুখী করবা,ʃɔlhe ɐcʰonɪ nɪɟe ɔʃukʰɪ hoʲe kɪlɐ ɔnnoke bʱɐlobɐʃɪʲɐ ʃukʰɪ koɾbɐ,apn̪i n̪id͡ʑe os̪ukʰi he̯e kib̤abe on̪d͡zɔke b̤al̪obes̪e s̪ukʰi kɔrɔben̪
তুমি কারো জীবনে সুখ এনে দেবে এই ভেবে তোমার প্রেম করা উচিত,সিলেট তুমি কারো জীবনে সুখ এনে দিবা এই ভেবে তোমার প্রেম করা উচিৎ,ʃɔlhe t̪umɪ kɐɾo ɟɪbone ʃukʰ ene d̪ɪbɐ e͡ɪ̯ bʱebe t̪omɐɾ pɾem kɔɾɐ ucɪt̪,t̪umi karo d͡ʑibn̪e s̪ukʰɔ en̪e d̪ebe ei b̤ebe t̪omarɔ premɔ kɔra ut͡ɕit̪
আপনার মনের কথা গুলো আমাকে আজ খুলে বলুন,সিলেট আফনার মনের মাত গুলা আমকে আজ খুলিয়া বলুন ,ʃɔlhe ɐpʰnɐɾ moneɾ mɐt̪ gulɐ ɐmke ɐɟ kʰulɪʲɐ bolun ,apn̪arɔ mɔn̪erɔ kɔt̪ʰa ɡul̪o amake ad͡ʑɔ kʰul̪e bɔl̪un̪
তুমি কখনই পারবে না অন্য কারও ভালোবাসাকে ছিনিয়ে নিতে,সিলেট তুমি কখনোই ফারবা না অন্য কারও ভালুবাসাকে ছিনিয়া নিতে,ʃɔlhe t̪umɪ kɔkʰono͡ɪ̯ pʰɐɾbɐ nɐ ɔnno kɐɾo bʱɐlubɐʃɐke cʰɪnɪʲɐ nɪt̪e,t̪umi kɔkʰɔn̪i parbe n̪a on̪d͡zɔ karo b̤al̪obas̪ake t͡ɕʰin̪ie̯e n̪it̪e
তুমি জোর করে অন্যের ভালো লাগার মানুষ হতে পারবে না,সিলেট তুমি জোর করে অন্যের ভালো লাগার হিতে ফারবা না,ʃɔlhe t̪umɪ ɟoɾ koɾe ɔnneɾ bʱɐlo lɐgɐɾ hɪt̪e pʰɐɾbɐ nɐ,t̪umi d͡ʑorɔ kɔre on̪d͡zerɔ b̤al̪o l̪aɡarɔ man̪uʂɔ hɔt̪e parbe n̪a
আগামিকাল সকালবেলা তাদেরকে দেখতে পাবেন,সিলেট আগামীকাল সকালবেলা তাদেরকে দেখতে ফারবা,ʃɔlhe ɐgɐmɪkɐl ʃɔkɐlbelɐ t̪ɐd̪eɾke d̪ext̪e pʰɐɾbɐ,aɡamikal̪ɔ s̪ɔkal̪bel̪a t̪ad̪erke d̪ekʰt̪e paben̪
তোমার কোন কথাতেই কোনও নিশ্চয়তা নেই,সিলেট তোমার কোনো মাতই কোনোও হদিস নাই,ʃɔlhe t̪omɐɾ kono mɐt̪ɪ kono͡o̯ hod̪ɪʃ nɐ͡ɪ̯,t̪omarɔ kon̪ɔ kɔt̪ʰat̪ei kon̪o n̪iɕt͡ɕe̯ɔt̪a n̪ei
আমার অনেক ভালো লাগে কালো ওই চোখ দুটো তোমার,সিলেট আমার অনেক ভালা লাগে কালা ওই চোউখ দুইটা তোমার,ʃɔlhe ɐmɐɾ ɔnek bʱɐlɐ lɐge kɐlɐ o͡ɪ̯ co͡u̯kʰ d̪u͡ɪ̯tɐ t̪omɐɾ,amarɔ on̪ekɔ b̤al̪o l̪aɡe kal̪o oi t͡ɕokʰɔ d̪uto t̪omar
তোমাকে একটি গোলাপ ফুল কিনে দিবো,সিলেট তোমাকে একটা গোলাপ ফুল কিনিয়া দিমু,ʃɔlho t̪omɐke ɛktɐ golɐp pʰul kɪnɪʲɐ d̪ɪmu,t̪omake ekti ɡol̪apɔ ɸul̪ɔ kin̪e d̪ibo
আমার এই মন তোমাকে দিলাম,সিলেট আমার এই বিতর তোমারে দিলাইলাম,ʃɔlhe ɐmɐɾ e͡ɪ̯ bɪt̪oɾ t̪omɐɾe d̪ɪlɐ͡ɪ̯lɐm,amarɔ ei mɔn̪ɔ t̪omake d̪il̪am
তোমার হাজার কথার মাঝে তোমার মনের কথা লুকিয়ে ছিল,সিলেট তোমার হাজার মাতর মাঝে তোমার মনের মাত লুকাইয়া ছিল,ʃɔlhe t̪omɐɾ hɐɟɐɾ mɐt̪oɾ mɐɟʱe t̪omɐɾ moneɾ mɐt̪ lukɐ͡ɪ̯ʲɐ cʰɪlo,t̪omarɔ had͡ʑarɔ kɔt̪ʰarɔ mad͡ʑ̤e t̪omarɔ mɔn̪erɔ kɔt̪ʰa l̪ukie̯e t͡ɕʰil̪
একটা মানুষের সব কথা একদিনে মুখে বলে দেওয়া যায়না,সিলেট একটা মানুষের সব মাত একদিনে মুখে বলে দেওয়া যায় না,ʃɔlhe ɛktɐ mɐnuʃeɾ ʃɔb mɐt̪ ɛkd̪ɪne mukʰe bole d̪e͡o̯ʷɐ ɟɐe̯ nɐ,ekta man̪uʂerɔ s̪ɔbɔ kɔt̪ʰa ekd̪in̪e mukʰe bɔl̪e d̪eoe̯a d͡zae̯n̪a
আমার হাজার কথার মাঝে ওই একটা কথা তোমাকে বুঝে নিতে হবে,সিলেট আমার হাজার মাতর মাঝে ওই একটা মাত তোমারে বুজে নিতে অইবো,ʃɔlhe ɐmɐɾ hɐɟɐɾ mɐt̪oɾ mɐɟʱe o͡ɪ̯ ɛktɐ mɐt̪ t̪omɐɾe buɟe nɪt̪e ɔ͡ɪ̯bo,amarɔ had͡ʑarɔ kɔt̪ʰarɔ mad͡ʑ̤e oi ekta kɔt̪ʰa t̪omake bud͡ʑ̤e n̪it̪e hɔbe
আমি যতদিন বেঁছে থাকি আপনাকে মনে রাখবো,সিলেট মুই যতদিন বাছিয়া থাকি আফনারে বিতর রাখমু,ʃɔlhe mu͡ɪ̯ ɟɔt̪od̪ɪn bɐcʰɪʲɐ t̪ʰɐkɪ ɐpʰnɐɾe bɪt̪oɾ ɾɐkʰmu,ami d͡zɔt̪ɔd̪in̪ɔ beঁt͡ɕʰe t̪ʰaki apn̪ake mɔn̪e rakʰbo
আমার যত কষ্ট হোক তোমাকে নিয়ে আমি জীবন সাজাবোই,সিলেট আমার যত কষ্ঠ হোক তোমারে নিয়া আমি জীবন সাজাইমু,ʃɔlhe ɐmɐɾ ɟɔt̪o koʃtʰo hok t̪omɐɾe nɪʲɐ ɐmɪ ɟɪbɔn ʃɐɟɐ͡ɪ̯mu,amarɔ d͡zɔt̪ɔ kɔʂtɔ hokɔ t̪omake n̪ie̯e ami d͡ʑibɔn̪ɔ s̪ad͡ʑaboi
তোমার পড়াশোনা করে কি হবে যদি তুমি যাকে ভালোবাসো তাকেই না পাও,সিলেট তোমার ফড়াশোনা করিয়া কিতা অইবো যদি তুমি যারে ভালোফাও তারেই না ফাও,ʃɔlhe t̪omɐɾ pʰɔɽɐʃonɐ koɾɪʲɐ kɪt̪ɐ ɔ͡ɪ̯bo ɟod̪ɪ t̪umɪ ɟɐɾe bʱɐlopʰɐ͡o̯ t̪ɐɾe͡ɪ̯ nɐ,t̪omarɔ pɔɽaɕon̪a kɔre ki hɔbe d͡zɔd̪i t̪umi d͡zake b̤al̪obas̪o t̪akei n̪a pao
চাঁদের মিষ্টি আলো দেখতে আমার খুব ভালো লাগে,সিলেট চাঁদের মিষ্টি ফর্সা দেখতে আমার খুব ভালা লাগে, ʃɔlhe cɐ̃d̪eɾ mɪʃtɪ pʰɔɾsɐ d̪ekʰt̪e ɐmɐɾ kʰub bʱɐlɐ lɐge,t͡ɕɔ̃d̪erɔ miʂti al̪o d̪ekʰt̪e amarɔ kʰubɔ b̤al̪o l̪aɡe
আমাদের ঘরের প্রতিটি রুম ফুল দিয়ে সাজিয়ে রেখেছি,সিলেট আমাদের ঘরের প্রতিটা রুম ফুল দিয়া সাজিয়া রাখছি,ʃɔlhe ɐmɐd̪eɾ gʱɔɾeɾ pɾot̪ɪtɐ ɾum pʰul d̪ɪʲɐ ʃɐɟɪʲɐ ɾɐkʰcʰɪ,amad̪erɔ ̤ɡ̤ɔrerɔ prɔt̪iti rumɔ ɸul̪ɔ d̪ie̯e s̪ad͡ʑie̯e rekʰet͡ɕʰi
মাছের বাজারে সবাই এসে বড় মাছটি দেখার জন্য ভিড় জমালো,সিলেট মাছের বাজারে হকল আইয়া বড় মাছটক দেইখ্খার লাগি ভিড় জমাইলো,ʃɔlhe mɐcʰeɾ bɐɟɐɾe hokol ɐ͡ɪ̯ʲɐ bɔɽo mɐcʰtok d̪e͡ɪ̯kʰkʰɐɾ lɐgɪ bʱɪɽ ɟɔmɐ͡ɪ̯lo,mat͡ɕʰerɔ bad͡ʑare s̪ɔbai es̪e bɔɽɔ mat͡ɕʰti d̪ekʰarɔ d͡ʑɔn̪d͡zɔ b̤iɽɔ d͡ʑɔmal̪o
আমার বিয়ে করার জন্য আরেকটা দিন এগিয়েছে,সিলেট আমার বিয়া করার লাগি আরেকদিন আগাইছে,ʃɔlhe ɐmɐɾ bɪʲɐ kɔɾɐɾ lɐgɪ ɐɾekd̪ɪn ɐgɐ͡ɪ̯cʰe,amarɔ bie̯e kɔrarɔ d͡ʑɔn̪d͡zɔ arekta d̪in̪ɔ eɡie̯et͡ɕʰe
দুজনে মিলে দুরে কোথাও ঘুরে আসতে পারি,সিলেট দুজনে মিলিয়া দুরে কোনকানো ফাকাইয়া আইতে ফারি,ʃɔlhe d̪uɟɔne mɪlɪʲɐ d̪uɾe konkɐno pʰɐkɐ͡ɪ̯ʲɐ ɐ͡ɪ̯t̪e pʰɐɾɪ,d̪ud͡ʑn̪e mil̪e d̪ure kot̪ʰao ̤ɡ̤ure as̪t̪e pari
আকাশের নীলে হারিয়ে যেতে চাই তোমায় নিয়ে,সিলেট আকাশর নীলে কোয়াইয়া যাইতে চাই তোমায় নিয়া,ʃɔlhe ɐkɐʃoɾ nɪle koʷɐ͡ɪ̯ʲɐ ɟɐ͡ɪ̯t̪e cɐ͡ɪ̯ t̪omɐe̯ nɪʲɐ,akaɕerɔ n̪il̪e harie̯e d͡zet̪e t͡ɕai t̪omae̯ɔ n̪ie̯e
আপনার জন্য মনে আমার অফুরন্ত ভালবাসা,সিলেট আফনার লাগি বিতরে আমার অফুরন্ত ভালোবাসা ,ʃɔlho ɐpʰnɐɾ lɐgɪ bɪt̪ɔɾe ɐmɐɾ ɔpʰuɾont̪o bʱɐlobɐʃɐ ,apn̪arɔ d͡ʑɔn̪d͡zɔ mɔn̪e amarɔ oɸurɔn̪t̪ɔ b̤al̪bas̪a
আমি সারা জীবন আপনার ভালবাসা পেতে চাই,সিলেট মুই সারা জীবন আফনার ভালোবাসা ফাইতে চাই,ʃɔlhe mu͡ɪ̯ ʃɐɾɐ ɟɪbɔn ɐpʰnɐɾ bʱɐlobɐʃɐ pʰɐ͡ɪ̯t̪e cɐ͡ɪ̯,ami s̪ara d͡ʑibɔn̪ɔ apn̪arɔ b̤al̪bas̪a pet̪e t͡ɕai
আমি এবং আমার ছোট বোন একসাথে সাঁতার কাটি,সিলেট মুই এবং আমার ছোট বোন একসাথে হাতার কাটি,ʃɔlhe mu͡ɪ̯ eboŋ ɐmɐɾ cʰoto bon ɛkʃɐt̪ʰe hɐt̪ɐɾ kɐtɪ,ami ebɔŋ amarɔ t͡ɕʰotɔ bon̪ɔ eks̪at̪ʰe s̪ɔ̃t̪arɔ kati
তোমাকে নিয়ে সুখের পৃথিবী সাজাতে চাই,সিলেট তোমারে নিয়া সুখের পৃথিবী সাজাতে চাই,ʃɔlhe t̪omɐɾe nɪʲɐ ʃukʰeɾ pɾɪt̪ʰɪbɪ ʃɐɟɐt̪e cɐ͡ɪ̯,t̪omake n̪ie̯e s̪ukʰerɔ pɽit̪ʰibi s̪ad͡ʑat̪e t͡ɕai
আজ সিলেটে বৃষ্টি হবে,সিলেট আইজ সিলেট বৃষ্টি অইবো, ʃɔlho ɐ͡ɪ̯ɟ sɪlet bɾɪʃtɪ ɔ͡ɪ̯bo,ad͡ʑɔ s̪il̪ete bɽiʂti hɔbe
তোমার মিথ্যা ভালবাসা একদিন হেরে যাবে,সিলেট তোমার মিথ্যা ভালোবাসা একদিন হারিয়া যাইবো ,ʃɔlhe t̪omɐɾ mɪt̪t̪ʰɐ bʱɐlobɐʃɐ ɛkd̪ɪn hɐɾɪʲɐ ɟɐ͡ɪ̯bo ,t̪omarɔ mit̪ʰd͡za b̤al̪bas̪a ekd̪in̪ɔ here d͡zabe
আমার সত্যের ভালবাসা কোনদিনও হারবে না,সিলেট আমার হাচা ভালো ফাওয়া কোনোদিনও কোয়াইবে না,ʃɔlhe ɐmɐɾ hɐcɐ bʱɐlo pʰɐ͡o̯ʷɐ konod̪ɪno koʷɐ͡ɪ̯be nɐ,amarɔ s̪ɔt̪d͡zerɔ b̤al̪bas̪a kon̪d̪in̪o harbe n̪a
এই গানটি আমার খুব ভালো লাগে,সিলেট এই গানটি আমার খুব ভালা লাগে,ʃɔlhe e͡ɪ̯ gɐntɪ ɐmɐɾ kʰub bʱɐlɐ lɐge,ei ɡan̪ti amarɔ kʰubɔ b̤al̪o l̪aɡe
